config,seed,strategySide,over,duration_min,winner,strategyWon,kills,kills10,kills15,kills20,bK,rK,towers_blue_down,towers_red_down,towers20,blue_lane_cleared_min,red_lane_cleared_min,stall_min,guards_down_end,blue_nexus_hp_end,red_nexus_hp_end,dragons,barons,lastTowerFall_min,team_t3_20,rejected,violations,conservationFails,wallMs
standard,22,,1,25.08,red,,36,5,8,18,4,32,11,8,12,22.22,,,2,-1539,7200,4,3,25.06,12.5,0,0,0,6810
standard,23,,1,22.42,red,,30,1,4,21,7,23,10,4,11,,,,2,-101,7200,4,2,22.38,11.5,0,0,0,6187
standard,24,,1,25.41,red,,26,2,3,10,13,13,11,8,8,22.25,,,2,-1112,7200,3,2,25.38,10,0,0,0,7267
standard,25,,1,22.91,red,,26,0,2,14,17,9,9,7,10,,,,2,-179,7200,3,2,22.87,10.5,0,0,0,6240
standard,26,,1,21.64,red,,20,1,5,16,7,13,9,6,12,,,,2,-38,7200,3,2,21.59,11.5,0,0,0,6416
standard,27,,1,30.11,blue,,56,2,6,18,35,21,8,10,9,,,,2,7200,-86,5,3,30.09,11.5,0,0,0,7880
standard,28,,1,20.65,blue,,17,2,6,15,10,7,5,9,10,,,,2,7200,-213,3,2,20.59,11.5,0,0,0,5960
standard,29,,1,18.01,red,,11,2,6,,2,9,8,3,,,,,2,-191,7200,2,1,17.9,0,0,0,0,5026
standard,30,,1,22.88,blue,,23,0,2,14,13,10,9,10,14,21.93,,,2,7200,-1516,3,3,22.86,11.5,0,0,0,6295
standard,31,,1,21.92,red,,25,3,9,17,5,20,9,3,9,,,,2,-420,7200,4,2,21.87,11.5,0,0,0,5832
standard,32,,1,26.61,red,,36,0,3,10,19,17,11,8,7,25.78,,,2,-600,7200,4,3,26.58,10,0,0,0,7210
standard,33,,1,23.91,blue,,25,1,4,14,13,12,5,11,6,,21.83,,2,7200,-1472,3,2,23.87,11,0,0,0,6555
standard,34,,1,21.24,red,,18,0,2,14,3,15,9,5,11,,,,2,-314,7200,3,2,21.17,11,0,0,0,5641
standard,35,,1,22.13,red,,26,0,3,16,14,12,9,6,9,,,,2,-1222,7200,3,2,22.08,11,0,0,0,6333
standard,36,,1,19.08,red,,18,1,7,,9,9,7,2,,,,,2,-152,7200,2,1,18.91,0,0,0,0,5343
standard,37,,1,21.73,blue,,29,4,7,24,11,18,5,10,12,,,,2,7200,-138,3,2,21.66,11.5,0,0,0,6136
standard,38,,1,22.85,red,,19,2,7,14,1,18,9,5,11,,,,2,-1467,7200,4,3,22.83,11.5,0,0,0,6099
standard,39,,1,34.84,red,,84,1,7,12,29,55,10,8,8,,,,2,-4330,7200,6,5,25.53,10,0,0,0,8323
standard,40,,1,20.93,red,,23,2,9,19,6,17,9,5,11,,,,2,-258,7200,3,2,20.9,11,0,0,0,5952
standard,41,,1,21.88,red,,16,0,1,9,3,13,10,6,11,,,,2,-362,7200,3,2,21.83,9.5,0,0,0,6080
standard,42,,1,20.08,red,,8,1,3,8,2,6,10,5,15,,,,2,-212,7200,3,2,19.91,11,0,0,0,5462
standard,43,,1,22.13,red,,22,2,6,14,5,17,9,5,11,,,,2,-1518,7200,4,3,22.09,11,0,0,0,5966
standard,44,,1,22.71,red,,19,1,5,11,3,16,10,4,11,,,,2,-468,7200,3,2,22.65,10.5,0,0,0,6245
standard,45,,1,22.01,red,,19,2,5,14,1,18,10,5,11,,,,2,-20,7200,3,2,21.91,12,0,0,0,5931
standard,46,,1,24.6,red,,28,1,4,14,12,16,10,5,10,,,,2,-2582,7200,3,3,24.58,11,0,0,0,6881
standard,47,,1,20.44,blue,,12,0,6,9,4,8,8,9,15,,,,2,7200,-595,3,2,20.38,11,0,0,0,5727
standard,48,,1,23.71,red,,33,3,6,16,10,23,11,6,12,22.53,,,2,-552,7200,3,2,23.66,11,0,0,0,6250
standard,49,,1,25.36,red,,35,1,7,16,12,23,10,8,10,,,,2,-1054,7200,4,3,25.33,12,0,0,0,6568
standard,50,,1,22.35,red,,29,0,7,18,1,28,9,5,9,,,,2,-749,7200,3,3,22.33,12,0,0,0,5727
standard,51,,1,19.94,blue,,19,0,6,,12,7,5,8,,,,,2,7200,-717,2,2,19.87,0,0,0,0,5438
standard,52,,1,22.91,red,,29,1,5,17,12,17,10,7,12,,,,2,-179,7200,4,2,22.87,11,0,0,0,5991
standard,53,,1,19.45,blue,,11,2,5,,7,4,4,9,,,,,2,7200,-128,2,2,19.38,0,0,0,0,5296
standard,54,,1,22.38,red,,30,2,8,19,11,19,10,5,7,,,,2,-5249,7200,3,2,22.33,11.5,0,0,0,5881
standard,55,,1,19.14,red,,18,3,9,,5,13,9,5,,,,,2,-208,7200,3,2,18.92,0,0,0,0,4691
standard,56,,1,22.97,red,,31,1,6,20,13,18,10,7,11,,,,2,-808,7200,3,2,22.9,12,0,0,0,5826
standard,57,,1,21.41,red,,21,3,6,18,5,16,11,5,13,21.14,,,2,-85,7200,3,2,21.27,11.5,0,0,0,5456
standard,58,,1,20.4,red,,19,2,8,19,1,18,10,3,11,,,,2,-525,7200,3,2,20.33,11.5,0,0,0,5089
standard,59,,1,23.37,blue,,29,3,4,16,8,21,6,10,12,,,,2,7200,-110,3,3,23.27,12,0,0,0,5965
standard,60,,0,60,,,221,1,6,13,106,115,9,9,11,21.68,21.67,38.32,0,7200,7200,10,9,21.68,11.5,0,0,0,12865
standard,61,,1,21.37,red,,19,0,6,15,0,19,10,5,10,,,,2,-195,7200,3,3,21.33,10.5,0,0,0,5534
standard,62,,1,22.5,red,,25,0,3,13,13,12,10,7,11,,,,2,-165,7200,3,2,22.41,11,0,0,0,5764
standard,63,,1,27.33,blue,,39,0,2,11,16,23,7,10,8,,,,2,7200,-1327,4,3,27.3,10.5,0,0,0,6750
standard,64,,1,21.59,red,,20,0,5,16,0,20,9,5,10,,,,2,-2673,7200,3,3,21.56,12,0,0,0,5492
standard,65,,1,21.04,red,,15,1,3,14,7,8,9,4,10,,,,2,-363,7200,3,2,21.04,10.5,0,0,0,5628
standard,66,,1,27.38,red,,40,2,6,17,6,34,10,9,8,,25.78,,2,-2238,7200,5,4,25.78,12,0,0,0,6570
standard,67,,1,21.42,red,,21,2,7,18,8,13,10,5,11,,,,2,-164,7200,3,2,21.37,10.5,0,0,0,5472
standard,68,,1,20.73,red,,21,3,7,19,2,19,10,4,12,,,,2,-309,7200,4,2,20.64,13,0,0,0,5138
standard,69,,1,22.42,red,,20,0,5,12,6,14,10,5,11,,,,2,-1139,7200,3,2,22.37,12,0,0,0,5382
standard,70,,1,23.91,blue,,29,1,3,15,11,18,6,9,9,,,,2,7200,-1472,3,2,23.87,11.5,0,0,0,5755
standard,71,,1,21.04,red,,24,2,9,20,6,18,11,6,15,19.44,,,2,-3593,7200,3,2,20.91,12,0,0,0,5207
standard,72,,1,21.65,red,,17,0,1,11,7,10,10,5,12,,,,2,-501,7200,3,2,21.6,11,0,0,0,5280
standard,73,,1,22.42,red,,33,1,7,24,10,23,10,6,12,,,,2,-1139,7200,4,2,22.37,11,0,0,0,5219
standard,74,,1,20.93,red,,17,2,7,15,4,13,11,5,11,20.66,,,2,-258,7200,3,2,20.87,11,0,0,0,5319
standard,75,,1,20.93,red,,24,1,5,21,7,17,9,4,11,,,,2,-258,7200,3,2,20.87,12,0,0,0,5046
standard,76,,1,30.23,red,,53,0,2,10,27,26,11,8,8,26.26,,,2,-171,7200,5,3,30.19,10.5,0,0,0,7034
standard,77,,1,21.43,red,,24,5,7,18,8,16,9,7,14,,,,2,-176,7200,3,2,21.38,12,0,0,0,4988
standard,78,,1,23.41,red,,23,1,4,11,7,16,10,5,7,,,,2,-813,7200,3,2,23.37,10.5,0,0,0,5557
standard,79,,1,21.86,red,,27,2,9,18,4,23,9,6,12,,,,2,-1110,7200,4,3,21.83,12.5,0,0,0,5096
standard,80,,1,21.88,red,,23,3,10,16,2,21,10,6,8,,,,2,-373,7200,3,2,21.83,11,0,0,0,5268
standard,81,,1,22.68,red,,32,5,12,24,10,22,10,6,13,,,,2,-4,7200,3,3,22.63,12,0,0,0,5277
standard,82,,1,21.35,red,,19,2,5,14,8,11,9,6,11,,,,2,-3,7200,3,2,21.21,10.5,0,0,0,5166
standard,83,,1,21.71,red,,23,2,8,19,4,19,9,4,11,,,,2,-115,7200,3,2,21.64,12.5,0,0,0,5125
standard,84,,1,18.44,red,,12,2,6,,0,12,9,5,,,,,2,-344,7200,3,2,18.34,0,0,0,0,4403
standard,85,,1,22.62,red,,27,2,9,18,5,22,9,3,10,,,,2,-2318,7200,4,3,22.59,12,0,0,0,5195
standard,86,,1,23.32,blue,,23,0,2,11,16,7,5,9,11,,,,2,7200,-51,3,2,23.22,10.5,0,0,0,5352
standard,87,,1,21.38,red,,17,2,3,14,11,6,9,7,10,,,,2,-38,7200,3,2,21.23,10,0,0,0,5217
standard,88,,1,27.34,red,,55,3,10,20,20,35,10,7,10,,,,2,-261,7200,4,3,27.28,11,0,0,0,6019
standard,89,,1,22.72,red,,27,0,1,15,9,18,11,6,11,22.32,,,2,-479,7200,3,2,22.66,10,0,0,0,5207
standard,90,,1,21.48,red,,23,2,6,20,3,20,11,5,8,20.27,,,2,-1569,7200,3,2,21.41,11,0,0,0,5151
standard,91,,1,24.91,red,,41,2,5,17,11,30,10,7,11,,,,2,-547,7200,4,3,24.88,11,0,0,0,5522
standard,92,,1,21.43,red,,18,0,2,13,4,14,10,7,14,,,,2,-1039,7200,3,2,21.38,12,0,0,0,5019
standard,93,,1,21.63,red,,26,2,8,18,2,24,11,4,11,21.43,,,2,-3608,7200,4,3,21.43,11,0,0,0,4990
standard,94,,1,21.88,red,,15,0,3,12,3,12,9,5,11,,,,2,-373,7200,3,2,21.83,11,0,0,0,4830
standard,95,,1,22.99,red,,24,2,4,9,6,18,11,4,10,21.44,,,2,-247,7200,3,2,22.91,10.5,0,0,0,5071
standard,96,,1,25.12,red,,38,1,5,15,11,27,9,7,11,,,,2,-780,7200,5,3,25.08,11,0,0,0,5670
standard,97,,1,24.83,red,,39,2,6,17,13,26,10,5,9,,,,2,-434,7200,3,2,24.75,11,0,0,0,5562
standard,98,,1,27.44,red,,50,5,7,20,21,29,11,7,12,25.13,,,2,-356,7200,5,3,27.4,11.5,0,0,0,5881
standard,99,,1,25.63,red,,37,1,5,16,8,29,11,7,10,23.93,,,2,-2218,7200,5,3,25.59,11.5,0,0,0,5805
standard,100,,1,23.64,red,,31,3,8,18,5,26,11,7,10,21.26,,,2,-1238,7200,3,3,23.59,11.5,0,0,0,5247
standard,101,,1,43.85,red,,146,4,8,13,72,74,11,9,7,21.97,25.08,18.77,2,-11548,7200,6,5,43.84,10,0,0,0,9450
standard,102,,1,25.21,red,,40,2,9,22,18,22,11,7,9,22.62,,,2,-877,7200,3,2,25.17,11,0,0,0,5756
standard,103,,1,20.93,red,,15,0,4,14,6,9,10,2,9,,,,2,-258,7200,3,2,20.88,10.5,0,0,0,5311
standard,104,,1,28.34,blue,,40,2,5,11,18,22,7,11,12,,25.54,,2,7200,-1212,5,3,28.32,10.5,0,0,0,6745
standard,105,,1,20.66,red,,14,0,1,11,3,11,9,4,11,,,,2,-226,7200,3,2,20.6,10.5,0,0,0,4902
standard,106,,1,20.85,red,,11,0,4,10,3,8,11,6,14,19.29,,,2,-152,7200,3,2,20.8,10.5,0,0,0,5054
standard,107,,1,22.42,red,,21,1,5,15,12,9,11,7,12,21.9,,,2,-1139,7200,3,2,22.37,11,0,0,0,5370
standard,108,,1,19.94,red,,11,2,5,,1,10,9,3,,,,,2,-89,7200,4,2,19.88,0,0,0,0,4934
standard,109,,1,21.88,red,,18,1,6,13,7,11,9,8,11,,,,2,-373,7200,4,3,21.83,11,0,0,0,5081
standard,110,,1,24.93,red,,32,0,5,15,9,23,9,7,10,,,,2,-568,7200,3,3,24.89,11,0,0,0,5301
standard,111,,1,21.43,red,,18,1,7,14,3,15,11,3,10,20.23,,,2,-1039,7200,3,2,21.37,11.5,0,0,0,5090
standard,112,,1,21.43,blue,,22,2,6,19,10,12,6,10,9,,,,2,7200,-1039,4,2,21.37,11.5,0,0,0,4952
standard,113,,1,22.9,blue,,24,1,5,14,13,11,7,10,10,,,,2,7200,-735,3,2,22.86,10.5,0,0,0,5302
standard,114,,1,31.34,red,,66,5,11,15,14,52,11,9,11,26.58,25.82,4.77,2,-60,7200,5,4,31.33,10.5,0,0,0,6895
standard,115,,1,20.16,red,,15,0,5,15,2,13,11,3,11,20.02,,,2,-455,7200,3,2,20.09,11.5,0,0,0,4451
standard,116,,1,22.4,red,,26,2,4,19,11,15,11,6,11,22.4,,,2,-80,7200,3,2,22.4,12,0,0,0,5303
standard,117,,1,25.21,blue,,41,0,3,17,18,23,8,11,10,,24.08,,2,7200,-877,3,2,25.17,11,0,0,0,5703
standard,118,,1,22.9,red,,24,1,8,18,4,20,11,4,8,21.08,,,2,-291,7200,3,3,22.88,12,0,0,0,5276
standard,119,,1,23.13,red,,25,0,6,16,11,14,9,7,10,,,,2,-462,7200,3,2,23.09,11,0,0,0,5637
standard,120,,1,21.53,blue,,22,4,9,17,10,12,6,10,11,,,,2,7200,-258,3,2,21.52,11.5,0,0,0,5145
standard,121,,1,24.87,blue,,29,1,6,15,16,13,8,10,9,,,,2,7200,-1270,4,3,24.84,11.5,0,0,0,5776
standard,122,,1,21.36,red,,20,1,4,12,7,13,10,6,11,,,,2,-14,7200,3,2,21.22,11.5,0,0,0,5002
standard,123,,1,23.74,blue,,30,1,4,19,9,21,7,11,11,,23.02,,2,7200,-562,4,3,23.64,12,0,0,0,5445
standard,124,,1,25.88,red,,40,1,5,18,6,34,11,7,9,23.88,,,2,-1666,7200,5,3,25.85,13,0,0,0,5885
standard,125,,1,21.06,red,,24,4,11,21,6,18,11,4,12,21.04,,,2,-1694,7200,3,3,21.04,12.5,0,0,0,4786
standard,126,,1,22.97,red,,30,0,6,17,18,12,9,6,12,,,,2,-808,7200,4,2,22.9,11.5,0,0,0,5281
standard,127,,1,23.67,red,,27,1,4,15,6,21,10,8,14,,,,2,-1288,7200,4,3,23.64,11,0,0,0,5542
standard,128,,1,21.43,red,,24,1,7,19,10,14,10,5,13,,,,2,-1039,7200,3,2,21.37,11.5,0,0,0,5249
standard,129,,1,23.13,red,,28,1,9,16,1,27,11,6,10,22.11,,,2,-1039,7200,4,3,23.08,11.5,0,0,0,5325
standard,130,,1,24.17,blue,,36,1,4,18,8,28,7,9,11,,,,2,7200,-1121,3,3,24.17,10.5,0,0,0,5453
standard,131,,1,20.43,blue,,21,2,5,18,5,16,3,8,9,,,,2,7200,-581,3,2,20.37,11,0,0,0,4809
standard,132,,1,21.93,red,,18,0,2,14,4,14,11,4,9,21.7,,,2,-432,7200,3,2,21.88,10.5,0,0,0,5164
standard,133,,1,21.43,blue,,24,1,7,16,7,17,7,9,13,,,,2,7200,-1052,3,2,21.38,11,0,0,0,5009
standard,134,,1,23.38,blue,,28,2,8,18,13,15,8,11,12,,23.13,,2,7200,-912,3,3,23.36,10,0,0,0,5070
standard,135,,1,18.52,red,,10,0,1,,5,5,9,2,,,,,2,-256,7200,2,2,18.38,0,0,0,0,4464
standard,136,,1,20.53,blue,,17,2,6,12,10,7,7,8,13,,,,2,7200,-312,3,2,20.4,10.5,0,0,0,4737
standard,137,,1,20.08,red,,17,1,6,17,1,16,10,4,14,,,,2,-212,7200,3,2,19.91,11,0,0,0,4514
standard,138,,1,20.93,red,,26,7,14,21,5,21,10,5,13,,,,2,-179,7200,3,2,20.77,12,0,0,0,4612
standard,139,,1,21.72,red,,16,1,4,11,2,14,11,6,13,20.46,,,2,-127,7200,3,2,21.65,11,0,0,0,5000
standard,140,,1,22.22,blue,,25,0,6,17,13,12,7,10,12,,,,2,7200,-833,3,2,22.15,11,0,0,0,5018
standard,141,,1,19.94,blue,,16,1,5,,6,10,5,9,,,,,2,7200,-717,3,2,19.87,0,0,0,0,4562
standard,142,,1,21.39,red,,18,1,3,14,0,18,10,5,9,,,,2,-398,7200,4,3,21.36,10.5,0,0,0,4826
standard,143,,1,19.86,red,,19,0,6,,3,16,11,3,,18.37,,,2,-2407,7200,2,2,19.82,0,0,0,0,4792
standard,144,,1,23.88,blue,,26,0,1,12,13,13,4,10,8,,,,2,7200,-1428,3,2,23.83,10,0,0,0,5744
standard,145,,1,21.46,red,,25,2,8,20,7,18,10,6,14,,,,2,-640,7200,3,2,21.38,11.5,0,0,0,5006
standard,146,,1,23.63,red,,29,0,2,15,10,19,10,5,10,,,,2,-1745,7200,3,2,23.59,11,0,0,0,5346
standard,147,,1,24.71,blue,,32,0,7,17,16,16,9,9,10,,,,4,-320,-320,5,2,24.67,10.5,0,0,0,5677
standard,148,,1,21.43,blue,,19,1,4,15,11,8,5,8,10,,,,2,7200,-1039,3,2,21.37,9.5,0,0,0,5256
standard,149,,1,20.43,red,,17,2,5,14,7,10,10,4,12,,,,2,-581,7200,3,2,20.37,11.5,0,0,0,4938
standard,150,,1,20.43,red,,18,5,10,17,0,18,9,4,11,,,,2,-581,7200,3,2,20.37,12.5,0,0,0,4709
standard,151,,1,29.93,red,,65,2,5,14,28,37,11,8,10,27.45,,,2,-1374,7200,4,3,29.9,11.5,0,0,0,6818
standard,152,,1,21.53,red,,25,2,6,21,8,17,9,6,11,,,,2,-258,7200,3,2,21.41,12,0,0,0,5145
standard,153,,1,21.71,red,,18,0,2,12,5,13,10,5,13,,,,2,-115,7200,3,2,21.64,11,0,0,0,5310
standard,154,,1,20.93,red,,25,2,8,23,0,25,9,5,12,,,,2,-258,7200,4,2,20.87,13,0,0,0,4898
standard,155,,1,26.63,red,,39,2,5,15,17,22,8,6,8,,,,2,-2566,7200,4,3,26.59,10.5,0,0,0,6222
standard,156,,1,24.78,red,,29,0,0,9,6,23,9,5,7,,,,2,-1152,7200,4,3,24.73,10.5,0,0,0,5638
standard,157,,1,22.42,red,,22,0,8,16,7,15,9,7,9,,,,2,-1139,7200,3,2,22.37,10.5,0,0,0,5604
standard,158,,1,22.63,red,,19,2,3,10,6,13,9,8,10,,,,2,-382,7200,3,2,22.59,11,0,0,0,5186
standard,159,,1,25.06,blue,,43,2,10,23,19,24,5,9,10,,,,2,7200,-1515,3,3,25.04,11,0,0,0,5735
standard,160,,1,33.86,red,,77,2,4,13,38,39,11,8,8,31.23,,,2,-3189,7200,5,4,33.84,11,0,0,0,7551
standard,161,,1,22.35,red,,13,2,3,7,2,11,9,7,10,,,,2,-1884,7200,3,3,22.33,11,0,0,0,5479
standard,162,,1,21.39,red,,13,0,2,7,4,9,10,4,12,,,,2,-986,7200,3,2,21.33,10.5,0,0,0,5019
standard,163,,1,19.61,red,,14,1,5,,4,10,11,6,,18.98,,,2,-5,7200,3,2,19.42,0,0,0,0,4979
standard,164,,1,23.23,red,,27,1,7,17,9,18,8,6,10,,,,2,-1162,7200,3,2,23.17,11.5,0,0,0,5601
standard,165,,1,21.64,red,,20,4,6,15,5,15,9,5,12,,,,2,-489,7200,3,2,21.59,11,0,0,0,5184
standard,166,,1,23.13,blue,,19,0,2,10,13,6,8,10,12,,,,4,1473,-588,3,3,23.11,10.5,0,0,0,5498
standard,167,,1,22.42,red,,16,2,3,11,6,10,11,8,13,21.13,,,2,-1139,7200,3,2,22.37,11,0,0,0,5359
standard,168,,1,23.2,red,,21,1,3,10,4,17,11,3,8,21.91,,,2,-1128,7200,4,2,23.14,10,0,0,0,5698
standard,169,,1,23.82,red,,28,1,2,13,14,14,10,6,11,,,,2,-4,7200,3,2,23.73,11.5,0,0,0,5843
standard,170,,1,23.21,blue,,21,1,5,12,9,12,5,10,10,,,,2,7200,-1139,3,3,23.15,11,0,0,0,5728
standard,171,,1,22.38,blue,,18,1,5,11,12,6,6,10,13,,,,2,7200,-9,3,2,22.27,10.5,0,0,0,5449
standard,172,,1,24.13,red,,23,0,3,9,8,15,10,7,12,,,,2,-1777,7200,4,3,24.09,11.5,0,0,0,5988
standard,173,,1,20.93,red,,16,0,3,13,6,10,10,4,12,,,,2,-258,7200,3,2,20.87,11.5,0,0,0,5357
standard,174,,1,23.13,red,,31,2,8,20,6,25,11,6,12,22.62,,,2,-1050,7200,4,3,23.09,12.5,0,0,0,5535
standard,175,,1,22.42,blue,,26,0,4,18,18,8,4,10,10,,,,2,7200,-1139,3,2,22.37,11,0,0,0,5456
standard,176,,1,19.63,blue,,18,2,8,,12,6,4,8,,,,,2,7200,-598,2,2,19.59,0,0,0,0,5065
standard,177,,1,21.46,red,,29,3,8,26,5,24,9,4,11,,,,2,-640,7200,3,2,21.38,13,0,0,0,5431
standard,178,,1,20.92,blue,,14,0,3,11,6,8,8,9,13,,,,2,7200,-245,3,2,20.86,11.5,0,0,0,5071
standard,179,,1,23.14,red,,25,2,5,16,3,22,9,6,11,,,,2,-598,7200,3,3,23.12,11.5,0,0,0,5488
standard,180,,1,27.74,red,,48,0,4,14,20,28,11,7,9,27.24,,,2,-628,7200,5,3,27.68,11,0,0,0,6604
standard,181,,1,27.11,red,,52,3,6,18,13,39,11,9,10,23.54,27.02,0.09,2,-1104,7200,5,3,27.08,11,0,0,0,6291
standard,182,,1,19.93,red,,17,2,10,,2,15,11,3,,19.6,,,2,-74,7200,4,2,19.86,0,0,0,0,4854
standard,183,,1,22.73,blue,,23,2,3,15,12,11,5,9,12,,,,2,7200,-490,3,3,22.67,10,0,0,0,5785
standard,184,,1,27.84,blue,,50,2,5,15,30,20,7,11,9,,26.02,,2,7200,-738,5,3,27.82,10.5,0,0,0,6688
standard,185,,1,21.24,red,,17,1,3,15,2,15,10,6,13,,,,2,-314,7200,4,2,21.17,11.5,0,0,0,5331
standard,186,,1,21.39,red,,22,2,4,16,6,16,9,6,11,,,,2,-986,7200,3,3,21.33,11,0,0,0,5175
standard,187,,1,26.33,red,,40,1,5,15,9,31,11,8,15,23.34,,,2,-3149,7200,5,3,26.3,11,0,0,0,6273
standard,188,,1,26.24,blue,,29,2,4,8,13,16,8,10,9,,,,2,7200,-219,4,3,26.2,10,0,0,0,6550
standard,189,,1,22.64,red,,18,0,6,12,2,16,11,6,11,21.46,,,2,-393,7200,3,2,22.6,11,0,0,0,5311
standard,190,,1,20.93,red,,18,0,4,13,2,16,11,5,13,20.8,,,2,-649,7200,3,2,20.87,11,0,0,0,5148
standard,191,,1,23.01,red,,23,1,5,15,8,15,11,7,9,21.93,,,2,-261,7200,3,2,22.91,10.5,0,0,0,5547
standard,192,,1,20.26,red,,14,1,5,12,1,13,10,2,10,,,,2,-264,7200,4,2,20.17,11,0,0,0,5132
standard,193,,1,21.38,red,,22,0,5,17,7,15,10,3,11,,,,2,-538,7200,3,2,21.33,11.5,0,0,0,5154
standard,194,,1,21.7,blue,,28,3,6,23,17,11,5,10,11,,,,2,7200,-104,3,2,21.63,11,0,0,0,5090
standard,195,,1,28.83,red,,57,0,2,12,29,28,10,7,10,,,,2,-2952,7200,4,3,28.8,10.5,0,0,0,5798
standard,196,,1,19.18,blue,,8,1,3,,3,5,2,8,,,,,2,7200,-701,2,1,19.1,0,0,0,0,4572
standard,197,,1,21.53,blue,,16,1,4,12,7,9,6,9,9,,,,2,7200,-258,3,2,21.41,10,0,0,0,4995
standard,198,,1,23.14,red,,27,2,5,17,7,20,8,7,7,,,,2,-1061,7200,3,2,23.1,11.5,0,0,0,4882
standard,199,,1,21.64,red,,18,1,3,12,7,11,11,6,13,21.64,,,2,-489,7200,3,2,21.64,11,0,0,0,4010
standard,200,,1,23.37,blue,,21,1,3,12,10,11,7,9,10,,,,2,7200,-1373,3,2,23.33,11.5,0,0,0,4142
