config,seed,strategySide,over,duration_min,winner,strategyWon,kills,kills10,kills15,kills20,bK,rK,towers_blue_down,towers_red_down,towers20,blue_lane_cleared_min,red_lane_cleared_min,stall_min,guards_down_end,blue_nexus_hp_end,red_nexus_hp_end,dragons,barons,lastTowerFall_min,team_t3_20,rejected,violations,conservationFails,wallMs
off,21,,1,24.56,red,,16,2,3,10,5,11,9,3,7,,,,2,-4145,7200,3,3,24.53,,0,0,0,9043
off,22,,1,32.91,red,,28,2,7,12,15,13,9,9,11,,,,3,-2352,7200,5,4,32.89,,0,0,0,11329
off,23,,1,24.38,red,,17,1,3,8,3,14,9,4,10,,,,2,-733,7200,4,3,23.93,,0,0,0,8308
off,24,,1,23.63,blue,,24,3,9,16,14,10,4,8,8,,,,2,7200,-1745,3,3,23.59,,0,0,0,7921
off,25,,1,29.34,red,,30,4,5,11,8,22,9,5,8,,,,2,-2201,7200,6,4,29.32,,0,0,0,9795
off,26,,1,26.45,blue,,18,2,8,11,11,7,4,10,9,,,,2,7200,-431,4,3,26.41,,0,0,0,8829
off,27,,1,25.9,red,,29,4,11,21,9,20,9,5,7,,,,2,-1686,7200,4,3,25.87,,0,0,0,8502
off,28,,1,30.83,red,,46,5,10,17,12,34,10,4,6,,,,2,-3154,7200,5,4,30.82,,0,0,0,10508
off,29,,1,25.29,red,,19,2,6,14,3,16,9,4,6,,,,2,-137,7200,3,2,25.22,,0,0,0,9246
off,30,,1,31.58,blue,,50,5,14,22,24,26,5,9,6,,,,2,7200,-231,5,4,31.58,,0,0,0,12049
off,31,,1,30.4,blue,,32,3,6,14,9,23,4,9,8,,,,2,7200,-1805,5,4,30.38,,0,0,0,12012
off,32,,1,23.82,red,,15,2,4,6,3,12,8,5,8,,,,2,-4,7200,3,2,23.73,,0,0,0,10001
off,33,,1,22.37,red,,15,0,3,9,4,11,10,2,6,,,,2,-1073,7200,3,2,22.33,,0,0,0,9427
off,34,,1,38.61,blue,,56,1,2,6,32,24,5,9,9,,,,2,7200,-7897,7,5,38.59,,0,0,0,14530
off,35,,1,24.63,red,,16,3,4,10,6,10,7,6,8,,,,2,-2618,7200,3,3,24.6,,0,0,0,11005
off,36,,1,24.89,blue,,21,5,9,12,10,11,5,9,8,,,,2,7200,-1301,4,3,24.86,,0,0,0,9887
off,37,,1,40.33,red,,61,3,6,10,12,49,10,8,10,,,,2,-6417,7200,7,5,40.33,,0,0,0,13826
off,38,,1,25.62,red,,25,3,8,12,12,13,8,6,5,,,,2,-1353,7200,3,2,25.58,,0,0,0,9396
off,39,,1,35.92,red,,50,3,7,13,24,26,9,5,7,,,,2,-2658,7200,5,4,35.9,,0,0,0,12209
off,40,,1,24.15,red,,17,3,5,9,9,8,8,4,10,,,,2,-1100,7200,3,3,24.1,,0,0,0,9418
off,41,,1,25.9,red,,26,5,9,18,6,20,9,3,8,,,,2,-1686,7200,4,3,25.87,,0,0,0,9408
off,42,,1,27.12,blue,,24,3,4,9,16,8,4,9,9,,,,2,7200,-74,4,3,27.09,,0,0,0,9646
off,43,,1,24.9,red,,11,1,4,7,3,8,10,5,9,,,,2,-538,7200,4,3,24.87,,0,0,0,9496
off,44,,1,24.34,red,,25,6,8,18,11,14,9,5,10,,,,2,-3786,7200,3,3,24.32,,0,0,0,9091
off,45,,1,23.63,red,,22,5,11,17,3,19,9,5,10,,,,2,-2634,7200,4,3,23.59,,0,0,0,9238
off,46,,1,27.17,blue,,25,5,7,15,12,13,8,9,5,,,,3,7200,-1159,4,3,27.13,,0,0,0,10689
off,47,,1,23.69,red,,17,3,6,12,5,12,9,4,7,,,,2,-501,7200,4,3,23.59,,0,0,0,9881
off,48,,1,27.62,red,,27,2,4,11,8,19,9,5,7,,,,2,-529,7200,5,3,27.59,,0,0,0,10401
off,49,,1,25.12,blue,,16,3,7,10,6,10,6,7,7,,,,2,7200,-1577,3,2,25.08,,0,0,0,10477
off,50,,1,27.38,red,,28,2,9,13,5,23,10,4,4,,,,2,-307,7200,4,3,27.35,,0,0,0,11112
off,51,,1,25.12,red,,27,5,13,18,6,21,9,4,5,,,,2,-780,7200,5,3,25.08,,0,0,0,10448
off,52,,1,24.08,red,,21,3,8,14,5,16,8,4,5,,,,2,-3366,7200,4,3,24.06,,0,0,0,10152
off,53,,1,30.35,red,,37,4,10,19,12,25,9,5,6,,,,2,-270,7200,4,4,30.33,,0,0,0,10411
off,54,,1,23.62,red,,19,3,7,15,9,10,7,6,10,,,,2,-2626,7200,3,3,23.59,,0,0,0,8653
off,55,,1,33.84,blue,,34,1,5,8,14,20,7,10,10,,,,2,7200,-3175,6,4,33.83,,0,0,0,12485
off,56,,1,22.7,red,,12,2,7,8,2,10,9,4,11,,,,2,-457,7200,3,2,22.64,,0,0,0,8417
off,57,,1,24.9,red,,26,4,9,15,9,17,10,4,7,,,,2,-538,7200,5,3,24.87,,0,0,0,8852
off,58,,1,29.37,red,,33,5,8,16,8,25,10,5,9,,,,2,-2040,7200,5,4,28.91,,0,0,0,10174
off,59,,1,23.08,red,,25,4,9,19,7,18,9,3,6,,,,2,-524,7200,3,3,23.06,,0,0,0,9005
off,60,,1,22.83,red,,20,5,11,17,7,13,9,3,7,,,,2,-33,7200,3,2,22.72,,0,0,0,8841
off,61,,1,22.14,red,,25,6,13,18,4,21,9,3,11,,,,2,-1233,7200,5,2,22.08,,0,0,0,7574
off,62,,1,25.83,red,,20,3,10,12,3,17,9,6,5,,,,2,-693,7200,3,2,25.75,,0,0,0,8973
off,63,,1,24.41,red,,17,2,3,11,1,16,9,6,10,,,,2,-2156,7200,5,3,24.37,,0,0,0,9155
off,64,,1,25.96,red,,22,2,8,13,7,15,9,5,9,,,,2,-844,7200,4,3,25.91,,0,0,0,8916
off,65,,1,30.38,red,,29,2,7,16,2,27,9,5,8,,,,2,-3289,7200,5,4,30.36,,0,0,0,10049
off,66,,1,24.41,blue,,14,3,6,12,8,6,5,9,9,,,,2,7200,-2156,4,3,24.37,,0,0,0,9321
off,67,,1,27.11,red,,26,3,8,14,13,13,9,6,11,,,,2,-66,7200,5,3,27.08,,0,0,0,9603
off,68,,1,23.7,red,,20,1,5,13,9,11,9,3,7,,,,2,-542,7200,4,2,23.65,,0,0,0,8145
off,69,,1,23.72,red,,15,1,5,9,0,15,10,3,6,,,,2,-562,7200,4,2,23.67,,0,0,0,8040
off,70,,1,27.58,red,,28,3,11,18,6,22,9,7,8,,,,2,-2471,7200,5,4,27.56,,0,0,0,8725
off,71,,1,22.58,blue,,12,3,5,11,3,9,6,9,13,,,,2,7200,-1080,4,3,22.56,,0,0,0,8069
off,72,,1,26.64,blue,,18,1,8,12,6,12,6,8,7,,,,2,7200,-633,4,3,26.62,,0,0,0,8560
off,73,,1,22.21,blue,,14,1,6,13,7,7,4,9,11,,,,2,7200,-265,4,2,21.91,,0,0,0,7267
off,74,,1,23.23,red,,23,7,11,18,5,18,8,5,8,,,,2,-1162,7200,3,2,23.17,,0,0,0,7842
off,75,,1,21.64,red,,17,1,5,13,7,10,8,4,10,,,,2,-38,7200,4,2,21.59,,0,0,0,7743
off,76,,1,23.63,blue,,13,1,6,10,6,7,7,8,9,,,,2,7200,-1745,3,2,23.59,,0,0,0,7905
off,77,,1,23.58,red,,19,2,4,14,2,17,10,3,5,,,,2,-2574,7200,3,3,23.56,,0,0,0,7742
off,78,,1,30.11,red,,39,4,8,17,19,20,8,7,9,,,,2,-86,7200,4,3,30.09,,0,0,0,8657
off,79,,1,25.65,red,,27,4,8,18,7,20,10,4,10,,,,2,-1385,7200,5,3,25.61,,0,0,0,7504
off,80,,1,24.83,red,,18,2,4,11,7,11,10,2,6,,,,2,-1231,7200,3,2,24.8,,0,0,0,7703
off,81,,1,32.33,red,,44,4,9,19,12,32,10,8,6,,,,3,-49,7200,5,4,32.32,,0,0,0,10117
off,82,,1,29.43,red,,25,1,4,6,8,17,10,7,11,,,,3,-931,7200,5,4,29.4,,0,0,0,8842
off,83,,1,24.9,red,,26,4,8,14,9,17,9,4,9,,,,2,-538,7200,4,3,24.87,,0,0,0,8400
off,84,,1,25.96,red,,22,4,7,13,4,18,10,4,9,,,,2,-844,7200,4,3,25.91,,0,0,0,8152
off,85,,1,22.38,red,,10,0,0,6,2,8,9,4,11,,,,2,-507,7200,3,2,22.25,,0,0,0,7603
off,86,,1,26.12,blue,,23,3,6,11,10,13,6,8,3,,,,2,7200,-119,3,2,26.09,,0,0,0,9312
off,87,,1,29.88,red,,33,2,11,15,13,20,9,6,7,,,,2,-5325,7200,5,4,29.87,,0,0,0,10241
off,88,,1,27.11,red,,28,3,5,11,10,18,9,6,8,,,,2,-66,7200,4,3,27.08,,0,0,0,9145
off,89,,1,24.55,red,,26,2,8,17,5,21,9,4,6,,,,2,-894,7200,3,3,24.53,,0,0,0,8219
off,90,,1,25.9,red,,23,3,5,12,3,20,10,4,7,,,,2,-1686,7200,4,3,25.87,,0,0,0,9279
off,91,,1,22.23,red,,20,4,6,12,5,15,9,4,11,,,,2,-857,7200,4,2,22.17,,0,0,0,8023
off,92,,1,24.27,blue,,21,3,6,16,9,12,8,9,8,,,,2,7200,-519,5,3,24.18,,0,0,0,8483
off,93,,1,24.69,red,,19,1,2,9,8,11,8,6,6,,,,2,-302,7200,3,2,24.65,,0,0,0,8446
off,94,,1,28.35,red,,28,1,6,13,7,21,10,4,5,,,,2,-1220,7200,4,3,28.33,,0,0,0,8197
off,95,,1,26.9,red,,22,3,6,11,7,15,11,4,8,26.43,,,2,-2911,7200,4,3,26.87,,0,0,0,7612
off,96,,1,34.11,blue,,44,2,5,10,20,24,6,9,11,,,,2,7200,-3416,5,4,34.09,,0,0,0,9026
off,97,,1,31.82,red,,39,6,10,17,14,25,9,6,8,,,,2,-399,7200,5,4,31.81,,0,0,0,9176
off,98,,1,23.41,red,,19,3,8,12,3,16,10,3,9,,,,2,-813,7200,4,3,23.37,,0,0,0,6728
off,99,,1,25.36,blue,,20,4,7,12,5,15,7,7,8,,,,2,7200,-206,4,3,25.28,,0,0,0,7565
off,100,,1,31.15,blue,,25,1,7,10,14,11,5,8,8,,,,2,7200,-7044,4,4,31.13,,0,0,0,9338
off,101,,1,31.09,red,,34,1,5,12,18,16,10,5,9,,,,2,-6962,7200,5,4,31.08,,0,0,0,9517
off,102,,1,24.62,red,,20,6,11,15,8,12,9,6,10,,,,2,-968,7200,3,3,24.58,,0,0,0,7723
off,103,,1,24.15,red,,19,2,4,12,12,7,9,5,7,,,,2,-419,7200,5,2,24.12,,0,0,0,7468
off,104,,1,22.7,red,,16,2,3,11,5,11,9,4,9,,,,2,-457,7200,3,2,22.64,,0,0,0,7267
off,105,,1,25.08,blue,,20,4,8,10,11,9,5,9,8,,,,2,7200,-3275,4,3,25.05,,0,0,0,7775
off,106,,1,22.63,red,,15,4,9,12,5,10,7,6,11,,,,2,-371,7200,3,2,22.58,,0,0,0,7270
off,107,,1,28.34,red,,32,5,7,12,14,18,10,8,7,,,,3,-1212,7200,5,4,28.32,,0,0,0,8813
off,108,,1,25.05,red,,19,3,8,13,8,11,9,6,8,,,,2,-1501,7200,3,3,25.03,,0,0,0,7641
off,109,,1,27.11,red,,20,3,7,12,10,10,9,6,7,,,,2,-1104,7200,5,3,27.08,,0,0,0,8717
off,110,,1,30.93,red,,40,3,10,15,10,30,9,4,9,,,,2,-2294,7200,5,4,30.9,,0,0,0,9115
off,111,,1,24.32,red,,19,2,7,13,14,5,8,5,7,,,,2,-578,7200,3,2,24.23,,0,0,0,7382
off,112,,1,28.18,red,,32,3,4,13,13,19,9,6,9,,,,2,-2235,7200,5,3,28.15,,0,0,0,8522
off,113,,1,23.63,red,,18,2,6,12,2,16,10,5,9,,,,2,-1733,7200,3,3,23.58,,0,0,0,7391
off,114,,1,25.05,red,,25,3,9,14,5,20,9,5,5,,,,2,-4980,7200,3,3,25.03,,0,0,0,7995
off,115,,1,25.13,red,,22,2,6,11,8,14,7,6,5,,,,2,-789,7200,3,2,25.09,,0,0,0,8496
off,116,,1,31.18,red,,32,1,7,12,21,11,10,7,6,,,,2,-2532,7200,4,3,31.15,,0,0,0,10908
off,117,,1,23.33,blue,,21,5,8,18,10,11,7,9,9,,,,2,7200,-71,4,2,23.23,,0,0,0,8986
off,118,,1,31.38,blue,,39,2,8,16,16,23,9,11,11,,29.88,,3,7200,-1078,4,3,31.36,,0,0,0,10801
off,119,,1,28.88,red,,28,0,2,9,6,22,9,6,10,,,,2,-1670,7200,5,4,28.43,,0,0,0,9997
off,120,,1,23.9,red,,21,3,9,14,5,16,10,5,9,,,,2,-131,7200,4,3,23.86,,0,0,0,9119
off,121,,1,29.91,red,,39,6,10,17,9,30,10,5,8,,,,2,-2220,7200,5,4,29.89,,0,0,0,10646
off,122,,1,24.47,red,,16,3,7,12,5,11,9,4,9,,,,2,-43,7200,4,3,24.41,,0,0,0,9149
off,123,,1,23.23,blue,,18,4,6,14,10,8,4,10,6,,,,2,7200,-1162,3,2,23.17,,0,0,0,9344
off,124,,1,27.89,blue,,31,2,8,17,21,10,4,10,8,,,,2,7200,-785,4,3,27.87,,0,0,0,10257
off,125,,1,26.17,blue,,17,1,8,12,13,4,4,9,10,,,,2,7200,-898,4,3,26.13,,0,0,0,10262
off,126,,1,26.9,red,,29,2,8,16,6,23,10,5,5,,,,2,-2911,7200,5,3,26.87,,0,0,0,9947
off,127,,1,24.9,red,,23,2,6,14,8,15,9,4,8,,,,2,-538,7200,4,3,24.87,,0,0,0,9534
off,128,,1,27.89,red,,33,2,5,11,10,23,10,3,9,,,,2,-785,7200,4,3,27.87,,0,0,0,10257
off,129,,1,26.63,red,,18,1,5,8,6,12,7,6,6,,,,2,-2566,7200,4,3,26.59,,0,0,0,10435
off,130,,1,27.89,blue,,28,4,7,15,17,11,5,9,8,,,,2,7200,-785,4,4,27.87,,0,0,0,10686
off,131,,1,23.41,red,,18,2,6,15,1,17,9,4,8,,,,2,-813,7200,4,3,23.37,,0,0,0,8860
off,132,,1,24.96,red,,27,4,8,16,9,18,11,2,5,24.23,,,2,-584,7200,4,3,24.9,,0,0,0,9037
off,133,,1,33.17,red,,37,3,7,11,15,22,9,6,9,,,,2,-621,7200,5,4,33.15,,0,0,0,12276
off,134,,1,23.79,red,,23,4,9,17,3,20,9,3,8,,,,2,-4,7200,4,3,23.75,,0,0,0,8619
off,135,,1,23.27,red,,15,0,4,8,4,11,9,4,9,,,,2,-586,7200,3,3,23.16,,0,0,0,8648
off,136,,1,21.86,red,,10,2,6,8,5,5,10,5,12,,,,2,-277,7200,3,2,21.73,,0,0,0,8632
off,137,,1,24.87,blue,,14,1,5,9,3,11,6,8,8,,,,2,7200,-471,4,2,24.78,,0,0,0,9294
off,138,,1,22.18,red,,16,3,7,11,4,12,8,1,7,,,,2,-1597,7200,3,3,22.14,,0,0,0,8624
off,139,,1,26.9,red,,20,4,6,13,8,12,9,5,7,,,,2,-2911,7200,5,3,26.87,,0,0,0,9748
off,140,,1,35.42,blue,,41,3,5,6,26,15,6,10,10,,,,2,7200,-2270,6,4,35.4,,0,0,0,12106
off,141,,1,23.69,red,,20,4,7,10,4,16,10,4,9,,,,2,-531,7200,4,2,23.64,,0,0,0,8631
off,142,,1,30.08,red,,25,1,6,10,10,15,9,5,6,,,,2,-5578,7200,4,4,30.06,,0,0,0,10976
off,143,,1,26.4,red,,22,3,6,12,6,16,10,6,8,,,,2,-2289,7200,5,3,26.37,,0,0,0,9812
off,144,,1,22.07,red,,23,4,10,18,5,18,9,3,8,,,,2,-355,7200,4,3,22.04,,0,0,0,8479
off,145,,1,23.23,blue,,14,4,6,11,11,3,4,9,7,,,,2,7200,-1162,3,2,23.17,,0,0,0,8540
off,146,,1,28.86,red,,35,3,9,16,12,23,9,5,11,,,,2,-2990,7200,5,4,28.83,,0,0,0,9852
off,147,,1,22.84,red,,15,3,6,10,9,6,9,5,12,,,,2,-53,7200,3,2,22.73,,0,0,0,8371
off,148,,1,27.62,red,,27,4,11,15,13,14,9,7,9,,,,2,-1633,7200,3,2,27.59,,0,0,0,9600
off,149,,1,23.69,red,,19,1,4,11,5,14,9,5,9,,,,2,-1305,7200,3,3,23.64,,0,0,0,8465
off,150,,1,27.28,blue,,29,4,10,16,11,18,5,9,7,,,,2,7200,-208,4,3,27.23,,0,0,0,9319
off,151,,1,40.85,blue,,72,2,6,13,32,40,5,10,10,,,,2,7200,-6896,7,5,40.83,,0,0,0,13399
off,152,,1,23.84,red,,18,4,8,14,3,15,9,5,9,,,,2,-32,7200,4,2,23.75,,0,0,0,8170
off,153,,1,25.12,red,,19,3,5,12,12,7,8,6,5,,,,2,-1577,7200,3,2,25.08,,0,0,0,8715
off,154,,1,32.64,blue,,29,3,6,9,12,17,5,9,9,,,,2,7200,-258,6,4,32.63,,0,0,0,11311
off,155,,1,25.08,red,,23,3,5,15,5,18,9,5,5,,,,2,-3288,7200,3,3,25.06,,0,0,0,8903
off,156,,1,35.11,red,,39,2,5,13,27,12,10,6,10,,,,2,-2035,7200,5,4,35.09,,0,0,0,10903
off,157,,1,25.21,red,,29,5,12,17,5,24,10,5,6,,,,2,-1684,7200,3,3,25.17,,0,0,0,8425
off,158,,1,26.11,red,,22,1,5,11,6,16,9,5,4,,,,2,-2858,7200,5,3,26.09,,0,0,0,8584
off,159,,1,25.35,red,,21,5,8,11,6,15,9,5,9,,,,2,-1045,7200,4,3,25.32,,0,0,0,8400
off,160,,1,29.78,red,,32,0,5,13,17,15,8,7,5,,,,2,-1235,7200,4,3,29.73,,0,0,0,9893
off,161,,1,24.13,blue,,19,4,8,12,2,17,7,8,10,,,,2,7200,-1777,4,3,24.11,,0,0,0,8123
off,162,,1,23.13,red,,10,2,2,7,2,8,8,4,10,,,,2,-1039,7200,4,2,23.08,,0,0,0,7708
off,163,,1,22.6,red,,15,4,7,12,4,11,9,5,11,,,,2,-2282,7200,4,3,22.57,,0,0,0,7489
off,164,,1,29.34,red,,34,4,9,17,10,24,10,5,9,,,,2,-4623,7200,5,4,29.33,,0,0,0,9284
off,165,,1,24.09,red,,15,3,6,11,3,12,10,5,7,,,,2,-1866,7200,4,3,24.07,,0,0,0,7778
off,166,,1,23.36,blue,,16,1,2,9,10,6,3,9,8,,,,2,7200,-2228,3,3,23.33,,0,0,0,7699
off,167,,1,23.88,red,,22,3,6,14,6,16,10,3,9,,,,2,-23,7200,4,3,23.53,,0,0,0,7510
off,168,,1,28.63,red,,25,2,7,11,4,21,9,6,9,,,,2,-252,7200,4,3,28.61,,0,0,0,8695
off,169,,1,27.67,red,,29,1,5,12,21,8,7,6,5,,,,2,-1680,7200,4,3,27.63,,0,0,0,8435
off,170,,1,28.36,red,,35,2,6,14,5,30,9,5,10,,,,2,-2432,7200,5,4,28.33,,0,0,0,8282
off,171,,1,28.33,red,,33,2,4,14,15,18,9,6,9,,,,2,-1179,7200,4,3,28.27,,0,0,0,8632
off,172,,1,31.34,red,,42,3,11,18,15,27,10,6,4,,,,2,-3687,7200,4,4,31.33,,0,0,0,9008
off,173,,1,26.67,blue,,27,1,4,14,10,17,5,9,6,,,,2,7200,-1438,4,3,26.63,,0,0,0,8242
off,174,,1,39.42,blue,,60,4,11,18,38,22,5,9,6,,,,2,7200,-5595,7,5,39.41,,0,0,0,11147
off,175,,1,27.89,red,,23,4,8,12,2,21,9,4,10,,,,2,-785,7200,4,3,27.87,,0,0,0,8508
off,176,,1,26.18,red,,23,1,5,11,8,15,9,5,7,,,,2,-1098,7200,5,3,26.14,,0,0,0,8016
off,177,,1,29.68,blue,,37,3,5,17,13,24,6,9,7,,,,2,7200,-1158,4,4,29.66,,0,0,0,8755
off,178,,1,32.61,red,,48,4,10,16,11,37,11,6,8,31.63,,,2,-2092,7200,7,4,32.58,,0,0,0,8853
off,179,,1,22.92,blue,,17,0,3,14,13,4,6,11,11,,22.78,,2,7200,-744,5,3,22.84,,0,0,0,6889
off,180,,1,25.87,red,,34,3,13,23,5,29,10,5,8,,,,2,-1646,7200,4,3,25.83,,0,0,0,7528
off,181,,1,25.14,red,,26,6,14,20,16,10,6,6,6,,,,2,-801,7200,4,3,25.1,,0,0,0,7560
off,182,,1,26.45,red,,24,2,8,14,11,13,10,5,10,,,,2,-431,7200,5,3,26.41,,0,0,0,7983
off,183,,1,28.25,red,,20,2,4,9,3,17,9,3,4,,,,2,-1107,7200,5,3,28.19,,0,0,0,7734
off,184,,1,25.61,red,,25,1,5,14,5,20,9,5,5,,,,2,-1336,7200,4,3,25.57,,0,0,0,7013
off,185,,1,25.12,red,,15,4,7,10,5,10,9,4,8,,,,2,-1577,7200,4,3,25.08,,0,0,0,7101
off,186,,1,23.69,red,,16,3,7,12,2,14,9,3,8,,,,2,-1321,7200,3,3,23.67,,0,0,0,6688
off,187,,1,29.34,red,,33,3,6,12,7,26,10,4,8,,,,2,-2201,7200,5,4,29.32,,0,0,0,7232
off,188,,1,23.86,red,,26,5,12,19,7,19,8,5,7,,,,2,-51,7200,3,2,23.77,,0,0,0,5616
off,189,,1,24.97,blue,,27,4,8,17,15,12,5,10,7,,,,2,7200,-590,5,3,24.91,,0,0,0,5802
off,190,,1,24.89,red,,23,1,7,13,5,18,10,4,9,,,,2,-528,7200,4,3,24.86,,0,0,0,5665
off,191,,1,26.9,blue,,35,3,9,14,17,18,6,9,7,,,,2,7200,-2911,5,3,26.87,,0,0,0,6095
off,192,,1,25.28,blue,,15,0,3,11,11,4,7,9,6,,,,2,7200,-1768,4,3,25.23,,0,0,0,5830
off,193,,1,22.21,red,,14,1,4,10,3,11,9,4,11,,,,2,-821,7200,3,3,22.14,,0,0,0,5146
off,194,,1,23.35,red,,15,1,2,8,5,10,9,5,12,,,,2,-91,7200,3,2,23.25,,0,0,0,5481
off,195,,1,39.69,red,,57,4,5,11,20,37,11,7,10,37.07,,,2,-7137,7200,6,6,39.67,,0,0,0,8661
off,196,,1,27.39,red,,22,4,5,10,11,11,9,5,9,,,,2,-322,7200,5,3,27.37,,0,0,0,6586
off,197,,1,25.19,blue,,23,5,8,13,12,11,4,10,6,,,,2,7200,-858,3,2,25.15,,0,0,0,6208
off,198,,1,22.72,red,,16,1,5,12,8,8,8,4,9,,,,2,-479,7200,4,2,22.66,,0,0,0,5702
off,199,,1,26.37,red,,27,3,8,14,8,19,9,4,8,,,,2,-2248,7200,4,3,26.33,,0,0,0,6375
off,200,,1,26.45,red,,25,2,5,15,9,16,11,5,4,26.05,,,2,-431,7200,4,3,26.41,,0,0,0,6644
standard,1,,1,25.28,red,,33,2,5,16,12,21,10,9,6,,25.23,,2,-129,7200,4,2,25.23,11,0,0,0,6912
standard,2,,1,22.96,red,,31,3,9,16,9,22,11,5,11,22.01,,,2,-227,7200,4,3,22.89,10.5,0,0,0,6282
standard,3,,1,24.18,blue,,26,4,6,14,18,8,8,8,10,,,,2,7200,-452,3,3,24.14,11.5,0,0,0,7386
standard,4,,1,25.87,blue,,30,0,2,12,19,11,6,10,10,,,,2,7200,-1646,4,3,25.83,11.5,0,0,0,7793
standard,5,,1,25.94,red,,40,1,4,14,12,28,11,7,6,24.64,,,2,-832,7200,5,3,24.87,11,0,0,0,7582
standard,6,,1,22.16,blue,,28,3,8,19,10,18,6,7,11,,,,2,7200,-764,3,2,22.11,12.5,0,0,0,6690
standard,7,,1,25.61,red,,44,3,7,17,11,33,10,7,9,,,,2,-1343,7200,4,3,25.58,12,0,0,0,7626
standard,8,,1,24.87,blue,,28,0,3,10,16,12,7,10,9,,,,2,7200,-2035,4,3,24.03,10.5,0,0,0,7843
standard,9,,1,22.57,red,,26,3,8,18,7,19,9,4,10,,,,2,-1057,7200,3,3,22.54,13,0,0,0,6593
standard,10,,1,22.38,red,,29,3,6,22,8,21,10,6,13,,,,2,-1924,7200,3,3,22.35,12.5,0,0,0,6649
standard,11,,1,24.33,red,,35,2,8,17,11,24,9,10,9,,24.25,,3,-642,7200,3,3,24.32,12,0,0,0,6963
standard,12,,1,24.73,red,,45,3,9,24,29,16,11,7,11,22.36,,,2,-325,7200,3,3,22.58,13,0,0,0,7183
standard,13,,1,20.85,red,,19,2,6,16,4,15,10,5,11,,,,2,-2173,7200,3,3,20.81,12,0,0,0,6273
standard,14,,1,23.68,red,,22,3,6,12,12,10,9,5,13,,,,2,-1162,7200,3,3,20.06,12,0,0,0,7092
standard,15,,1,21.71,blue,,23,3,7,19,10,13,5,8,11,,,,2,7200,-115,3,2,21.64,12,0,0,0,6127
standard,16,,1,23.33,red,,34,3,8,18,24,10,9,7,15,,,,2,-61,7200,4,2,23.23,12.5,0,0,0,6662
standard,17,,1,28.08,red,,38,0,3,6,14,24,9,7,10,,,,2,-5637,7200,4,4,28.07,11,0,0,0,7924
standard,18,,1,24.95,blue,,32,2,4,15,12,20,6,10,7,,,,2,7200,-577,3,2,24.12,12,0,0,0,7366
standard,19,,1,23.08,red,,19,1,1,12,10,9,10,8,15,,,,2,-1813,7200,4,3,23.06,11.5,0,0,0,6908
