config,seed,strategySide,over,duration_min,winner,strategyWon,kills,kills10,kills15,kills20,bK,rK,towers_blue_down,towers_red_down,towers20,blue_lane_cleared_min,red_lane_cleared_min,stall_min,guards_down_end,blue_nexus_hp_end,red_nexus_hp_end,dragons,barons,lastTowerFall_min,team_t3_20,rejected,violations,conservationFails,wallMs
standard,130,,1,22.86,blue,,30,1,8,19,8,22,7,9,8,,,,3,7200,-1245,3,2,22.82,11.5,0,0,0,7835
standard,131,,1,29.34,blue,,63,3,6,20,29,34,7,11,10,,26.19,,2,7200,-3542,4,3,26.19,12.5,0,0,0,10062
standard,132,,1,24.09,red,,31,3,8,14,8,23,9,5,9,,,,2,-1866,7200,3,3,24.07,11.5,0,0,0,8677
standard,133,,1,25.37,blue,,39,3,6,18,19,20,7,10,7,,,,2,7200,-79,4,3,25.35,11,0,0,0,8823
standard,134,,1,21.42,red,,25,4,11,20,2,23,9,5,11,,,,2,-2346,7200,3,3,21.38,13.5,0,0,0,7678
standard,135,,1,23.68,blue,,32,2,7,17,22,10,5,9,11,,,,2,7200,-521,4,2,23.63,11,0,0,0,8598
standard,136,,1,22.69,blue,,26,0,6,16,24,2,6,8,9,,,,2,7200,-446,4,2,22.63,11,0,0,0,8144
standard,137,,1,23.61,blue,,41,2,8,21,23,18,8,9,8,,,,4,7200,-1210,3,3,23.58,11.5,0,0,0,8191
standard,138,,1,20.68,red,,16,1,6,15,6,10,11,6,11,20.62,,,3,-992,7200,3,2,20.62,11.5,0,0,0,7602
standard,139,,1,22.69,red,,33,6,10,23,13,20,9,4,10,,,,2,-446,7200,4,2,22.63,12,0,0,0,7738
standard,140,,1,26.36,red,,48,2,4,18,17,31,11,10,9,24.68,,,4,-352,7200,4,3,26.33,11.5,0,0,0,8768
standard,141,,1,23.41,red,,33,3,8,21,7,26,9,2,6,,,,2,-1427,7200,3,2,23.36,10.5,0,0,0,8045
standard,142,,1,23.58,red,,31,2,5,17,10,21,10,6,11,,,,3,-3967,7200,4,3,20.83,12,0,0,0,7766
standard,143,,1,25.44,red,,44,3,8,21,11,33,11,7,8,25.14,,,2,-6996,7200,4,3,25.23,12,0,0,0,8359
standard,144,,1,25.45,blue,,29,0,1,11,13,16,10,9,11,,,,4,7200,-306,3,3,25.41,11,0,0,0,8657
standard,145,,1,22.89,red,,30,1,7,18,18,12,7,6,10,,,,2,-115,7200,3,2,22.78,11,0,0,0,7828
standard,146,,1,20.62,red,,14,0,1,14,4,10,11,4,13,19.97,,,2,-161,7200,3,3,20.56,11.5,0,0,0,7312
standard,147,,1,29.14,red,,55,1,4,12,23,32,10,6,10,,,,2,-684,7200,4,3,29.12,12.5,0,0,0,9199
standard,148,,1,22.42,red,,25,2,6,16,9,16,9,5,10,,,,2,-1988,7200,3,3,22.38,11.5,0,0,0,7662
standard,149,,1,31.84,red,,67,0,2,10,33,34,10,8,10,,,,4,-417,7200,6,4,31.83,10.5,0,0,0,9984
standard,150,,1,21.88,red,,26,3,5,21,5,21,10,6,10,,,,2,-373,7200,3,2,21.83,13,0,0,0,7342
standard,151,,1,21.92,red,,17,1,4,11,9,8,9,5,11,,,,2,-895,7200,3,2,21.87,11,0,0,0,7657
standard,152,,1,21.73,blue,,25,4,7,20,14,11,7,9,14,,,,4,7200,-150,3,2,21.67,12.5,0,0,0,7606
standard,153,,1,25.61,blue,,41,2,4,19,15,26,6,9,9,,,,2,7200,-490,3,3,25.58,12,0,0,0,8240
standard,154,,1,25.71,blue,,44,4,11,23,12,32,7,9,7,,,,2,7200,-570,4,3,25.63,12.5,0,0,0,8462
standard,155,,1,23.13,blue,,35,3,8,21,11,24,7,8,9,,,,2,7200,-451,3,2,23.08,13,0,0,0,7768
standard,156,,1,23.14,blue,,27,1,5,16,16,11,5,10,8,,,,2,7200,-1895,3,3,23.11,12,0,0,0,7791
standard,157,,1,21.38,red,,29,1,9,25,8,21,10,5,13,,,,2,-538,7200,3,2,21.33,13.5,0,0,0,7251
standard,158,,1,28.67,blue,,48,2,4,15,26,22,7,10,9,,,,2,7200,-280,4,3,28.64,11.5,0,0,0,9314
standard,159,,1,22.83,blue,,29,1,6,20,16,13,4,10,11,,,,2,7200,-1206,3,2,22.8,11,0,0,0,7692
standard,160,,1,21.67,red,,19,0,3,12,7,12,10,5,12,,,,2,-526,7200,3,2,21.67,11.5,0,0,0,7158
standard,161,,1,20.73,red,,19,4,6,17,6,13,8,5,11,,,,2,-322,7200,3,2,20.65,12,0,0,0,7052
standard,162,,1,26.84,red,,46,0,3,14,10,36,11,9,15,26.08,,,4,-25,7200,5,4,26.08,11.5,0,0,0,9139
standard,163,,1,24.18,red,,29,2,5,12,15,14,9,4,6,,,,2,-439,7200,3,3,24.05,12,0,0,0,8170
standard,164,,1,26.44,blue,,42,2,6,20,12,30,6,9,10,,,,2,7200,-425,4,3,26.4,13.5,0,0,0,8165
standard,165,,1,21.61,red,,22,0,7,16,6,16,10,8,15,,,,2,-1707,7200,4,3,21.57,12.5,0,0,0,7036
standard,166,,1,23.68,blue,,32,2,9,22,11,21,11,10,14,22.83,,,4,7200,-519,4,3,23.63,12.5,0,0,0,8181
standard,167,,1,23.72,blue,,24,1,6,10,14,10,4,10,8,,,,2,7200,-562,3,2,23.67,11,0,0,0,8470
standard,168,,1,21.06,blue,,13,2,7,11,8,5,5,10,11,,,,2,7200,-1694,3,3,21.03,10.5,0,0,0,7783
standard,169,,1,30.4,blue,,57,0,3,14,24,33,6,10,8,,,,2,7200,-1807,5,3,30.38,11.5,0,0,0,9800
standard,170,,1,23.38,blue,,26,4,6,18,13,13,6,9,9,,,,2,7200,-774,4,3,23.33,12,0,0,0,8589
standard,171,,1,23.09,red,,28,3,9,17,6,22,10,8,14,,,,2,-3111,7200,4,3,20.68,12,0,0,0,7666
standard,172,,1,20.38,red,,20,1,5,20,3,17,9,5,14,,,,2,-840,7200,3,2,18.58,12.5,0,0,0,7249
standard,173,,1,23.21,red,,34,1,4,18,8,26,9,5,9,,,,3,-1139,7200,3,2,23.15,12,0,0,0,7937
standard,174,,1,22.56,red,,27,1,7,19,4,23,9,5,8,,,,2,-909,7200,4,3,22.4,11,0,0,0,7639
standard,175,,1,25.3,blue,,56,4,10,26,23,33,7,10,7,,,,2,7200,-146,3,2,25.25,12.5,0,0,0,7928
standard,176,,1,29.61,red,,60,1,6,18,32,28,9,8,8,,,,2,-3854,7200,5,3,27.63,10.5,0,0,0,9584
standard,177,,1,22.38,red,,29,3,9,23,6,23,9,5,10,,,,2,-1090,7200,4,3,22.33,12,0,0,0,7681
standard,178,,1,22.63,blue,,27,2,8,16,8,19,7,9,10,,,,2,7200,-371,3,2,22.58,11.5,0,0,0,8363
standard,179,,1,25.11,red,,44,4,6,24,20,24,9,6,8,,,,2,-770,7200,3,2,25.08,11.5,0,0,0,8271
standard,180,,1,24.23,red,,34,1,7,18,17,17,9,5,9,,,,2,-471,7200,3,3,24.13,11,0,0,0,8172
standard,181,,1,24.13,red,,38,0,2,18,11,27,11,4,9,23.09,,,2,-1078,7200,4,3,24.08,12,0,0,0,7938
standard,182,,1,23.93,blue,,33,2,7,22,24,9,8,10,9,,,,3,7200,-828,3,3,23.88,12.5,0,0,0,7793
standard,183,,1,23.38,blue,,25,1,3,13,15,10,5,10,11,,,,2,7200,-120,4,3,23.28,12,0,0,0,7667
standard,184,,1,23.36,red,,28,2,6,18,12,16,9,8,12,,,,3,-3574,7200,3,3,23.33,11.5,0,0,0,7788
standard,185,,1,25.88,red,,41,2,7,17,14,27,11,9,15,24.58,,,3,-781,7200,4,3,25.85,12,0,0,0,8315
standard,186,,1,24.58,red,,49,4,11,24,25,24,8,8,7,,,,3,-924,7200,3,3,24.55,12.5,0,0,0,7819
standard,187,,1,21.23,blue,,16,2,7,13,9,7,5,8,13,,,,2,7200,-301,4,2,18.5,11.5,0,0,0,7599
standard,188,,1,22.35,red,,26,2,5,15,9,17,8,6,12,,,,2,-472,7200,3,2,22.23,11.5,0,0,0,7431
standard,189,,1,22.72,blue,,21,2,4,11,15,6,7,10,12,,,,3,7200,-478,3,2,22.56,12,0,0,0,7770
standard,190,,1,26.63,red,,38,1,5,16,18,20,10,6,9,,,,3,-2566,7200,3,2,26.59,11,0,0,0,9033
standard,191,,1,24.81,blue,,30,1,6,12,12,18,8,11,8,,22.63,,2,7200,-407,4,3,24.73,11,0,0,0,8512
standard,192,,1,23.84,red,,26,0,7,12,10,16,8,5,8,,,,2,-2980,7200,3,3,23.82,11,0,0,0,8218
standard,193,,1,25.13,blue,,37,4,8,22,22,15,7,9,8,,,,2,7200,-3362,4,3,25.11,11,0,0,0,8591
standard,194,,1,23.37,red,,29,2,4,19,5,24,9,6,8,,,,3,-760,7200,5,3,23.33,12,0,0,0,7845
standard,195,,1,22.23,red,,29,3,9,20,9,20,10,6,12,,,,2,-845,7200,3,2,22.16,13,0,0,0,7809
standard,196,,1,22.66,red,,32,5,9,23,10,22,9,3,11,,,,2,-402,7200,3,3,22.6,12.5,0,0,0,7536
standard,197,,1,21.38,red,,22,1,5,15,10,12,11,7,15,21.11,,,2,-965,7200,3,2,21.32,12.5,0,0,0,7265
standard,198,,1,23.41,red,,26,3,6,14,7,19,9,4,9,,,,2,-813,7200,5,3,23.37,12.5,0,0,0,6743
standard,199,,1,22.72,red,,25,1,6,17,9,16,9,5,11,,,,2,-478,7200,4,2,21.94,12,0,0,0,6640
standard,200,,1,28.39,red,,47,1,4,12,21,26,10,5,11,,,,2,-1260,7200,4,3,28.37,11.5,0,0,0,6332
