config,seed,pid,side,role,arch,heroId,strategy,won,k,d,a,dmg,taken_approx,gold,goldPerMin,t3_1_min,t3_2_min,t3_3_min,t3Count,completed10,completed15,completed20,completedEnd,unspent10,unspent15,unspent20,unspentEnd,earned10,earned15,earned20,earned20_passive,earned20_minion,earned20_kill,earned20_assist,earned20_tower,earned20_camp,earned20_objective,earned20_tithe,counterPlanned
standard,2,r4,red,adc,射手,leiting,standard,1,10,5,2,40909,11415,16255,653.2,9.56,16.69,21.24,4,1,1,2,4,373,912,455,2404,3723,6592,9005,6253,832,1140,285,190,,304,,t3_shieldbreaker|t3_rendspear
standard,2,r5,red,sup,輔助,linghun,standard,1,2,0,2,9560,15679,13417,539.2,6.18,11.99,16.94,4,1,2,3,4,1470,762,1023,2037,4570,7792,10253,6253,272,570,,902,,304,1950,t3_calmveil
standard,3,b1,blue,top,戰士,leimingcf,standard,0,0,4,0,6634,29581,10110,406,8.81,17.41,23.82,3,1,1,2,3,652,146,432,510,3802,5626,8182,6253,902,,,950,,76,,t3_shieldbreaker|t3_finalstring
standard,3,b2,blue,jungle,戰士,jufeng,standard,0,0,6,0,7776,23318,9799,393.5,8.29,17.62,,2,1,1,2,2,831,499,317,1249,3931,5929,7967,6253,440,,,,1198,76,,t3_shieldbreaker|t3_finalstring
standard,3,b3,blue,mid,法師,gambler,standard,0,3,4,0,15555,15987,11703,470,9.48,18.56,24.46,3,1,1,2,3,218,275,341,873,4068,6025,8191,6253,1387,,,475,,76,,t3_psyward
standard,3,b4,blue,adc,射手,liangzi,standard,0,12,5,0,43998,13493,16545,664.5,6.58,16.73,20.05,4,1,1,2,4,709,1115,1261,2695,5009,6795,10161,6253,1076,2280,,475,,76,,t3_shieldbreaker|t3_rendspear
standard,3,b5,blue,sup,輔助,shiguang,standard,0,1,2,2,5854,19706,12715,510.7,5.61,11.69,16.1,4,1,2,3,4,581,580,1056,1335,5181,7310,9536,6253,411,570,,475,,76,1749,t3_calmveil
standard,3,r1,red,top,戰士,leimingcf,standard,1,7,2,1,16995,30538,16032,643.9,8.61,14.23,19.24,5,1,2,3,5,274,398,342,732,4074,7798,11142,6253,1203,2280,285,665,,456,,t3_shieldbreaker|t3_finalstring
standard,3,r2,red,jungle,戰士,jufeng,standard,1,2,2,2,12138,19389,12495,501.8,8.62,17.31,21.72,3,1,1,2,3,1016,827,1093,1145,4116,6257,9643,6253,221,570,285,190,1666,456,,t3_shieldbreaker|t3_finalstring
standard,3,r3,red,mid,法師,gambler,standard,1,2,6,1,17134,15345,11808,474.2,11.34,19.69,24.46,3,0,1,2,3,1504,685,185,208,3764,6285,8515,6253,1121,,285,348,51,456,,t3_psyward
standard,3,r4,red,adc,射手,liangzi,standard,1,10,4,1,34793,11866,15861,637,9.48,17.97,21.48,4,1,1,2,4,243,573,1414,2011,3593,6253,9964,6253,722,1710,,823,,456,,t3_shieldbreaker|t3_rendspear
standard,3,r5,red,sup,輔助,shiguang,standard,1,0,2,1,7348,18741,11692,469.6,5.85,12.19,15.28,4,1,2,3,4,779,659,556,732,4729,7689,9786,6253,379,,,823,51,456,1821,t3_calmveil
standard,4,b1,blue,top,戰士,dadi2,standard,1,1,3,0,9850,30136,10813,429.5,9.59,16.92,23.46,3,1,1,2,3,576,875,365,262,3726,6405,8115,6253,874,570,,190,,228,,t3_shieldbreaker|t3_finalstring
standard,4,b2,blue,jungle,戰士,langwang,standard,1,2,5,0,7562,15469,11785,468.1,8.88,18.58,21.6,3,1,1,2,3,780,1568,1726,984,3880,6148,9726,6253,446,1140,,665,992,228,,t3_shieldbreaker|t3_finalstring
standard,4,b3,blue,mid,法師,ronghuo,standard,1,0,5,0,18120,15033,9918,394,10.53,18.45,,2,0,1,2,2,1541,542,226,517,3801,6442,8076,6253,929,,,665,,228,,t3_psyward
standard,4,b4,blue,adc,射手,shengyan,standard,1,16,5,2,48057,13895,19423,771.5,9.18,13.95,18.85,5,1,2,3,5,595,327,1037,3822,3945,7947,11937,6253,1276,3420,570,190,,228,,t3_shieldbreaker|t3_rendspear
standard,4,b5,blue,sup,坦克,dadi,standard,1,0,3,0,6943,23803,12200,484.6,7.43,13.38,19.22,4,1,2,3,4,479,283,295,600,4679,7223,8895,6253,311,,,190,,228,1911,t3_calmveil|t3_thornmail
standard,4,r1,red,top,戰士,dadi2,standard,0,3,4,0,11559,27171,11877,471.8,9.65,16.92,21.98,3,1,1,2,3,405,402,212,426,3555,5332,8562,6253,617,570,,950,,171,,t3_shieldbreaker|t3_finalstring
standard,4,r2,red,jungle,戰士,langwang,standard,0,3,4,1,8928,20124,12345,490.4,8.74,16.9,22.82,3,1,1,2,3,125,682,924,945,3925,6162,9524,6253,430,1140,142,,1386,171,,t3_shieldbreaker|t3_finalstring
standard,4,r3,red,mid,法師,ronghuo,standard,0,6,3,2,23110,15195,14071,558.9,10.72,17.52,21.34,3,0,1,2,3,1485,353,858,1871,3745,5683,10158,6253,1026,1710,142,950,,76,,t3_psyward
standard,4,r4,red,adc,射手,shengyan,standard,0,8,7,1,31388,11694,14704,584.1,9.38,18.78,21.86,4,1,1,2,4,471,770,391,1484,3821,5550,8011,6253,969,,142,475,,171,,t3_shieldbreaker|t3_rendspear
standard,4,r5,red,sup,坦克,dadi,standard,0,1,1,8,9060,21846,13413,532.8,6.46,14.08,18.37,4,1,2,3,4,149,530,437,2032,4649,7030,9977,6253,414,,997,,,171,2140,t3_calmveil|t3_thornmail
standard,5,b1,blue,top,戰士,ronggang,standard,1,1,4,0,14381,36194,12409,449.3,8.29,17.1,24.03,3,1,1,2,3,287,735,953,1008,4087,6215,8533,6253,1159,570,,475,,76,,t3_shieldbreaker|t3_finalstring
standard,5,b2,blue,jungle,戰士,tielian,standard,1,0,6,1,4784,19450,10727,388.4,8.93,18.3,24.46,3,1,1,2,3,636,851,446,476,3736,5501,7776,6253,152,,285,,1010,76,,t3_shieldbreaker|t3_finalstring
standard,5,b3,blue,mid,法師,gambler,standard,1,2,8,1,19993,18829,11633,421.2,10.43,19.04,25.8,3,0,1,2,3,1526,185,373,883,3786,5515,8023,6253,839,570,285,,,76,,t3_psyward
standard,5,b4,blue,adc,射手,mirrorshot,standard,1,8,10,0,34288,16904,14404,521.6,9.43,19.65,23.24,4,1,1,2,4,319,265,398,553,3669,5645,7298,6253,969,,,,,76,,t3_shieldbreaker|t3_rendspear
standard,5,b5,blue,sup,輔助,mantra,standard,1,0,6,1,8258,22875,13383,484.6,6.64,11.7,16.69,5,1,2,3,5,1265,880,1560,183,4665,7360,10020,6253,414,,,1425,,76,1851,t3_calmveil
standard,5,r1,red,top,戰士,ronggang,standard,0,0,0,0,13756,27707,12314,445.9,8.37,16.63,21.62,3,1,1,2,3,158,1229,693,913,4258,6709,9293,6253,1368,,,1140,,532,,t3_shieldbreaker|t3_finalstring
standard,5,r2,red,jungle,戰士,tielian,standard,0,9,0,1,21978,20161,18314,663.2,8.43,13.69,15.73,5,1,2,3,5,269,1309,1679,3064,4919,9259,13029,6253,228,3420,285,190,2120,532,,t3_shieldbreaker|t3_finalstring
standard,5,r3,red,mid,法師,gambler,standard,0,5,6,2,20857,18618,14812,536.4,11.25,17.43,22.77,4,0,1,2,4,1381,743,199,582,3641,6643,8999,6253,978,,570,665,,532,,t3_psyward
standard,5,r4,red,adc,射手,mirrorshot,standard,0,19,3,1,67626,13614,21168,766.5,10.3,16.69,19.14,5,0,1,3,5,1158,459,326,5567,3318,6139,11706,6253,598,3990,142,190,,532,,t3_shieldbreaker|t3_rendspear
standard,5,r5,red,sup,輔助,mantra,standard,0,1,2,4,10463,18981,15572,563.8,6.58,11.58,16.87,5,1,2,3,5,491,1075,1345,2371,4791,8105,10575,6253,285,570,427,665,,532,1842,t3_calmveil
standard,6,b1,blue,top,戰士,jingci,standard,0,0,3,0,9450,23550,9068,409.1,9.12,17.78,,2,1,1,2,2,633,678,145,837,3783,6158,8375,6253,950,,,950,51,171,,t3_shieldbreaker|t3_finalstring
standard,6,b2,blue,jungle,戰士,greymantle,standard,0,0,3,0,6157,12684,9464,427,7.86,17.77,,2,1,1,2,2,750,661,981,1284,3850,6091,8031,6253,304,,,,1303,171,,t3_shieldbreaker|t3_finalstring
standard,6,b3,blue,mid,法師,ronghuo,standard,0,5,3,0,16123,14620,12474,562.7,8.57,16.35,20.5,3,1,1,2,3,731,194,976,1924,4581,6424,10376,6253,1387,1710,,950,,76,,t3_psyward
standard,6,b4,blue,adc,射手,hanbing,standard,0,7,7,1,21001,9750,12398,559.3,10.44,18.09,20.13,3,0,1,2,3,1519,497,1070,1448,3679,6177,9920,6253,931,2280,285,,,171,,t3_shieldbreaker|t3_rendspear
standard,6,b5,blue,sup,輔助,xuemai,standard,0,1,3,0,5835,17163,11018,497.1,5.71,11.65,15.28,4,1,2,3,4,361,997,1058,518,4611,8027,10288,6253,456,570,,950,,171,1887,t3_calmveil
standard,6,r1,red,top,戰士,jingci,standard,1,4,1,0,12242,22841,12930,583.3,9.19,17.52,21.08,4,1,1,2,4,481,374,522,130,3631,5854,9122,6253,893,1140,,380,,456,,t3_shieldbreaker|t3_finalstring
standard,6,r2,red,jungle,戰士,greymantle,standard,1,7,2,1,10921,15334,13697,617.9,8.16,15.88,18.31,4,1,1,3,4,206,3376,1266,946,4436,8806,11716,6253,133,2850,95,380,1549,456,,t3_shieldbreaker|t3_finalstring
standard,6,r3,red,mid,法師,ronghuo,standard,1,1,3,2,14572,13987,9453,426.5,10.9,17.96,,2,0,1,2,2,1314,91,131,173,3574,6291,8761,6253,722,570,380,380,,456,,t3_psyward
standard,6,r4,red,adc,射手,hanbing,standard,1,6,7,1,12655,10377,11743,529.7,8.72,16.69,20.13,3,1,1,2,3,268,1134,1581,962,4268,6814,10481,6253,826,2850,95,380,,76,,t3_shieldbreaker|t3_rendspear
standard,6,r5,red,sup,輔助,xuemai,standard,1,1,0,3,6998,14109,13055,588.9,6.93,12.25,14.8,4,1,3,4,4,311,319,510,2094,4611,8019,11470,6253,351,570,,1330,26,456,2482,t3_calmveil
standard,7,b1,blue,top,戰士,longyi,standard,1,2,4,1,14360,31135,12345,455.4,9.18,16.35,22.99,3,1,1,2,3,386,504,532,1694,3536,5854,8612,6253,668,1140,,475,,76,,t3_shieldbreaker|t3_finalstring
standard,7,b2,blue,jungle,刺客,jingxiang,standard,1,1,7,3,8098,14707,12454,459.4,8.76,16.38,22.42,3,1,1,2,3,671,614,274,1573,3871,5944,8404,6253,443,,570,,1061,76,,t3_finalstring
standard,7,b3,blue,mid,法師,haixiao,standard,1,6,6,1,25594,19330,13773,508.1,11.74,17.27,22.83,3,0,1,2,3,1270,210,345,1672,3530,5240,8045,6253,671,570,,475,,76,,t3_psyward
standard,7,b4,blue,adc,射手,xuanfeng,standard,1,9,8,2,36984,15813,15720,579.9,9.68,18.43,22.13,4,1,1,2,4,249,129,965,2170,3599,5509,8815,6253,728,1140,142,475,,76,,t3_shieldbreaker|t3_rendspear
standard,7,b5,blue,sup,坦克,longji,standard,1,0,6,3,6951,28638,12790,471.8,7.28,13.53,18.5,4,1,2,3,4,322,268,475,1009,4522,7068,10055,6253,224,,427,475,,76,2598,t3_calmveil|t3_thornmail
standard,7,r1,red,top,戰士,longyi,standard,0,3,0,2,12465,26445,13558,500.1,9.39,12.48,19.07,4,1,2,3,4,255,232,45,527,4885,7982,10595,6253,893,1710,285,997,,456,,t3_shieldbreaker|t3_finalstring
standard,7,r2,red,jungle,刺客,jingxiang,standard,0,6,4,3,17561,16240,15786,582.3,8.73,15.02,19.48,5,1,1,3,5,249,1469,256,486,4629,7099,9956,6253,329,570,665,285,1397,456,,t3_finalstring
standard,7,r3,red,mid,法師,haixiao,standard,0,6,6,3,26837,17444,14546,536.6,10.26,19.43,24.59,4,0,1,2,4,1618,344,1026,895,3878,6244,9056,6253,1016,570,237,522,,456,,t3_psyward
standard,7,r4,red,adc,射手,xuanfeng,standard,0,14,7,3,53051,15548,18881,696.5,9.94,15.68,19.46,5,1,1,3,5,427,1365,621,3280,3777,7045,11101,6253,639,2850,380,522,,456,,t3_shieldbreaker|t3_rendspear
standard,7,r5,red,sup,坦克,longji,standard,0,2,1,4,9309,25343,14738,543.7,7.33,11.8,17.24,5,1,2,3,5,690,829,664,1137,5190,8069,10644,6253,237,570,142,522,,456,2462,t3_calmveil|t3_thornmail
standard,8,b1,blue,top,戰士,chichuan,standard,0,2,0,0,12192,29409,11716,466.6,9.4,16.97,20.31,3,1,1,2,3,652,438,1036,265,3802,5968,9686,6253,988,1140,,760,,544,,t3_shieldbreaker|t3_finalstring
standard,8,b2,blue,jungle,刺客,guihuo,standard,0,1,2,0,9866,12599,10908,434.4,8.77,15.88,22.43,3,1,1,2,3,784,1078,453,428,3984,6708,8833,6253,313,570,,285,992,418,,t3_finalstring
standard,8,b3,blue,mid,法師,leiming,standard,0,4,6,0,19441,16817,11969,476.7,10.64,17.81,24.13,3,0,1,2,3,1561,423,132,939,3821,5873,8932,6253,836,1140,,285,,418,,t3_psyward
standard,8,b4,blue,adc,射手,dawnstrike,standard,0,5,5,1,19346,11062,12647,503.7,9.78,17.62,22.66,3,1,1,2,3,291,351,144,1266,3641,5731,8394,6253,788,570,142,285,,354,,t3_shieldbreaker|t3_rendspear
standard,8,b5,blue,sup,坦克,thornwall,standard,0,1,3,3,9915,23246,14821,590.3,7.18,12.49,16.74,5,1,2,3,5,777,380,968,1221,4677,7620,10948,6253,342,570,712,760,,544,1765,t3_calmveil|t3_thornmail
standard,8,r1,red,top,戰士,chichuan,standard,1,7,0,0,18466,23368,15340,610.9,9.01,17.83,20.53,4,1,1,2,4,627,565,1271,1839,3777,6095,9921,6253,820,2280,,475,17,76,,t3_shieldbreaker|t3_finalstring
standard,8,r2,red,jungle,刺客,guihuo,standard,1,0,3,2,10881,13823,11162,444.5,8.73,16.79,23.36,3,1,1,2,3,1007,961,551,1161,4207,6291,8631,6253,481,,142,,1678,76,,t3_finalstring
standard,8,r3,red,mid,法師,leiming,standard,1,3,3,1,19098,15826,12243,487.6,10.7,19.45,23.99,3,0,1,2,3,1460,356,709,1213,3720,5686,8259,6253,1170,,285,475,,76,,t3_psyward
standard,8,r4,red,adc,射手,dawnstrike,standard,1,5,6,0,19998,11446,11953,476.1,9.88,17.62,24.13,3,1,1,2,3,208,667,301,1053,3558,6047,8251,6253,782,1140,,,,76,,t3_shieldbreaker|t3_rendspear
standard,8,r5,red,sup,坦克,thornwall,standard,1,1,1,3,9083,22169,13897,553.5,6.63,13.28,18.37,4,1,2,3,4,647,581,1587,1696,4547,6941,10667,6253,280,,427,950,,76,2680,t3_calmveil|t3_thornmail
standard,9,b1,blue,top,戰士,xueyue,standard,0,1,2,1,7275,23791,8908,407.5,7.93,16.85,,2,1,1,2,2,1042,422,565,678,4192,5902,8315,6253,655,570,285,475,,76,,t3_shieldbreaker|t3_finalstring
standard,9,b2,blue,jungle,刺客,jiansheng,standard,0,0,4,1,4349,10001,8457,386.9,9.21,18.34,,2,1,1,2,2,87,968,434,377,3937,5898,7864,6253,497,,285,,752,76,,t3_finalstring
standard,9,b3,blue,mid,法師,haixiao,standard,0,0,4,1,10091,12161,8576,392.3,11.18,19.59,,2,0,1,2,2,1314,733,432,125,3574,6063,7982,6253,893,,285,475,,76,,t3_psyward
standard,9,b4,blue,adc,射手,yanfeng,standard,0,8,7,0,20159,10908,12506,572.1,8.25,16.65,19.34,3,1,1,3,3,804,1013,254,1005,4154,6693,10734,6253,984,3420,,,,76,,t3_shieldbreaker|t3_rendspear
standard,9,b5,blue,sup,輔助,shengming,standard,0,0,3,2,4204,15721,11540,528,6.81,12.81,15.88,4,1,2,3,4,510,427,1584,90,4510,7457,10624,6253,237,,285,1900,51,76,1820,t3_calmveil
standard,9,r1,red,top,戰士,xueyue,standard,1,3,0,0,9502,22637,10846,496.2,9.73,15.75,21.18,3,1,1,2,3,576,403,988,946,3726,5883,9588,6253,788,1140,,855,,551,,t3_shieldbreaker|t3_finalstring
standard,9,r2,red,jungle,刺客,jiansheng,standard,1,3,2,0,5794,9413,11697,535.1,8.69,14.86,19.33,3,1,2,3,3,293,85,662,616,4143,6735,10792,6253,123,1710,,380,1773,551,,t3_finalstring
standard,9,r3,red,mid,法師,haixiao,standard,1,1,2,0,13280,11219,10390,475.3,10.23,18.66,,2,0,1,2,2,1599,475,209,990,3859,6225,9189,6253,1197,570,,617,,551,,t3_psyward
standard,9,r4,red,adc,射手,yanfeng,standard,1,13,5,1,27414,9704,16318,746.6,7.72,14.88,19.34,4,1,2,3,4,277,168,2720,2468,4277,7488,13920,6253,845,5700,285,380,,456,,t3_shieldbreaker|t3_rendspear
standard,9,r5,red,sup,輔助,shengming,standard,1,0,0,0,6537,12987,11360,519.7,5.96,11.59,16.8,4,1,2,4,4,282,354,271,959,4582,7384,10671,6253,313,,,1567,,551,1985,t3_calmveil
standard,10,b1,blue,top,戰士,langwang,standard,0,1,7,0,10683,31259,9561,391.7,10.11,14.43,22.59,3,0,2,2,3,1505,512,735,810,3555,6462,8115,6253,817,570,,475,,0,,t3_shieldbreaker|t3_finalstring
standard,10,b2,blue,jungle,刺客,youming,standard,0,0,10,0,4916,12693,9216,377.6,8.88,18.59,,2,1,1,2,2,585,66,334,1086,3785,5696,7634,6253,285,,,,1095,0,,t3_finalstring
standard,10,b3,blue,mid,法師,leiming,standard,0,0,6,0,15025,17112,9067,371.5,10.74,17.51,,2,0,1,2,2,1466,169,434,886,3726,5379,7564,6253,836,,,475,,0,,t3_psyward
standard,10,b4,blue,adc,射手,siwang,standard,0,3,6,0,15916,14002,10300,422,8.78,19.43,24.2,3,1,1,2,3,431,348,282,79,3781,5548,7182,6253,912,,,,17,0,,t3_shieldbreaker|t3_rendspear
standard,10,b5,blue,sup,坦克,tiemu,standard,0,0,2,0,4899,26963,12469,510.8,7.66,12.93,17.08,4,1,2,3,4,363,313,1986,1108,4563,7413,10966,6253,304,,,1900,,0,2509,t3_calmveil|t3_thornmail
standard,10,r1,red,top,戰士,langwang,standard,1,4,0,1,13685,23516,14276,584.9,9.56,13.48,18.93,4,1,2,3,4,647,512,80,775,3797,7662,10930,6253,1090,1710,285,1045,14,532,,t3_shieldbreaker|t3_finalstring
standard,10,r2,red,jungle,刺客,youming,standard,1,9,0,0,11425,11411,16737,685.7,7.74,11.76,16.63,5,1,2,3,5,411,2212,2286,1436,6041,9392,13416,6253,649,3990,,570,1422,532,,t3_finalstring
standard,10,r3,red,mid,法師,leiming,standard,1,4,2,2,18292,14389,13161,539.2,10.73,17.76,21.38,3,0,1,2,3,1599,196,929,681,3859,6396,9379,6253,1168,570,285,570,,532,,t3_psyward
standard,10,r4,red,adc,射手,siwang,standard,1,14,2,1,47360,10151,19650,805,8.82,17.38,19.32,5,1,1,3,5,785,1096,279,4049,4135,6776,11659,6253,1453,2850,,570,,532,,t3_shieldbreaker|t3_rendspear
standard,10,r5,red,sup,坦克,tiemu,standard,1,0,0,4,7729,20195,12272,502.8,7.29,12.36,17.15,4,1,2,3,4,487,324,563,672,4687,7264,9943,6253,311,,855,95,,532,1895,t3_calmveil|t3_thornmail
standard,11,b1,blue,top,戰士,rongyan,standard,1,3,1,0,18820,29624,11903,487.3,8.77,16.92,20.63,3,1,1,2,3,633,1008,567,453,3783,6538,9217,6253,1102,1140,,285,,437,,t3_shieldbreaker|t3_finalstring
standard,11,b2,blue,jungle,刺客,yueying,standard,1,1,2,2,11884,12660,11372,465.6,8.41,16.63,23.95,3,1,1,2,3,833,629,843,721,4033,6259,8623,6253,411,,142,522,856,437,,t3_finalstring
standard,11,b3,blue,mid,法師,haixiao,standard,1,8,2,2,20641,14454,15388,630,8.18,13.58,19.11,4,1,2,3,4,354,108,932,987,4904,8438,12362,6253,969,3990,285,522,,342,,t3_psyward
standard,11,b4,blue,adc,射手,maestro,standard,1,8,5,0,24844,12048,14433,590.9,10.38,17.07,21.09,3,0,1,2,3,1474,581,567,2633,3634,5781,9467,6253,734,1710,,522,,247,,t3_shieldbreaker|t3_rendspear
standard,11,b5,blue,sup,坦克,suishan,standard,1,0,1,1,5818,21423,11881,486.4,7.14,12.42,18.25,4,1,2,3,4,666,522,222,280,4566,7302,10202,6253,240,,142,522,,437,2606,t3_calmveil|t3_thornmail
standard,11,r1,red,top,戰士,rongyan,standard,0,1,1,0,13317,28582,10269,420.4,9.29,18.61,22.88,3,1,1,2,3,557,225,304,319,3707,5455,7754,6253,874,,,475,,152,,t3_shieldbreaker|t3_finalstring
standard,11,r2,red,jungle,刺客,yueying,standard,0,2,4,2,13517,16789,11752,481.2,8.68,15.88,21.92,3,1,1,2,3,307,1141,418,622,4207,6771,8798,6253,465,,285,,1642,152,,t3_finalstring
standard,11,r3,red,mid,法師,haixiao,standard,0,2,8,0,15836,16091,9956,407.6,10.48,19.04,,2,0,1,2,2,1466,267,585,655,3726,6177,7935,6253,959,570,,,,152,,t3_psyward
standard,11,r4,red,adc,射手,maestro,standard,0,6,6,1,25068,11162,12565,514.4,8.45,18.13,21.09,3,1,1,2,3,648,461,354,964,3998,5841,9204,6253,1089,1710,,,,152,,t3_shieldbreaker|t3_rendspear
standard,11,r5,red,sup,坦克,suishan,standard,0,0,1,1,8344,21985,12501,511.8,6.55,13.35,17.67,4,1,2,3,4,704,593,816,1140,4604,7093,9796,6253,335,,,475,,152,2579,t3_calmveil|t3_thornmail
standard,12,b1,blue,top,戰士,embercoil,standard,0,5,1,0,18368,24310,12722,548.6,8.72,17.46,20.66,3,1,1,2,3,709,270,420,1742,3859,5750,8720,6253,1035,570,,633,,228,,t3_shieldbreaker|t3_finalstring
standard,12,b2,blue,jungle,刺客,yeiren,standard,0,1,1,0,3821,10230,9860,425.2,9.32,16.4,,2,1,1,2,2,712,1206,302,1530,3912,6306,8332,6253,494,570,,,786,228,,t3_finalstring
standard,12,b3,blue,mid,法師,leiming,standard,0,4,4,3,20090,12707,12447,536.7,10.83,16.9,20.93,3,0,1,2,3,1628,861,1488,1416,3888,7061,9518,6253,978,1140,285,633,,228,,t3_psyward
standard,12,b4,blue,adc,射手,liuxing,standard,0,12,4,1,29935,11365,16943,730.6,9.41,15.71,19.23,4,1,1,3,4,956,1096,754,3093,4306,6776,12134,6253,902,3990,285,475,,228,,t3_shieldbreaker|t3_rendspear
standard,12,b5,blue,sup,輔助,mingyunyindao,standard,0,1,2,5,5690,14420,12063,520.1,6.48,10.93,16.19,4,1,2,3,4,1202,625,825,1362,5152,7655,9865,6253,161,570,570,158,,228,1924,t3_calmveil
standard,12,r1,red,top,戰士,embercoil,standard,1,1,4,0,13162,27452,11053,476.6,8.55,15.74,20.48,3,1,1,2,3,183,545,1244,553,3983,6025,9844,6253,1254,570,,1615,,152,,t3_shieldbreaker|t3_finalstring
standard,12,r2,red,jungle,刺客,yeiren,standard,1,3,4,0,7655,13665,11725,505.6,8.78,15.5,19.14,3,1,1,3,3,955,1881,289,645,4155,7461,10239,6253,171,1710,,190,1762,152,,t3_finalstring
standard,12,r3,red,mid,法師,leiming,standard,1,0,4,0,15062,13350,9039,389.8,10.39,20.09,,2,0,1,1,2,1447,315,1178,709,3707,5645,7678,6253,924,,,348,,152,,t3_psyward
