config,seed,pid,side,role,arch,heroId,strategy,won,k,d,a,dmg,taken_approx,gold,goldPerMin,t3_1_min,t3_2_min,t3_3_min,t3Count,completed10,completed15,completed20,completedEnd,unspent10,unspent15,unspent20,unspentEnd,earned10,earned15,earned20,earned20_passive,earned20_minion,earned20_kill,earned20_assist,earned20_tower,earned20_camp,earned20_objective,earned20_tithe,counterPlanned
early,2,b1,blue,top,戰士,cinderfist,early,0,0,4,0,5961,25842,9226,386.6,9.83,17.81,,2,1,1,2,2,272,131,1016,1196,3422,5731,7916,6253,712,,,950,,0,,t3_shieldbreaker|t3_finalstring
early,2,b2,blue,jungle,戰士,chichuan,early,0,2,6,0,7537,22469,10067,421.8,8.72,18.22,22.91,3,1,1,2,3,516,710,519,716,3616,5660,8019,6253,304,570,,,891,0,,t3_shieldbreaker|t3_finalstring
early,2,b3,blue,mid,法師,ronghuo,early,0,0,5,1,18573,19085,9359,392.2,10.88,17.26,,2,0,1,2,2,1314,113,310,779,3574,5493,7840,6253,874,,,712,,0,,t3_psyward
early,2,b4,blue,adc,射手,leiting,early,0,6,7,0,22834,13989,12741,533.9,12.48,18.16,19.71,3,0,1,3,3,457,421,258,1761,3517,5151,9208,6253,627,1140,,1187,,0,,t3_shieldbreaker|t3_rendspear
early,2,b5,blue,sup,輔助,linghun,early,0,0,6,0,5101,21011,9712,406.9,8.44,12.46,18.78,3,1,2,3,3,499,249,260,671,4449,6729,8420,6253,218,,,,,0,1948,t3_calmveil
early,2,r1,red,top,戰士,cinderfist,standard,1,5,1,0,14539,26245,13045,546.6,9.37,13.06,19.13,3,1,2,3,3,914,493,144,1645,4714,7593,10044,6253,788,1710,,760,,532,,t3_shieldbreaker|t3_finalstring
early,2,r2,red,jungle,戰士,chichuan,standard,1,10,0,1,16610,17566,16104,674.7,8.65,12.15,16.52,4,1,2,3,4,751,652,1580,2703,4501,9202,12930,6253,228,4560,,285,1071,532,,t3_shieldbreaker|t3_finalstring
early,2,r3,red,mid,法師,ronghuo,standard,1,0,3,2,20557,11724,10770,451.3,11.95,19.06,,2,0,1,2,2,1536,356,503,1370,3796,6856,9003,6253,888,,570,760,,532,,t3_psyward
early,2,r4,red,adc,射手,leiting,standard,1,13,4,0,38756,10790,17491,732.9,10.5,17.04,19.48,5,0,1,3,5,1462,706,747,1891,3622,6386,10747,6253,589,2850,,522,,532,,t3_shieldbreaker|t3_rendspear
early,2,r5,red,sup,輔助,linghun,standard,1,0,0,5,6776,12926,12718,532.9,9.88,12.13,16.58,4,1,2,3,4,93,653,914,1918,4693,7683,10144,6253,394,,570,522,,532,1871,t3_calmveil
early,3,b1,blue,top,戰士,leimingcf,standard,0,0,5,1,9098,22239,8351,390.4,9.58,17.96,,2,1,1,2,2,481,275,99,600,3631,5455,7849,6253,760,,285,475,,76,,t3_shieldbreaker|t3_finalstring
early,3,b2,blue,jungle,戰士,jufeng,standard,0,0,0,1,5611,14284,9194,429.8,8.94,17.27,,2,1,1,2,2,972,648,569,1013,4072,6078,8749,6253,430,,285,712,991,76,,t3_shieldbreaker|t3_finalstring
early,3,b3,blue,mid,法師,gambler,standard,0,5,6,0,18111,12119,10425,487.3,7.83,16.96,,2,1,1,2,2,912,667,843,1345,4762,6567,9923,6253,744,2850,,,,76,,t3_psyward
early,3,b4,blue,adc,射手,liangzi,standard,0,2,2,0,7780,11223,9282,433.9,10.57,19.4,,2,0,1,2,2,1310,375,417,531,3470,5275,8267,6253,655,570,,712,,76,,t3_shieldbreaker|t3_rendspear
early,3,b5,blue,sup,輔助,shiguang,standard,0,0,2,2,6116,15798,10601,495.6,5.73,13.18,15.38,3,1,2,3,3,1463,359,1117,1561,4563,7389,10157,6253,411,,570,950,,76,1895,t3_calmveil
early,3,r1,red,top,戰士,leimingcf,early,1,10,0,1,14624,23774,15048,703.5,8.69,14.18,18.56,4,1,2,4,4,1583,301,237,2068,4733,8001,13217,6253,551,4560,142,1235,,475,,t3_shieldbreaker|t3_finalstring
early,3,r2,red,jungle,戰士,jufeng,early,1,3,1,0,9084,10771,10911,510.1,9.25,16.48,19.08,3,1,1,3,3,787,1943,324,461,3887,7373,10174,6253,218,1710,,285,1232,475,,t3_shieldbreaker|t3_finalstring
early,3,r3,red,mid,法師,gambler,early,1,0,3,2,12732,10891,9301,434.8,11.71,18.67,,2,0,1,2,2,1324,363,123,550,3584,5693,8153,6253,522,,237,760,,380,,t3_psyward
early,3,r4,red,adc,射手,liangzi,early,1,2,3,1,16503,8440,10754,502.7,12.51,18.65,21.33,3,0,1,2,3,619,279,612,274,3679,5959,9512,6253,883,570,95,1235,,475,,t3_shieldbreaker|t3_rendspear
early,3,r5,red,sup,輔助,shiguang,early,1,0,0,1,4959,12281,9991,467,9.02,13.38,17.69,3,1,2,3,3,651,350,587,760,4601,7380,9337,6253,256,,95,285,,475,1972,t3_calmveil
early,4,b1,blue,top,戰士,dadi2,early,1,1,1,0,10540,26229,9843,416.6,9.29,18.38,,2,1,1,2,2,367,491,388,1192,3517,5721,8438,6253,532,570,,855,,228,,t3_shieldbreaker|t3_finalstring
early,4,b2,blue,jungle,戰士,langwang,early,1,3,0,1,13903,19870,11563,489.4,8.05,14.4,19.55,3,1,2,3,3,730,493,383,582,3830,7293,9983,6253,275,1710,285,380,851,228,,t3_shieldbreaker|t3_finalstring
early,4,b3,blue,mid,法師,ronghuo,early,1,1,7,1,17949,15323,9909,419.4,11.22,18.02,,2,0,1,2,2,1438,120,374,509,3698,6320,8524,6253,807,570,285,380,,228,,t3_psyward
early,4,b4,blue,adc,射手,shengyan,early,1,6,5,1,23251,9964,13041,552,12.34,17.45,21.16,3,0,1,2,3,549,323,863,1241,3609,6003,9413,6253,794,1140,142,855,,228,,t3_shieldbreaker|t3_rendspear
early,4,b5,blue,sup,坦克,dadi,early,1,0,4,1,6017,20796,12024,509,8.83,14.41,17.37,4,1,2,3,4,685,290,1367,424,4585,7530,10447,6253,288,,142,855,,228,2680,t3_calmveil|t3_thornmail
early,4,r1,red,top,戰士,dadi2,standard,0,3,1,0,11607,23841,11521,487.7,10.11,17.39,20.95,3,0,1,2,3,1429,913,675,491,3479,6443,9325,6253,620,1710,,475,,266,,t3_shieldbreaker|t3_finalstring
early,4,r2,red,jungle,戰士,langwang,standard,0,3,1,1,16111,19977,11612,491.5,8.42,18.71,20.99,3,1,1,2,3,873,913,388,1112,3973,6093,8988,6253,547,570,142,,1208,266,,t3_shieldbreaker|t3_finalstring
early,4,r3,red,mid,法師,ronghuo,standard,0,4,5,1,22548,14689,12230,517.7,10.53,19.63,22.15,3,0,1,2,3,1362,14,139,150,3622,5914,8169,6253,794,570,,475,,76,,t3_psyward
early,4,r4,red,adc,射手,shengyan,standard,0,7,3,0,23767,11410,13218,559.5,9.95,16.48,21.16,4,1,1,2,4,576,852,729,318,3926,6532,9629,6253,1162,1710,,237,,266,,t3_shieldbreaker|t3_rendspear
early,4,r5,red,sup,坦克,dadi,standard,0,0,1,6,7237,21069,12629,534.6,6.61,13.56,17.4,4,1,2,3,4,568,310,942,1029,4468,7090,10322,6253,142,,427,712,,266,2520,t3_calmveil|t3_thornmail
early,5,b1,blue,top,戰士,ronggang,standard,1,0,2,0,8933,20493,9720,433.6,10.18,18.83,,2,0,1,2,2,1575,342,106,1119,3625,5822,8406,6253,614,,,1235,,304,,t3_shieldbreaker|t3_finalstring
early,5,b2,blue,jungle,戰士,tielian,standard,1,3,1,0,11243,13950,11200,499.6,8.57,16.19,19.35,3,1,1,3,3,771,1382,509,449,3871,6812,10059,6253,437,1710,,285,816,557,,t3_shieldbreaker|t3_finalstring
early,5,b3,blue,mid,法師,gambler,standard,1,3,1,1,18774,12839,11796,526.2,10.56,15.11,21.56,3,0,1,2,3,1479,1601,550,285,3739,8101,9950,6253,937,1140,285,760,17,557,,t3_psyward
early,5,b4,blue,adc,射手,mirrorshot,standard,1,4,2,0,17151,10509,11110,495.6,10.59,19.1,,2,0,1,2,2,1484,225,1004,2210,3644,5905,8324,6253,658,570,,285,,557,,t3_shieldbreaker|t3_rendspear
early,5,b5,blue,sup,輔助,mantra,standard,1,0,1,3,5162,16055,11800,526.4,6.73,13.15,15.33,4,1,2,3,4,838,578,734,419,4538,7608,9964,6253,164,,570,760,17,304,1894,t3_calmveil
early,5,r1,red,top,戰士,ronggang,early,0,5,2,0,12651,25317,11206,499.9,9.62,17.84,20.28,3,1,1,2,3,532,425,2172,405,3682,5905,10402,6253,772,2850,,475,51,0,,t3_shieldbreaker|t3_finalstring
early,5,r2,red,jungle,戰士,tielian,early,0,0,2,2,9720,15664,9256,412.9,8.95,16.93,,2,1,1,2,2,98,813,486,1076,4148,6243,8316,6253,335,,285,,1442,0,,t3_shieldbreaker|t3_finalstring
early,5,r3,red,mid,法師,gambler,early,0,0,2,0,15664,14066,8510,379.6,10.49,21.22,,2,0,1,1,2,1507,299,1183,380,3767,5629,7263,6253,1010,,,,,0,,t3_psyward
early,5,r4,red,adc,射手,mirrorshot,early,0,2,2,1,14455,9976,9772,435.9,12.39,19.71,,2,0,1,2,2,505,709,302,1022,3565,5609,7822,6253,693,,142,712,20,0,,t3_shieldbreaker|t3_rendspear
early,5,r5,red,sup,輔助,mantra,early,0,0,2,1,3518,13977,10324,460.5,8.03,12.29,17.31,3,1,2,3,3,313,921,484,1283,4563,7101,9064,6253,380,,142,237,20,0,2030,t3_calmveil
early,6,b1,blue,top,戰士,jingci,early,1,0,6,1,13052,34781,11166,415.3,10.62,19.05,,2,0,1,2,2,1465,277,591,2565,3515,5757,7391,6253,551,,,380,17,190,,t3_shieldbreaker|t3_finalstring
early,6,b2,blue,jungle,戰士,greymantle,early,1,1,6,0,8667,23579,11400,424.1,9.38,16.89,24.39,3,1,1,2,3,764,896,517,650,3864,6326,8697,6253,190,570,,380,1113,190,,t3_shieldbreaker|t3_finalstring
early,6,b3,blue,mid,法師,ronghuo,early,1,1,7,1,15697,17585,11215,417.2,11.02,19.88,25.8,3,0,1,2,3,1409,406,233,185,3669,6006,7783,6253,817,,142,380,,190,,t3_psyward
early,6,b4,blue,adc,射手,hanbing,early,1,10,11,0,37655,13323,15367,571.6,12.83,19.69,23.72,4,0,1,2,4,533,369,849,2146,3593,5569,7849,6253,646,570,,380,,0,,t3_shieldbreaker|t3_rendspear
early,6,b5,blue,sup,輔助,xuemai,early,1,0,4,2,8583,23763,12808,476.4,8.03,12.1,16.03,4,1,2,3,4,556,341,355,1428,4506,7371,9585,6253,190,,142,855,,190,1953,t3_calmveil
early,6,r1,red,top,戰士,jingci,standard,0,5,1,1,23106,32926,14306,532.2,9.32,17.09,22.11,4,1,1,2,4,500,1115,399,1505,3650,6595,8999,6253,684,1140,142,475,,304,,t3_shieldbreaker|t3_finalstring
early,6,r2,red,jungle,戰士,greymantle,standard,0,9,1,3,22755,20570,16927,629.6,7.87,16.13,19.22,4,1,1,3,4,850,1459,436,4176,3950,6889,11366,6253,237,2850,285,,1436,304,,t3_shieldbreaker|t3_finalstring
early,6,r3,red,mid,法師,ronghuo,standard,0,8,5,0,28698,20033,15655,582.3,10.46,18.93,21.51,4,0,1,2,4,1628,300,1472,1424,3888,5750,9322,6253,1244,570,,950,,304,,t3_psyward
early,6,r4,red,adc,射手,hanbing,standard,0,12,4,1,36595,12484,17343,645.1,10.15,18.13,22.08,5,0,1,2,5,1471,716,1638,1742,3631,6396,10538,6253,750,2850,142,237,,304,,t3_shieldbreaker|t3_rendspear
early,6,r5,red,sup,輔助,xuemai,standard,0,0,1,10,12033,20397,14471,538.3,7.12,13.71,14.93,5,1,3,3,5,892,39,1197,1271,4592,7739,10427,6253,199,,1140,712,,304,1818,t3_calmveil
early,7,b1,blue,top,戰士,longyi,standard,1,1,1,1,15408,29175,11641,461.9,9.94,14.73,22.39,3,1,2,2,3,693,318,190,610,3843,7168,8840,6253,981,570,142,665,,228,,t3_shieldbreaker|t3_finalstring
early,7,b2,blue,jungle,刺客,jingxiang,standard,1,3,3,2,12200,18912,12655,502.2,8.81,13.48,19.7,3,1,2,3,3,1474,218,238,1524,4674,7698,9938,6253,449,1140,570,190,1106,228,,t3_finalstring
early,7,b3,blue,mid,法師,haixiao,standard,1,1,7,0,19131,15386,10447,414.6,10.68,17.99,,2,0,1,2,2,1460,1005,408,1046,3720,6335,8558,6253,842,570,,665,,228,,t3_psyward
early,7,b4,blue,adc,射手,xuanfeng,standard,1,10,5,1,29018,12479,15400,611.1,10.89,18.48,21.53,4,0,1,2,4,1535,1037,953,1600,3695,5817,9503,6253,785,1710,285,190,51,228,,t3_shieldbreaker|t3_rendspear
early,7,b5,blue,sup,坦克,longji,standard,1,2,1,2,8642,26081,13716,544.3,7,12.38,16.68,4,1,2,3,4,888,829,1335,1516,4788,8069,11315,6253,284,1140,427,665,,228,2316,t3_calmveil|t3_thornmail
early,7,r1,red,top,戰士,longyi,early,0,4,4,0,16678,31186,12113,480.7,9.29,17.48,23.61,3,1,1,2,3,510,572,418,1562,3660,5322,7868,6253,665,,,950,,0,,t3_shieldbreaker|t3_finalstring
early,7,r2,red,jungle,刺客,jingxiang,early,0,1,3,4,10988,14616,11851,470.3,7.75,15.59,22.06,3,1,1,2,3,1284,1153,462,1200,4484,6783,8842,6253,332,570,285,,1306,95,,t3_finalstring
early,7,r3,red,mid,法師,haixiao,early,0,3,3,1,20474,13075,12474,495,11.19,18,23.68,3,0,1,2,3,1333,938,256,1443,3593,6538,9236,6253,798,1140,,950,,95,,t3_psyward
early,7,r4,red,adc,射手,xuanfeng,early,0,9,5,0,35006,13194,15181,602.4,12.85,18.72,21.53,4,0,1,2,4,1004,622,1852,1331,3584,5522,8752,6253,788,1140,,475,,95,,t3_shieldbreaker|t3_rendspear
early,7,r5,red,sup,坦克,longji,early,0,0,2,3,7938,22092,12559,498.4,7.82,13.85,18.4,4,1,2,3,4,692,373,207,1179,4592,7033,9407,6253,380,,,,,95,2679,t3_calmveil|t3_thornmail
early,8,b1,blue,top,戰士,chichuan,early,0,0,1,0,9531,23408,8727,398.2,9.35,18.32,,2,1,1,2,2,443,149,291,447,3593,5379,7621,6253,741,,,475,,152,,t3_shieldbreaker|t3_finalstring
early,8,b2,blue,jungle,刺客,guihuo,early,0,3,2,0,9164,13753,10082,460,9.43,15.34,21.22,3,1,1,2,3,560,1225,911,382,3760,6855,9291,6253,475,1710,,,701,152,,t3_finalstring
early,8,b3,blue,mid,法師,leiming,early,0,1,3,0,16618,12473,8927,407.3,11.74,18.13,,2,0,1,2,2,1533,154,228,326,3793,6054,8258,6253,807,570,,475,,152,,t3_psyward
early,8,b4,blue,adc,射手,dawnstrike,early,0,4,3,0,18002,8960,10974,500.7,12.19,18.58,,2,0,1,2,2,481,465,770,2074,3541,5365,8690,6253,669,1140,,475,,152,,t3_shieldbreaker|t3_rendspear
early,8,b5,blue,sup,坦克,thornwall,early,0,0,2,2,6271,20679,10391,474.1,6.81,13.07,19.77,3,1,2,3,3,425,311,99,590,4625,7251,8999,6253,384,,285,,51,152,1873,t3_calmveil|t3_thornmail
early,8,r1,red,top,戰士,chichuan,standard,1,3,0,0,12850,22598,10618,484.5,9.38,16.18,20.75,3,1,1,2,3,332,999,862,667,4182,6529,9512,6253,864,1710,,285,,399,,t3_shieldbreaker|t3_finalstring
early,8,r2,red,jungle,刺客,guihuo,standard,1,0,3,0,8410,11365,9669,441.2,8.13,17.11,,2,1,1,2,2,685,1014,12,1289,3885,6344,8392,6253,114,,,285,1340,399,,t3_finalstring
early,8,r3,red,mid,法師,leiming,standard,1,4,4,1,17742,12811,11995,547.3,10.63,16.77,21.23,3,0,1,2,3,1523,532,1339,565,3783,7032,10319,6253,1007,1710,285,760,,304,,t3_psyward
early,8,r4,red,adc,射手,dawnstrike,standard,1,3,1,1,17021,8037,11267,514.1,10.3,18.47,20.92,3,0,1,2,3,1503,187,330,367,3663,5867,9230,6253,867,1140,285,285,,399,,t3_shieldbreaker|t3_rendspear
early,8,r5,red,sup,坦克,thornwall,standard,1,1,0,1,6275,18664,11356,518.1,7.04,12.52,16.93,3,1,2,3,3,275,560,863,1375,4475,7220,10363,6253,148,570,285,285,,399,2422,t3_calmveil|t3_thornmail
early,9,b1,blue,top,戰士,xueyue,standard,0,0,5,0,7910,18656,7061,372.5,9.84,18.34,,2,1,1,,2,291,497,,461,3441,5797,,,,,,,,,,t3_shieldbreaker|t3_finalstring
early,9,b2,blue,jungle,刺客,jiansheng,standard,0,0,5,0,3006,8969,7002,369.3,9.03,,,1,1,1,,1,410,283,,1421,3610,5563,,,,,,,,,,t3_finalstring
early,9,b3,blue,mid,法師,haixiao,standard,0,1,3,0,7736,9538,7688,405.5,11.15,17.58,,2,0,1,,2,1238,74,,78,3498,5854,,,,,,,,,,t3_psyward
early,9,b4,blue,adc,射手,yanfeng,standard,0,0,5,0,10160,9192,6406,337.9,10.74,18.81,,2,0,1,,2,1291,336,,155,3451,5066,,,,,,,,,,t3_shieldbreaker|t3_rendspear
early,9,b5,blue,sup,輔助,shengming,standard,0,0,2,1,4641,12385,8987,474.1,7.23,12.04,17.03,3,1,2,,3,509,408,,827,4459,7138,,,,,,,,,,t3_calmveil
early,9,r1,red,top,戰士,xueyue,early,1,8,0,0,13457,15542,12907,680.8,8.75,14.8,15.9,4,1,2,,4,1526,478,,406,4676,9078,,,,,,,,,,t3_shieldbreaker|t3_finalstring
early,9,r2,red,jungle,刺客,jiansheng,early,1,3,0,4,6409,8592,10680,563.3,8.86,13.45,17.44,3,1,2,,3,114,725,,729,4444,8275,,,,,,,,,,t3_finalstring
early,9,r3,red,mid,法師,haixiao,early,1,2,0,2,10680,9548,9667,509.9,9.06,17.84,,2,1,1,,2,389,237,,1167,4239,6437,,,,,,,,,,t3_psyward
early,9,r4,red,adc,射手,yanfeng,early,1,7,0,1,14229,7163,11987,632.3,13.45,16.18,17.63,3,0,1,,3,844,1300,,1086,3574,6980,,,,,,,,,,t3_shieldbreaker|t3_rendspear
early,9,r5,red,sup,輔助,shengming,early,1,0,1,3,4258,9772,9610,506.9,8.44,11.76,18.38,3,1,2,,3,298,404,,569,4848,7434,,,,,,,,,,t3_calmveil
early,10,b1,blue,top,戰士,langwang,early,0,1,1,1,11113,18347,8510,411.1,9.72,17.63,,2,1,1,2,2,405,234,1436,1660,3555,5284,8286,6253,627,570,285,475,,76,,t3_shieldbreaker|t3_finalstring
early,10,b2,blue,jungle,刺客,youming,early,0,1,5,1,3104,9772,8487,410,9.59,17.33,,2,1,1,2,2,514,626,133,356,3714,5606,8263,6253,171,570,285,,907,76,,t3_finalstring
early,10,b3,blue,mid,法師,leiming,early,0,0,2,0,8668,13229,8567,413.9,10.05,19.27,,2,0,1,2,2,1599,615,442,917,3859,5645,7792,6253,988,,,475,,76,,t3_psyward
early,10,b4,blue,adc,射手,siwang,early,0,5,3,0,13881,10439,10695,516.7,11.88,17.52,20.53,3,0,1,2,3,609,123,1721,195,3669,5503,10471,6253,579,2850,,712,,76,,t3_shieldbreaker|t3_rendspear
early,10,b5,blue,sup,坦克,tiemu,early,0,0,0,0,4968,16178,9626,465,6.92,12.45,17.24,3,1,2,3,3,177,395,422,46,4677,7195,9402,6253,294,,,237,,76,2541,t3_calmveil|t3_thornmail
early,10,r1,red,top,戰士,langwang,standard,1,0,1,2,10088,16685,9207,444.8,9.3,16.87,,2,1,1,2,2,557,793,1248,557,3707,6323,8698,6253,1045,,570,285,51,494,,t3_shieldbreaker|t3_finalstring
early,10,r2,red,jungle,刺客,youming,standard,1,2,1,0,7656,9176,10582,511.2,8.51,16.33,20.68,3,1,1,2,3,611,2389,1522,102,3811,7239,9902,6253,95,1140,,522,1397,494,,t3_finalstring
early,10,r3,red,mid,法師,leiming,standard,1,0,2,0,14598,11208,8178,395.1,11.27,19.9,,2,0,1,2,2,1371,224,119,627,3631,5674,7669,6253,636,,,285,,494,,t3_psyward
early,10,r4,red,adc,射手,siwang,standard,1,7,2,0,17045,8250,13099,632.8,9.07,15.66,18.05,3,1,1,3,3,528,1780,1210,1298,3878,7460,12590,6253,1045,3990,,997,,304,,t3_shieldbreaker|t3_rendspear
early,10,r5,red,sup,坦克,tiemu,standard,1,2,1,0,4986,14138,11698,565.1,6.88,11.8,16.29,4,1,2,3,4,614,1114,1209,398,5114,8354,11189,6253,256,1140,,760,,494,2285,t3_calmveil|t3_thornmail
early,11,b1,blue,top,戰士,rongyan,standard,0,0,3,0,9547,18401,7250,387.4,8.83,17.2,,2,1,1,,2,481,86,,300,3631,5436,,,,,,,,,,t3_shieldbreaker|t3_finalstring
early,11,b2,blue,jungle,刺客,yueying,standard,0,0,1,1,2397,6527,7304,390.3,11.26,17.86,,2,0,1,,2,1815,168,,304,3745,5798,,,,,,,,,,t3_finalstring
early,11,b3,blue,mid,法師,haixiao,standard,0,1,2,1,11805,11431,8428,450.3,10.58,16.99,,2,0,1,,2,1675,168,,298,3935,6348,,,,,,,,,,t3_psyward
early,11,b4,blue,adc,射手,maestro,standard,0,3,0,1,10293,8832,8945,477.9,10.56,16.77,,2,0,1,,2,1370,534,,364,3530,5734,,,,,,,,,,t3_shieldbreaker|t3_rendspear
early,11,b5,blue,sup,坦克,suishan,standard,0,2,0,0,4504,15873,9792,523.2,6.5,13.05,16.16,3,1,2,,3,417,322,,211,4617,7702,,,,,,,,,,t3_calmveil|t3_thornmail
early,11,r1,red,top,戰士,rongyan,early,1,2,0,0,10467,15622,9087,485.5,8.48,14.43,,2,1,2,,2,216,294,,437,4366,7444,,,,,,,,,,t3_shieldbreaker|t3_finalstring
early,11,r2,red,jungle,刺客,yueying,early,1,1,1,1,5435,8007,9688,517.6,8.83,14.45,,2,1,2,,2,321,418,,1307,4701,8018,,,,,,,,,,t3_finalstring
early,11,r3,red,mid,法師,haixiao,early,1,1,2,0,12837,8633,8089,432.2,10.67,18.31,,2,0,1,,2,1555,575,,539,3815,5905,,,,,,,,,,t3_psyward
early,11,r4,red,adc,射手,maestro,early,1,0,3,0,7900,6790,7545,403.1,11.8,,,1,0,1,,1,647,60,,1864,3707,5740,,,,,,,,,,t3_shieldbreaker|t3_rendspear
early,11,r5,red,sup,坦克,suishan,early,1,2,0,0,6059,13019,10487,560.3,6.63,12.68,15.81,3,1,2,,3,1616,1282,,507,5216,8522,,,,,,,,,,t3_calmveil|t3_thornmail
early,12,b1,blue,top,戰士,embercoil,early,0,0,4,0,9719,24308,8224,375.2,9.83,17.94,,2,1,1,2,2,105,483,530,643,3555,5313,7460,6253,655,,,475,,76,,t3_shieldbreaker|t3_finalstring
early,12,b2,blue,jungle,刺客,yeiren,early,0,1,4,0,4245,10240,9061,413.4,7.45,16.71,,2,1,1,2,2,23,676,430,981,4353,6256,8160,6253,456,570,,,804,76,,t3_finalstring
early,12,b3,blue,mid,法師,leiming,early,0,0,4,0,15867,13203,8718,397.8,10.75,21.13,,2,0,1,1,2,1561,957,941,267,3821,5807,7441,6253,874,,,237,,76,,t3_psyward
early,12,b4,blue,adc,射手,liuxing,early,0,7,3,0,18825,11616,12309,561.6,12.96,17.17,20.27,3,0,1,2,3,600,1471,1085,1328,3660,5721,9835,6253,750,2280,,475,,76,,t3_shieldbreaker|t3_rendspear
early,12,b5,blue,sup,輔助,mingyunyindao,early,0,0,0,0,5596,13270,9620,438.9,8.07,12.37,18.42,3,1,2,3,3,642,388,696,580,4592,6938,8856,6253,228,,,237,,76,2061,t3_calmveil
early,12,r1,red,top,戰士,embercoil,standard,1,7,0,1,19860,27623,13376,610.3,8.78,14.14,17.48,4,1,2,3,4,1674,616,477,396,5474,7716,11877,6253,1026,3420,285,665,,228,,t3_shieldbreaker|t3_finalstring
early,12,r2,red,jungle,刺客,yeiren,standard,1,1,0,4,8192,8969,10780,491.9,8.6,14.34,20.4,3,1,2,2,3,106,461,1384,1129,4436,7111,9714,6253,266,570,855,190,1352,228,,t3_finalstring
early,12,r3,red,mid,法師,leiming,standard,1,2,4,0,12540,13579,10789,492.3,11.51,16.73,,2,0,1,2,2,1257,457,137,1388,3517,5607,9417,6253,988,570,,1377,,228,,t3_psyward
early,12,r4,red,adc,射手,liuxing,standard,1,5,4,2,13601,8412,11761,536.6,10.93,17.18,21.7,3,0,1,2,3,1690,439,1193,381,3850,5819,9743,6253,839,1710,285,427,,228,,t3_shieldbreaker|t3_rendspear
early,12,r5,red,sup,輔助,mingyunyindao,standard,1,0,0,0,4834,12601,11131,507.9,7.38,13.81,16.22,4,1,2,3,4,1359,186,1162,431,4459,6916,10202,6253,110,,,1140,,228,2470,t3_calmveil
early,13,b1,blue,top,坦克,ironclad,standard,1,1,2,0,8149,22383,9301,425.3,7.99,15.82,20.32,3,1,1,2,3,827,776,1265,450,3777,6076,8495,6253,950,570,,380,,342,,t3_calmveil|t3_thornmail
early,13,b2,blue,jungle,刺客,sting,standard,1,0,2,1,4283,8432,9320,426.2,9.45,16.52,,2,1,1,2,2,543,648,831,1240,3743,6228,8431,6253,297,,285,380,873,342,,t3_finalstring
