config,seed,pid,side,role,arch,heroId,strategy,won,k,d,a,dmg,taken_approx,gold,goldPerMin,t3_1_min,t3_2_min,t3_3_min,t3Count,completed10,completed15,completed20,completedEnd,unspent10,unspent15,unspent20,unspentEnd,earned10,earned15,earned20,earned20_passive,earned20_minion,earned20_kill,earned20_assist,earned20_tower,earned20_camp,earned20_objective,earned20_tithe,counterPlanned
standard,2,b1,blue,top,戰士,cinderfist,standard,0,0,4,0,7111,17072,7236,382.7,9.15,18.37,,2,1,1,,2,552,122,,36,3702,5422,,,,,,,,,,t3_shieldbreaker|t3_finalstring
standard,2,b2,blue,jungle,戰士,chichuan,standard,0,0,1,0,3492,14066,7643,404.2,8.62,16.5,,2,1,1,,2,284,447,,312,4034,5997,,,,,,,,,,t3_shieldbreaker|t3_finalstring
standard,2,b3,blue,mid,法師,ronghuo,standard,0,1,5,0,9913,12641,8066,426.6,11.24,16.5,,2,0,1,,2,1402,732,,66,3662,6112,,,,,,,,,,t3_psyward
standard,2,b4,blue,adc,射手,leiting,standard,0,0,1,0,9625,8979,7093,375.1,11.02,16.8,,2,0,1,,2,1522,589,,842,3682,5739,,,,,,,,,,t3_shieldbreaker|t3_rendspear
standard,2,b5,blue,sup,輔助,linghun,standard,0,0,1,0,3314,13197,9096,481.1,6.58,12.15,15.73,3,1,2,,3,364,193,,636,4664,7223,,,,,,,,,,t3_calmveil
standard,2,r1,red,top,戰士,cinderfist,standard,1,5,0,0,13094,18437,11129,588.6,8.13,11.8,17.37,3,1,2,,3,1316,336,,329,5116,8036,,,,,,,,,,t3_shieldbreaker|t3_finalstring
standard,2,r2,red,jungle,戰士,chichuan,standard,1,4,0,3,8390,10376,11788,623.4,7.19,13.72,16.52,3,1,2,,3,300,1240,,1338,5430,9490,,,,,,,,,,t3_shieldbreaker|t3_finalstring
standard,2,r3,red,mid,法師,ronghuo,standard,1,1,0,1,8984,9495,9249,489.2,11.63,17.27,,2,0,1,,2,1602,316,,199,3862,6816,,,,,,,,,,t3_psyward
standard,2,r4,red,adc,射手,leiting,standard,1,2,0,2,15043,6790,9599,507.7,11.01,16.87,,2,0,1,,2,1622,746,,699,3782,6426,,,,,,,,,,t3_shieldbreaker|t3_rendspear
standard,2,r5,red,sup,輔助,linghun,standard,1,0,1,1,2932,7795,10452,552.8,6.93,11.64,18.19,3,1,2,,3,850,1068,,1221,4850,8098,,,,,,,,,,t3_calmveil
standard,3,b1,blue,top,戰士,leimingcf,standard,0,4,4,0,11899,32261,11288,477.8,8.57,16.63,22.3,3,1,1,2,3,572,462,250,308,3722,5942,8850,6582,580,1200,,300,27,160,,t3_shieldbreaker|t3_finalstring
standard,3,b2,blue,jungle,戰士,jufeng,standard,0,0,3,1,5947,18872,10563,447.1,8.45,15.43,22.08,3,1,1,2,3,896,1275,379,413,3996,6705,8929,6582,330,,300,466,1089,160,,t3_shieldbreaker|t3_finalstring
standard,3,b3,blue,mid,法師,gambler,standard,0,0,5,0,15841,14015,9165,387.9,10.54,19.53,,2,0,1,2,2,1676,326,396,114,3936,6226,7946,6582,850,,,300,54,160,,t3_psyward
standard,3,b4,blue,adc,射手,liangzi,standard,0,8,8,3,27825,10661,14327,606.5,10.77,16.84,19.88,4,0,1,3,4,1462,929,69,727,3622,6609,10389,6582,480,2400,300,466,,160,,t3_shieldbreaker|t3_rendspear
standard,3,b5,blue,sup,輔助,shiguang,standard,0,0,4,4,5202,18454,13023,551.2,6.07,12.94,14.99,4,1,3,3,4,714,50,695,1643,4664,8050,9925,6582,120,,300,466,,160,2295,t3_calmveil
standard,3,r1,red,top,戰士,leimingcf,standard,1,5,1,1,15059,27601,13921,589.2,8.68,15.28,18.53,4,1,1,3,4,672,1402,1742,1120,3822,6882,12122,6582,720,3000,,1500,,320,,t3_shieldbreaker|t3_finalstring
standard,3,r2,red,jungle,戰士,jufeng,standard,1,2,1,1,11060,17549,11730,496.5,9.69,15.28,19.18,3,1,1,3,3,304,1244,496,800,4054,6674,10046,6582,360,1200,300,,1284,320,,t3_shieldbreaker|t3_finalstring
standard,3,r3,red,mid,法師,gambler,standard,1,4,1,1,23411,13927,13431,568.5,9.93,20.23,22.03,3,1,1,1,3,302,252,2412,1830,4152,6152,8912,6582,1210,,300,500,,320,,t3_psyward
standard,3,r4,red,adc,射手,liangzi,standard,1,13,6,0,36265,11566,17611,745.4,9.48,16.86,19.88,5,1,1,3,5,602,612,232,2010,3952,5812,10712,6582,910,2400,,500,,320,,t3_shieldbreaker|t3_rendspear
standard,3,r5,red,sup,輔助,shiguang,standard,1,0,3,5,8797,16766,14140,598.5,7.08,11.67,16.18,5,1,2,3,5,1724,774,1851,939,4824,7324,11081,6582,200,,900,500,,320,2578,t3_calmveil
standard,4,b1,blue,top,戰士,dadi2,standard,0,0,3,0,5596,17720,7270,392.3,9.08,16.91,,2,1,1,,2,612,172,,320,3762,5522,,,,,,,,,,t3_shieldbreaker|t3_finalstring
standard,4,b2,blue,jungle,戰士,langwang,standard,0,0,6,0,4904,16316,7232,390.2,8.26,17.48,,2,1,1,,2,782,168,,152,3882,5768,,,,,,,,,,t3_shieldbreaker|t3_finalstring
standard,4,b3,blue,mid,法師,ronghuo,standard,0,1,5,0,10904,12296,7620,411.2,10.15,16.03,,2,0,1,,2,2272,972,,90,4532,6352,,,,,,,,,,t3_psyward
standard,4,b4,blue,adc,射手,shengyan,standard,0,0,7,0,10305,9532,7280,392.8,9.93,17.96,,2,1,1,,2,442,812,,380,3792,5592,,,,,,,,,,t3_shieldbreaker|t3_rendspear
standard,4,b5,blue,sup,坦克,dadi,standard,0,0,5,0,4432,16812,9364,505.3,6.78,12.85,17.08,3,1,2,,3,584,122,,384,4784,7222,,,,,,,,,,t3_calmveil|t3_thornmail
standard,4,r1,red,top,戰士,dadi2,standard,1,12,0,0,14549,15014,16180,873,7.76,11.71,14.13,4,1,3,,4,292,352,,3150,5522,10002,,,,,,,,,,t3_shieldbreaker|t3_finalstring
standard,4,r2,red,jungle,戰士,langwang,standard,1,6,0,3,9133,10482,13284,716.7,7.46,12.97,14.76,3,1,3,,3,192,357,,2483,4892,10437,,,,,,,,,,t3_shieldbreaker|t3_finalstring
standard,4,r3,red,mid,法師,ronghuo,standard,1,1,1,4,13866,8442,9647,520.5,10.41,16.61,,2,0,1,,2,1499,939,,366,3759,6839,,,,,,,,,,t3_psyward
standard,4,r4,red,adc,射手,shengyan,standard,1,6,0,5,17966,8389,13421,724.1,8.72,14.75,17.02,3,1,2,,3,869,199,,1620,4219,7819,,,,,,,,,,t3_shieldbreaker|t3_rendspear
standard,4,r5,red,sup,坦克,dadi,standard,1,1,0,9,6594,12326,11837,638.7,7.48,11.61,14.56,4,1,3,,4,250,179,,537,5600,9559,,,,,,,,,,t3_calmveil|t3_thornmail
standard,5,b1,blue,top,戰士,ronggang,standard,0,3,0,0,11675,22555,10146,483.3,7.77,14.92,20.91,3,1,2,2,3,462,272,572,66,5162,7372,9172,6582,730,1200,,500,,160,,t3_shieldbreaker|t3_finalstring
standard,5,b2,blue,jungle,戰士,tielian,standard,0,0,2,0,6342,14534,8216,391.4,9.43,17.69,,2,1,1,2,2,704,410,652,986,3804,5840,7882,6582,420,,,,720,160,,t3_shieldbreaker|t3_finalstring
standard,5,b3,blue,mid,法師,gambler,standard,0,0,1,1,14118,11844,8536,406.6,10.93,18.67,,2,0,1,2,2,1662,472,332,206,3922,5802,8182,6582,840,,100,500,,160,,t3_psyward
standard,5,b4,blue,adc,射手,mirrorshot,standard,0,4,2,1,16741,8373,10794,514.2,9.77,17.67,,2,1,1,2,2,416,486,940,1894,3766,6166,9840,6582,590,1800,100,500,108,160,,t3_shieldbreaker|t3_rendspear
standard,5,b5,blue,sup,輔助,mantra,standard,0,0,1,2,5521,15509,10267,489.1,6.69,12.35,17.18,3,1,2,3,3,934,344,594,1227,4934,7374,9634,6582,220,,100,500,,160,2071,t3_calmveil
standard,5,r1,red,top,戰士,ronggang,standard,1,1,0,0,13407,22312,10349,493,8.18,16.73,19.38,3,1,1,3,3,712,762,216,269,3862,6242,9816,6582,933,600,,1300,,400,,t3_shieldbreaker|t3_finalstring
standard,5,r2,red,jungle,戰士,tielian,standard,1,3,0,0,8694,13743,11472,546.5,6.96,14.29,19.79,3,1,2,3,3,276,615,344,1021,4806,7965,10794,6582,413,1800,,300,1298,400,,t3_shieldbreaker|t3_finalstring
standard,5,r3,red,mid,法師,gambler,standard,1,1,2,1,19468,12023,10109,481.6,10.71,16.93,,2,0,1,2,2,1362,832,176,709,3622,7032,9576,6582,543,600,150,1300,,400,,t3_psyward
standard,5,r4,red,adc,射手,mirrorshot,standard,1,1,3,0,13711,7209,9156,436.2,10.74,20.02,,2,0,1,1,2,1262,602,2342,1206,3422,5682,8022,6582,240,,,800,,400,,t3_shieldbreaker|t3_rendspear
standard,5,r5,red,sup,輔助,mantra,standard,1,0,2,2,5484,11905,10413,496,6.99,12.83,15.66,3,1,2,3,3,364,519,649,1182,4664,7549,9879,6582,150,,450,300,,400,1996,t3_calmveil
standard,6,b1,blue,top,戰士,jingci,standard,0,0,3,1,16338,31404,10441,432.3,8.57,17.49,,2,1,1,2,2,732,302,202,2210,3882,5782,8432,6582,920,,150,500,,280,,t3_shieldbreaker|t3_finalstring
standard,6,b2,blue,jungle,戰士,greymantle,standard,0,0,5,0,9358,19930,9682,400.9,8.7,17.5,23.96,3,1,1,2,3,300,626,350,132,4050,6056,8180,6582,290,,,,1027,280,,t3_shieldbreaker|t3_finalstring
standard,6,b3,blue,mid,法師,ronghuo,standard,0,1,6,0,14043,16699,10681,442.3,10.33,18.54,23.93,3,0,1,2,3,1682,242,302,330,3942,5842,8152,6582,1040,,,250,,280,,t3_psyward
standard,6,b4,blue,adc,射手,hanbing,standard,0,8,7,0,30185,11484,13987,579.2,9.58,17.26,19.65,4,1,1,3,4,562,532,152,1067,3912,5912,10152,6582,840,2400,,250,,80,,t3_shieldbreaker|t3_rendspear
standard,6,b5,blue,sup,輔助,xuemai,standard,0,0,5,2,4601,19632,13239,548.2,6.84,11.66,15.35,4,1,2,3,4,214,834,1451,1788,4814,7564,10491,6582,270,,150,500,,280,2708,t3_calmveil
standard,6,r1,red,top,戰士,jingci,standard,1,2,0,2,18851,26105,12211,505.6,9.62,15.77,21.09,3,1,1,2,3,532,1182,796,1710,3682,6662,9096,6582,673,600,600,300,,340,,t3_shieldbreaker|t3_finalstring
standard,6,r2,red,jungle,戰士,greymantle,standard,1,7,1,2,16456,16770,15780,653.4,8.57,13.36,17.66,3,1,2,3,3,766,431,1224,4430,3866,8381,12574,6582,286,3600,150,300,1315,340,,t3_shieldbreaker|t3_finalstring
standard,6,r3,red,mid,法師,ronghuo,standard,1,6,4,1,17414,15645,13881,574.8,10.3,16.76,21.66,3,0,1,2,3,1562,172,772,1800,3822,6672,10172,6582,700,1800,300,550,,240,,t3_psyward
standard,6,r4,red,adc,射手,hanbing,standard,1,11,3,1,36609,10956,17831,738.3,10.36,16.92,20.11,5,0,1,2,5,1526,896,2396,2230,3686,6576,11296,6582,623,2400,300,1050,,340,,t3_shieldbreaker|t3_rendspear
standard,6,r5,red,sup,輔助,xuemai,standard,1,0,1,3,4214,13590,12912,534.7,5.53,13.41,14.88,4,1,3,3,4,770,117,1494,1531,4720,7817,10724,6582,316,,450,300,,340,2734,t3_calmveil
standard,7,b1,blue,top,戰士,longyi,standard,0,0,2,0,10613,18524,7728,387.8,9.72,18.16,,2,1,1,,2,472,422,,97,3622,5472,,,,,,,,,,t3_shieldbreaker|t3_finalstring
standard,7,b2,blue,jungle,刺客,jingxiang,standard,0,0,4,0,5893,8226,8168,409.9,8.86,16.34,,2,1,1,,2,1005,594,,388,4205,6224,,,,,,,,,,t3_finalstring
standard,7,b3,blue,mid,法師,haixiao,standard,0,0,3,0,10280,11400,8092,406.1,9.81,19.28,,2,1,1,,2,92,412,,541,3942,5742,,,,,,,,,,t3_psyward
standard,7,b4,blue,adc,射手,xuanfeng,standard,0,2,4,0,10865,8039,8548,429,9.84,19.29,,2,1,1,,2,212,322,,927,3562,5402,,,,,,,,,,t3_shieldbreaker|t3_rendspear
standard,7,b5,blue,sup,坦克,longji,standard,0,0,1,0,3799,12842,10311,517.5,7.18,12.53,,2,1,2,,2,315,1345,,2631,4815,7245,,,,,,,,,,t3_calmveil|t3_thornmail
standard,7,r1,red,top,戰士,longyi,standard,1,1,0,1,10635,20051,10048,504.3,9.42,16.29,,2,1,1,,2,872,1102,,1397,4022,6632,,,,,,,,,,t3_shieldbreaker|t3_finalstring
standard,7,r2,red,jungle,刺客,jingxiang,standard,1,4,1,2,7568,9161,12268,615.7,7.42,14.66,17.65,3,1,2,,3,269,961,,2088,4169,8141,,,,,,,,,,t3_finalstring
standard,7,r3,red,mid,法師,haixiao,standard,1,0,0,0,6907,10280,8874,445.4,10.94,19.39,,2,0,1,,2,1572,692,,424,3832,6592,,,,,,,,,,t3_psyward
standard,7,r4,red,adc,射手,xuanfeng,standard,1,5,1,3,13069,6776,13184,661.7,10.68,15.48,16.46,3,0,1,,3,1762,3352,,1384,3922,9032,,,,,,,,,,t3_shieldbreaker|t3_rendspear
standard,7,r5,red,sup,坦克,longji,standard,1,4,0,1,6025,16219,13069,655.9,6.56,12.55,15.18,4,1,2,,4,890,1710,,869,4790,8950,,,,,,,,,,t3_calmveil|t3_thornmail
standard,8,b1,blue,top,戰士,chichuan,standard,1,0,4,0,9608,25516,10567,445.1,9.28,16.78,23.58,3,1,1,2,3,672,432,299,336,3822,6082,8029,6582,706,,,500,,240,,t3_shieldbreaker|t3_finalstring
standard,8,b2,blue,jungle,刺客,guihuo,standard,1,1,5,0,5777,10844,10364,436.5,8.82,18.23,22.43,3,1,1,2,3,700,562,1096,384,3900,5892,8576,6582,360,600,,,793,240,,t3_finalstring
standard,8,b3,blue,mid,法師,leiming,standard,1,5,3,0,24405,15249,12977,546.6,10.28,17.27,21.73,3,0,1,2,3,1732,602,939,876,3992,5932,9819,6582,1196,1800,,,,240,,t3_psyward
standard,8,b4,blue,adc,射手,dawnstrike,standard,1,6,4,0,18240,14202,12916,544,10.39,16.26,20.92,3,0,1,2,3,1661,151,308,2115,3821,5951,9058,6582,731,1200,,250,54,240,,t3_shieldbreaker|t3_rendspear
standard,8,b5,blue,sup,坦克,thornwall,standard,1,0,3,0,6710,22153,12393,522,9.03,12.68,17.73,4,1,2,3,4,569,319,1295,1032,4769,7419,10875,6582,165,,,1250,,240,2637,t3_calmveil|t3_thornmail
standard,8,r1,red,top,戰士,chichuan,standard,0,5,1,2,13093,27380,13370,563.1,8.47,14.83,18.96,4,1,2,3,4,72,222,422,340,4222,7372,10072,6582,570,1200,600,800,,320,,t3_shieldbreaker|t3_finalstring
standard,8,r2,red,jungle,刺客,guihuo,standard,0,4,1,0,9804,12288,13270,558.9,8.97,14.93,18.48,4,1,2,3,4,440,60,944,470,4340,7540,10944,6582,310,1800,,300,1632,320,,t3_finalstring
standard,8,r3,red,mid,法師,leiming,standard,0,3,2,2,20671,13372,12000,505.4,10.71,14.93,,2,0,2,2,2,1712,62,742,2600,3972,7612,9792,6582,1090,1200,300,300,,320,,t3_psyward
standard,8,r4,red,adc,射手,dawnstrike,standard,0,6,6,0,18028,10594,12590,530.3,10.05,17.73,21.93,3,0,1,2,3,1512,852,942,1210,3672,6532,9492,6582,490,1800,,300,,320,,t3_shieldbreaker|t3_rendspear
standard,8,r5,red,sup,坦克,thornwall,standard,0,1,2,3,6848,18069,12591,530.3,6.83,12.59,17.77,4,1,2,3,4,284,243,1183,390,4734,7483,10083,6582,180,,300,800,,320,1900,t3_calmveil|t3_thornmail
standard,9,b1,blue,top,戰士,xueyue,standard,0,1,3,0,11518,29381,11387,448.3,9.07,15.15,23.39,3,1,1,2,3,732,1272,272,407,3882,6752,8572,6582,850,600,,300,,240,,t3_shieldbreaker|t3_finalstring
standard,9,b2,blue,jungle,刺客,jiansheng,standard,0,2,4,0,6139,15008,11830,465.7,8.56,17.9,21.59,3,1,1,2,3,764,755,793,749,3964,6335,9123,6582,180,600,,300,1220,240,,t3_finalstring
standard,9,b3,blue,mid,法師,haixiao,standard,0,6,7,0,17938,16757,13377,526.7,10.26,18.88,22.68,3,0,1,2,3,1622,332,52,897,3882,6082,8502,6582,780,600,,300,,240,,t3_psyward
standard,9,b4,blue,adc,射手,yanfeng,standard,0,13,4,1,49480,12685,18247,718.4,10.27,16.51,19.77,5,0,1,3,5,1642,982,362,2647,3802,6662,10842,6582,820,2400,,800,,240,,t3_shieldbreaker|t3_rendspear
standard,9,b5,blue,sup,輔助,shengming,standard,0,0,5,4,5894,22605,12732,501.2,6.89,11.49,15.92,4,1,2,3,4,744,457,1107,1281,4744,7487,10147,6582,170,,300,800,,240,2054,t3_calmveil
standard,9,r1,red,top,戰士,xueyue,standard,1,5,4,0,16311,32282,14205,559.2,8.89,17.02,21.23,4,1,1,2,4,722,232,1206,1224,3872,5712,9206,6582,890,600,,1000,54,80,,t3_shieldbreaker|t3_finalstring
standard,9,r2,red,jungle,刺客,jiansheng,standard,1,3,3,0,9514,13441,12808,504.2,8.67,15.51,22.21,4,1,1,2,4,102,1900,1184,57,4432,7480,9514,6582,200,1200,,,1452,80,,t3_finalstring
standard,9,r3,red,mid,法師,haixiao,standard,1,3,5,1,19731,15728,13001,511.8,11.12,18.9,23.45,3,0,1,2,3,1482,382,452,520,3742,5982,8302,6582,840,,300,500,,80,,t3_psyward
standard,9,r4,red,adc,射手,yanfeng,standard,1,12,6,1,49245,12495,18261,718.9,9.59,17.33,20.78,5,1,1,2,5,382,232,792,2660,3732,5612,9692,6582,830,1200,,1000,,80,,t3_shieldbreaker|t3_rendspear
standard,9,r5,red,sup,輔助,shengming,standard,1,0,4,1,4227,17557,11749,462.6,6.53,11.55,16.51,4,1,2,3,4,1044,974,61,868,4744,7224,9101,6582,240,,,,,80,2198,t3_calmveil
standard,10,b1,blue,top,戰士,langwang,standard,1,2,1,2,14331,27499,12108,492,8.67,17.18,21.84,3,1,1,2,3,592,522,682,657,3742,6052,9332,6582,520,600,450,700,,480,,t3_shieldbreaker|t3_finalstring
standard,10,b2,blue,jungle,刺客,youming,standard,1,2,2,3,9640,11004,12651,514.1,8.38,15.77,20.09,3,1,1,2,3,103,1436,1610,1521,4003,7066,9990,6582,220,600,750,200,1158,480,,t3_finalstring
standard,10,b3,blue,mid,法師,leiming,standard,1,7,2,1,21562,14741,15441,627.5,10.52,16.48,21.26,4,0,1,2,4,1676,436,746,1041,3936,6936,10146,6582,1033,1200,150,700,,480,,t3_psyward
standard,10,b4,blue,adc,射手,siwang,standard,1,10,2,1,34717,9359,15991,649.8,10.94,15.5,18.99,5,0,1,3,5,1602,922,382,391,3762,6602,11282,6582,620,3000,150,450,,480,,t3_shieldbreaker|t3_rendspear
standard,10,b5,blue,sup,坦克,tiemu,standard,1,0,1,1,7411,22849,14369,583.9,7.2,12.66,15.78,4,1,2,3,4,924,964,879,2168,4824,8204,10859,6582,206,,,950,54,480,2586,t3_calmveil|t3_thornmail
standard,10,r1,red,top,戰士,langwang,standard,0,0,3,0,7322,27265,9931,403.6,9.19,19.09,,2,1,1,2,2,512,512,462,1651,3662,6042,8262,6582,680,,,1000,,0,,t3_shieldbreaker|t3_finalstring
standard,10,r2,red,jungle,刺客,youming,standard,0,1,6,2,9509,15413,11414,463.8,7.99,16.18,20.26,3,1,1,2,3,512,995,1327,533,4412,6625,9457,6582,233,600,450,,1591,0,,t3_finalstring
standard,10,r3,red,mid,法師,leiming,standard,0,1,3,1,18864,15715,10731,436.1,10.78,17.49,23.98,3,0,1,2,3,1622,242,492,381,3882,6442,9002,6582,1020,600,300,500,,0,,t3_psyward
standard,10,r4,red,adc,射手,siwang,standard,0,3,8,0,17295,10418,10821,439.7,10.78,21.77,24.54,3,0,1,1,3,1332,452,1232,41,3492,5232,6912,6582,330,,,,,0,,t3_shieldbreaker|t3_rendspear
standard,10,r5,red,sup,坦克,tiemu,standard,0,3,1,1,8714,29456,13246,538.3,6.78,11.78,15.7,4,1,2,4,4,520,1190,117,1865,5320,8430,11017,6582,256,1200,150,500,,0,2328,t3_calmveil|t3_thornmail
standard,11,b1,blue,top,戰士,rongyan,standard,0,0,2,0,7910,21953,8742,409.1,9.95,16.99,,2,1,1,2,2,632,452,202,662,3782,6102,8282,6582,620,,,1000,,80,,t3_shieldbreaker|t3_finalstring
standard,11,b2,blue,jungle,刺客,yueying,standard,0,0,7,0,5190,11300,8541,399.7,9.02,16.95,,2,1,1,2,2,816,706,248,891,4016,6036,7898,6582,280,,,,955,80,,t3_finalstring
standard,11,b3,blue,mid,法師,haixiao,standard,0,2,3,0,20021,14473,9956,466,10.07,15.73,,2,0,1,2,2,1722,1252,616,1076,3982,6982,9496,6582,1080,1200,,500,54,80,,t3_psyward
standard,11,b4,blue,adc,射手,maestro,standard,0,2,4,0,11586,11380,9542,446.6,9.36,19.06,,2,1,1,2,2,382,292,962,1092,3732,5492,8482,6582,720,600,,500,,80,,t3_shieldbreaker|t3_rendspear
standard,11,b5,blue,sup,坦克,suishan,standard,0,1,1,0,5234,19518,10933,511.7,6.93,13.08,15,3,1,3,3,3,194,94,893,1352,4694,8294,10473,6582,300,600,,500,,80,2410,t3_calmveil|t3_thornmail
standard,11,r1,red,top,戰士,rongyan,standard,1,3,0,0,8984,21547,11595,542.7,9.2,14.49,18.67,3,1,2,3,3,712,232,352,565,3862,7082,10902,6582,740,1800,,1300,,480,,t3_shieldbreaker|t3_finalstring
standard,11,r2,red,jungle,刺客,yueying,standard,1,5,0,0,10231,10326,13135,614.7,7.47,12.57,17.29,4,1,2,3,4,450,405,1940,335,5130,8305,12420,6582,300,3000,,466,1591,480,,t3_finalstring
standard,11,r3,red,mid,法師,haixiao,standard,1,1,1,3,12843,11342,10505,491.7,9.99,15.88,,2,1,1,2,2,262,692,432,1105,4112,7192,9832,6582,970,600,900,300,,480,,t3_psyward
standard,11,r4,red,adc,射手,maestro,standard,1,5,4,0,23347,9139,12619,590.6,10.24,17.17,20.6,3,0,1,2,3,1732,599,1859,1718,3892,6279,10759,6582,930,1800,,966,,480,,t3_shieldbreaker|t3_rendspear
standard,11,r5,red,sup,坦克,suishan,standard,1,3,0,3,6972,16414,13460,630,7.81,11.65,14.54,4,1,3,4,4,1244,370,567,1260,5444,9270,12767,6582,220,1800,900,466,,480,2318,t3_calmveil|t3_thornmail
standard,12,b1,blue,top,戰士,embercoil,standard,0,1,1,0,11951,25069,10038,448.6,9.03,17.27,21.78,3,1,1,2,3,562,100,237,138,3712,5580,8467,6582,696,,,1000,27,160,,t3_shieldbreaker|t3_finalstring
standard,12,b2,blue,jungle,刺客,yeiren,standard,0,0,5,0,4921,11161,8884,397.1,8.68,17.28,,2,1,1,2,2,897,556,336,804,4097,6136,8066,6582,33,,,,1290,160,,t3_finalstring
standard,12,b3,blue,mid,法師,leiming,standard,0,1,4,1,16133,12645,9296,415.5,11.09,19.22,,2,0,1,2,2,1577,137,254,695,3837,6337,8104,6582,761,600,,,,160,,t3_psyward
standard,12,b4,blue,adc,射手,liuxing,standard,0,9,4,1,27816,11777,14624,653.6,8.68,16.92,18.6,4,1,1,3,4,582,1012,1006,1024,3932,6692,11326,6582,783,3000,300,500,,160,,t3_shieldbreaker|t3_rendspear
standard,12,b5,blue,sup,輔助,mingyunyindao,standard,0,0,0,1,4383,12699,10666,476.7,7.42,13.38,17.83,3,1,2,3,3,449,164,974,1625,4749,7194,9554,6582,244,,,500,,160,2066,t3_calmveil
standard,12,r1,red,top,戰士,embercoil,standard,1,5,0,0,13168,25342,12981,580.1,10.04,15.68,18.73,4,0,1,3,4,1832,1322,302,180,3882,6802,10682,6582,1000,1800,,900,,400,,t3_shieldbreaker|t3_finalstring
standard,12,r2,red,jungle,刺客,yeiren,standard,1,1,2,1,9974,11416,11272,503.8,8.02,14.83,19.02,3,1,2,3,3,303,91,479,191,4153,7221,10129,6582,180,600,300,400,1666,400,,t3_finalstring
standard,12,r3,red,mid,法師,leiming,standard,1,2,4,0,15561,14091,10451,467.1,10.17,18.95,,2,0,1,2,2,1592,302,402,1400,3852,6232,8852,6582,870,600,,400,,400,,t3_psyward
standard,12,r4,red,adc,射手,liuxing,standard,1,5,4,1,12849,8188,12381,553.3,10.14,16.92,20.47,3,0,1,2,3,1642,262,1882,580,3802,5942,10782,6582,700,2400,300,400,,400,,t3_shieldbreaker|t3_rendspear
standard,12,r5,red,sup,輔助,mingyunyindao,standard,1,1,1,2,6596,14593,12709,568,6.68,12.18,15.23,4,1,2,4,4,1034,961,651,1259,4734,7991,11051,6582,170,600,,1400,,400,1898,t3_calmveil
standard,13,b1,blue,top,坦克,ironclad,standard,0,1,4,1,8513,19591,9315,434.8,9.66,16.38,20.32,3,1,1,2,3,172,452,1126,384,3722,5502,8756,6582,773,600,300,500,,0,,t3_calmveil|t3_thornmail
