config,seed,strategySide,over,duration_min,winner,strategyWon,kills,kills10,kills15,kills20,bK,rK,towers_blue_down,towers_red_down,towers20,blue_lane_cleared_min,red_lane_cleared_min,stall_min,guards_down_end,blue_nexus_hp_end,red_nexus_hp_end,dragons,barons,lastTowerFall_min,team_t3_20,rejected,violations,conservationFails,wallMs
standard,19,,1,19.93,red,,13,0,4,,1,12,10,4,,,,,2,-75,7200,3,2,19.87,0,0,0,0,5466
standard,20,,1,20.56,red,,17,2,7,15,2,15,11,6,15,19.98,,,2,-343,7200,4,2,20.41,10,0,0,0,5575
standard,21,,1,21.92,red,,20,1,6,14,3,17,10,5,8,,,,2,-420,7200,3,2,21.87,9.5,0,0,0,5934
standard,22,,1,24.23,blue,,31,1,4,15,10,21,6,10,13,,,,2,7200,-481,4,3,24.14,10.5,0,0,0,6335
standard,23,,1,21.08,red,,12,1,4,10,2,10,9,5,11,,,,2,-2615,7200,2,2,21.04,8.5,0,0,0,5808
standard,24,,1,25.55,blue,,28,1,5,13,18,10,6,11,12,,23.16,,2,7200,-265,3,3,25.53,8,0,0,0,6532
standard,25,,1,19.94,red,,20,3,8,,3,17,11,5,,18.25,,,2,-717,7200,3,2,19.87,0,0,0,0,5160
standard,26,,1,26.14,red,,33,2,3,13,5,28,11,8,11,22.68,,,2,-143,7200,5,3,26.12,10.5,0,0,0,6931
standard,27,,1,20.42,red,,14,1,2,14,6,8,9,6,12,,,,2,-570,7200,3,2,20.38,9,0,0,0,5441
standard,28,,1,22.42,blue,,31,2,7,21,14,17,5,9,8,,,,2,7200,-1139,3,2,22.37,10,0,0,0,5996
standard,29,,1,23.9,red,,26,0,2,11,13,13,10,6,11,,,,2,-1461,7200,3,3,23.86,10,0,0,0,6560
standard,30,,1,23.23,red,,24,1,3,13,7,17,11,7,15,20.15,,,2,-1162,7200,3,2,23.17,9,0,0,0,6688
standard,31,,1,22.42,blue,,15,1,6,12,7,8,5,11,9,,21.28,,2,7200,-101,3,2,22.38,9,0,0,0,6305
standard,32,,1,24.39,red,,28,1,4,13,8,20,9,4,9,,,,2,-2086,7200,4,3,23.93,9,0,0,0,6397
standard,33,,1,21.88,red,,13,3,4,11,2,11,10,4,9,,,,2,-373,7200,3,2,21.83,9.5,0,0,0,6091
standard,34,,1,18.75,red,,14,0,5,,5,9,8,2,,,,,2,-517,7200,2,2,18.73,0,0,0,0,5386
standard,35,,1,39.35,red,,104,2,4,14,43,61,11,9,14,25.56,25.3,13.79,2,-6805,7200,6,5,39.34,9,0,0,0,9509
standard,36,,1,22.36,red,,19,0,4,12,4,15,10,4,11,,,,2,-484,7200,3,2,22.23,9,0,0,0,6052
standard,37,,1,17.52,blue,,8,0,4,,5,3,3,10,,,,,2,7200,-47,3,2,17.38,0,0,0,0,4989
standard,38,,1,20.88,blue,,18,0,1,13,9,9,7,10,14,,,,2,7200,-1365,3,2,20.83,9.5,0,0,0,5609
standard,39,,1,23.71,blue,,36,2,4,20,19,17,4,10,8,,,,2,7200,-552,4,2,23.66,9.5,0,0,0,6149
standard,40,,1,22.5,red,,23,0,4,12,7,16,9,6,12,,,,2,-165,7200,3,2,22.41,8.5,0,0,0,5609
standard,41,,1,21.39,red,,19,0,3,14,7,12,10,6,13,,,,2,-986,7200,4,2,21.33,9,0,0,0,5148
standard,42,,1,21.7,red,,16,1,8,15,7,9,10,4,10,,,,2,-104,7200,3,2,21.67,10,0,0,0,5420
standard,43,,1,20.38,red,,10,0,1,10,0,10,11,4,12,18.81,,,2,-507,7200,3,2,20.33,8.5,0,0,0,5192
standard,44,,1,22.27,red,,20,1,4,10,5,15,8,6,11,,,,2,-607,7200,4,3,22.21,8,0,0,0,5581
standard,45,,1,21.43,red,,11,2,5,11,4,7,10,6,14,,,,2,-1052,7200,3,2,21.38,9.5,0,0,0,5463
standard,46,,1,25.13,blue,,36,0,5,18,12,24,7,10,9,,,,2,7200,-789,3,3,25.09,11,0,0,0,6419
standard,47,,1,22.99,red,,20,1,5,11,6,14,10,8,11,,,,2,-247,7200,3,2,22.91,7.5,0,0,0,5910
standard,48,,1,26.95,blue,,42,0,3,14,24,18,5,10,11,,,,2,7200,-921,3,3,26.88,9,0,0,0,6585
standard,49,,1,23.72,red,,24,2,5,16,7,17,10,7,9,,,,2,-531,7200,4,3,23.62,9.5,0,0,0,5950
standard,50,,1,23.42,blue,,30,3,7,22,9,21,6,9,10,,,,2,7200,-824,4,3,23.38,10,0,0,0,5793
standard,51,,1,23.37,red,,27,0,5,17,11,16,10,7,9,,,,2,-1373,7200,3,2,23.33,8,0,0,0,5984
standard,52,,1,21.39,red,,24,3,10,19,3,21,10,4,10,,,,2,-986,7200,3,2,21.33,10,0,0,0,5075
standard,53,,1,20.24,red,,13,0,5,12,5,8,9,3,10,,,,2,-244,7200,2,2,20.16,9.5,0,0,0,5119
standard,54,,1,20.45,blue,,19,2,9,16,9,10,5,9,12,,,,2,7200,-962,3,2,20.38,9,0,0,0,4981
standard,55,,1,24.69,blue,,31,0,4,12,14,17,8,10,8,,,,2,7200,-302,4,3,24.65,9,0,0,0,6042
standard,56,,1,23.65,blue,,26,0,3,12,8,18,8,10,9,,,,2,7200,-481,3,3,23.6,8,0,0,0,5742
standard,57,,1,21.86,red,,25,5,9,22,2,23,10,4,9,,,,2,-71,7200,3,3,21.83,9.5,0,0,0,5343
standard,58,,1,22.83,red,,21,1,7,14,4,17,9,6,12,,,,2,-1443,7200,4,3,22.81,10,0,0,0,5387
standard,59,,1,24.63,red,,32,1,7,16,12,20,10,6,9,,,,2,-235,7200,3,2,24.59,9,0,0,0,5738
standard,60,,1,19.14,red,,12,1,5,,0,12,10,4,,,,,2,-721,7200,3,2,19.06,0,0,0,0,4764
standard,61,,1,23.63,blue,,29,1,7,16,5,24,7,6,10,,,,2,7200,-1096,4,3,23.58,10,0,0,0,5508
standard,62,,1,23.85,red,,29,2,5,15,9,20,10,7,14,,,,2,-2993,7200,4,3,23.83,11,0,0,0,5849
standard,63,,1,19.01,red,,8,0,3,,2,6,9,4,,,,,2,-314,7200,2,2,18.88,0,0,0,0,4848
standard,64,,1,24.45,red,,27,0,3,13,7,20,11,7,10,22.19,,,2,-35,7200,4,3,24.4,10,0,0,0,5894
standard,65,,1,25.62,red,,32,1,2,9,9,23,10,7,12,,,,2,-333,7200,3,3,25.6,8,0,0,0,6072
standard,66,,1,20.38,red,,18,2,6,18,3,15,11,7,16,19.6,,,2,-507,7200,3,2,20.33,10,0,0,0,4848
standard,67,,1,22.82,red,,17,0,4,10,9,8,8,6,9,,,,2,-144,7200,3,3,22.72,9.5,0,0,0,5646
standard,68,,1,23.85,red,,25,2,8,14,2,23,10,4,8,,,,2,-85,7200,4,3,23.83,10,0,0,0,5733
standard,69,,1,20.66,red,,19,1,7,17,4,15,9,5,12,,,,2,-226,7200,3,2,20.6,10.5,0,0,0,4953
standard,70,,1,22.91,red,,24,5,8,15,7,17,11,6,8,21.72,,,2,-179,7200,3,2,22.87,10,0,0,0,5487
standard,71,,1,22.5,blue,,28,2,8,15,19,9,6,9,10,,,,2,7200,-165,4,2,22.41,9,0,0,0,5355
standard,72,,1,24.91,red,,31,1,3,14,13,18,10,5,10,,,,2,-547,7200,3,2,24.88,10,0,0,0,5737
standard,73,,1,21.58,red,,20,1,5,14,3,17,10,5,11,,,,2,-2657,7200,4,3,21.55,9.5,0,0,0,5134
standard,74,,1,20.64,red,,14,1,7,14,7,7,9,4,11,,,,2,-200,7200,2,1,20.58,9.5,0,0,0,5004
standard,75,,1,23.87,red,,25,0,1,9,10,15,11,8,11,23.36,,,2,-95,7200,4,3,23.83,9,0,0,0,5625
standard,76,,1,22.01,red,,13,0,1,8,1,12,10,4,11,,,,2,-20,7200,3,2,21.91,8.5,0,0,0,5174
standard,77,,1,22.47,red,,19,1,4,12,2,17,10,5,9,,,,2,-143,7200,4,3,22.4,9,0,0,0,5409
standard,78,,1,20.43,red,,15,2,5,15,3,12,9,4,11,,,,2,-581,7200,3,2,20.37,9.5,0,0,0,5071
standard,79,,1,22.22,blue,,21,2,5,10,12,9,6,9,12,,,,2,7200,-833,3,2,22.15,9,0,0,0,5491
standard,80,,1,21.87,red,,18,3,6,14,5,13,9,7,14,,,,2,-289,7200,3,2,21.73,9.5,0,0,0,5235
standard,81,,1,18.68,red,,16,1,7,,5,11,8,4,,,,,2,-209,7200,4,2,18.42,0,0,0,0,4522
standard,82,,1,23.22,red,,27,3,6,15,6,21,10,5,13,,,,2,-1151,7200,3,2,23.16,9,0,0,0,5465
standard,83,,1,21.88,red,,20,2,4,14,6,14,11,7,12,20.29,,,2,-373,7200,4,2,21.83,10,0,0,0,5210
standard,84,,1,23.88,red,,31,2,8,16,9,22,9,7,12,,,,2,-1428,7200,3,2,23.83,10,0,0,0,5518
standard,85,,1,20.23,blue,,13,1,3,13,2,11,6,8,12,,,,2,7200,-223,3,2,20.14,9.5,0,0,0,4864
standard,86,,1,22.23,blue,,21,0,4,16,10,11,6,9,11,,,,2,7200,-845,3,2,22.16,9.5,0,0,0,5232
standard,87,,1,21.53,red,,26,1,9,22,4,22,11,5,13,20.01,,,2,-258,7200,3,2,21.41,9.5,0,0,0,5098
standard,88,,1,21.53,red,,18,1,4,14,7,11,9,8,12,,,,2,-258,7200,4,2,21.41,10,0,0,0,5078
standard,89,,1,25.39,red,,32,0,1,12,14,18,10,8,10,,,,2,-1092,7200,5,3,25.36,9,0,0,0,5718
standard,90,,1,23.11,red,,33,3,9,20,3,30,11,4,10,22.96,,,2,-556,7200,4,3,23.08,9.5,0,0,0,5395
standard,91,,1,21.93,blue,,15,0,2,9,7,8,6,10,12,,,,2,7200,-432,3,2,21.88,7.5,0,0,0,5322
standard,92,,1,22.14,red,,22,0,3,14,15,7,9,8,12,,,,2,-740,7200,4,2,22.09,10.5,0,0,0,5201
standard,93,,1,24.18,red,,35,1,2,15,19,16,10,6,8,,,,2,-1152,7200,3,2,24.15,9.5,0,0,0,5833
standard,94,,1,19.61,red,,14,2,8,,2,12,9,5,,,,,2,-5,7200,3,2,19.61,0,0,0,0,4728
standard,95,,1,17.91,red,,13,3,8,,3,10,8,2,,,,,2,-953,7200,2,2,17.85,0,0,0,0,4455
standard,96,,1,26.19,blue,,34,0,2,12,16,18,8,9,8,,,,2,7200,-170,4,3,26.13,8,0,0,0,6271
standard,97,,1,23.46,blue,,33,2,7,15,13,20,7,9,11,,,,2,7200,-245,3,2,23.46,9,0,0,0,5391
standard,98,,1,25.36,red,,35,1,6,15,15,20,10,7,10,,,,2,-2706,7200,3,2,25.33,9.5,0,0,0,5852
standard,99,,1,26.39,red,,39,1,6,14,12,27,11,7,10,25.58,,,2,-2278,7200,4,3,26.36,8,0,0,0,6134
standard,100,,1,27.12,red,,44,2,5,16,12,32,10,9,12,,26.93,,2,-1947,7200,5,4,27.1,9,0,0,0,6088
standard,101,,1,26.42,blue,,42,1,5,16,12,30,8,9,10,,,,2,7200,-411,3,3,26.39,9,0,0,0,5874
standard,102,,1,30.82,blue,,54,1,7,14,27,27,8,11,6,,29.36,,2,7200,-631,4,3,30.8,9,0,0,0,6912
standard,103,,1,22.38,red,,18,1,3,10,2,16,9,5,10,,,,2,-1078,7200,4,3,22.33,9,0,0,0,5395
standard,104,,1,23.42,red,,22,3,6,11,6,16,10,6,10,,,,2,-824,7200,4,3,23.38,9.5,0,0,0,5810
standard,105,,1,23.91,red,,21,1,3,9,8,13,10,6,13,,,,2,-1472,7200,4,2,23.87,9,0,0,0,5543
standard,106,,1,22.38,red,,18,0,4,12,0,18,10,5,12,,,,2,-1090,7200,3,2,22.33,9.5,0,0,0,5194
standard,107,,1,22.56,red,,25,2,5,14,5,20,11,7,13,22.48,,,2,-1045,7200,3,3,22.53,9.5,0,0,0,5342
standard,108,,1,21.64,red,,25,1,7,22,8,17,9,6,13,,,,2,-38,7200,3,2,21.59,10,0,0,0,5294
standard,109,,1,20.91,red,,13,2,5,10,2,11,10,5,10,,,,2,-232,7200,3,2,20.85,9,0,0,0,5046
standard,110,,1,22.42,red,,15,0,4,8,7,8,10,6,10,,,,2,-1139,7200,3,2,22.37,8,0,0,0,5607
standard,111,,1,20.43,red,,10,3,7,10,0,10,11,5,13,19.55,,,2,-581,7200,3,2,20.37,9,0,0,0,5320
standard,112,,1,23.27,blue,,24,0,2,10,16,8,6,10,11,,,,2,7200,-744,3,3,23.22,9,0,0,0,5905
standard,113,,1,21.43,red,,18,1,4,15,5,13,10,5,10,,,,2,-1039,7200,4,2,21.37,9.5,0,0,0,5324
standard,114,,1,23.81,red,,23,1,6,11,3,20,11,6,11,23.14,,,2,-23,7200,3,3,23.77,8,0,0,0,5861
standard,115,,1,21.46,red,,18,0,4,13,3,15,11,6,12,20.05,,,2,-640,7200,3,2,21.38,9,0,0,0,5721
standard,116,,1,21.38,blue,,15,0,1,8,10,5,3,9,10,,,,2,7200,-38,3,2,21.23,9,0,0,0,5784
standard,117,,1,39.92,red,,100,1,7,16,40,60,11,9,9,23.1,25.78,14.13,2,-7364,7200,6,5,39.91,9.5,0,0,0,9278
standard,118,,1,20.73,red,,16,3,6,14,2,14,10,4,12,,,,2,-309,7200,4,2,20.64,10.5,0,0,0,5519
standard,119,,1,25.41,red,,29,0,1,10,17,12,11,7,13,24.81,,,2,-1105,7200,5,3,25.37,10,0,0,0,6533
standard,120,,1,19.45,red,,14,2,5,,3,11,10,4,,,,,2,-128,7200,3,2,19.38,0,0,0,0,4918
standard,121,,1,20.88,blue,,18,1,7,17,7,11,5,10,13,,,,2,7200,-103,3,2,20.72,9.5,0,0,0,5428
standard,122,,1,41.13,red,,105,0,2,10,50,55,10,7,11,,,,2,-10753,7200,6,5,41.12,9,0,0,0,9058
standard,123,,1,20.43,blue,,11,1,5,10,3,8,5,9,12,,,,2,7200,-581,3,2,20.37,9.5,0,0,0,5161
standard,124,,1,24.21,blue,,22,2,3,11,13,9,8,10,13,,,,2,7200,-1174,4,2,24.16,10,0,0,0,6078
standard,125,,1,17.94,red,,14,4,11,,1,13,9,3,,,,,2,-224,7200,4,2,17.83,0,0,0,0,4615
standard,126,,1,18.98,blue,,12,1,5,,3,9,5,9,,,,,2,7200,-305,2,2,18.9,0,0,0,0,4670
standard,127,,1,24.38,blue,,34,2,7,17,12,22,7,8,11,,,,2,7200,-682,4,3,24.38,9,0,0,0,5565
standard,128,,1,22.42,red,,20,0,6,12,8,12,9,5,11,,,,2,-1139,7200,4,2,22.37,9,0,0,0,5513
standard,129,,1,22.22,red,,19,1,4,13,0,19,11,4,12,21.63,,,2,-833,7200,4,2,22.15,9.5,0,0,0,5365
standard,130,,1,36.88,red,,100,1,3,14,32,68,11,9,10,25.91,23.21,10.98,2,-4496,7200,7,5,36.88,8.5,0,0,0,7992
standard,131,,1,22.89,red,,24,1,5,15,10,14,10,5,7,,,,2,-726,7200,3,2,22.85,8,0,0,0,5633
standard,132,,1,21.87,red,,27,3,7,20,6,21,10,4,12,,,,2,-289,7200,3,2,21.73,9,0,0,0,5336
standard,133,,1,21.04,blue,,15,1,2,13,9,6,5,10,11,,,,2,7200,-363,3,2,21,9.5,0,0,0,5096
standard,134,,1,22.43,red,,26,6,8,18,2,24,11,4,10,20.56,,,2,-1151,7200,3,2,22.38,9.5,0,0,0,5315
standard,135,,1,19.93,red,,17,3,6,,0,17,11,4,,18.79,,,2,-687,7200,3,2,19.85,0,0,0,0,4861
standard,136,,1,28.35,red,,58,3,11,22,19,39,11,6,9,25.92,,,2,-2423,7200,5,3,28.33,9,0,0,0,6294
standard,137,,1,22.01,red,,22,0,5,18,1,21,10,5,12,,,,2,-20,7200,3,2,21.91,9,0,0,0,5344
standard,138,,1,27.34,blue,,36,3,4,16,8,28,7,11,7,,24.74,,2,7200,-277,4,3,27.32,8.5,0,0,0,6443
standard,139,,1,21.9,red,,20,0,2,10,11,9,9,6,10,,,,2,-1349,7200,3,2,21.85,8.5,0,0,0,5640
standard,140,,1,22.4,blue,,22,2,9,17,11,11,7,10,9,,,,2,7200,-30,3,2,22.28,8.5,0,0,0,5795
standard,141,,1,22.37,red,,20,1,4,14,1,19,10,6,9,,,,2,-1066,7200,4,3,22.32,8.5,0,0,0,5641
standard,142,,1,25.63,red,,29,0,2,8,7,22,10,7,10,,,,2,-1362,7200,3,3,25.59,8.5,0,0,0,6309
standard,143,,1,21.67,red,,19,0,3,14,4,15,9,4,11,,,,2,-809,7200,3,3,21.63,8.5,0,0,0,5232
standard,144,,1,22.38,blue,,25,3,9,21,14,11,5,10,11,,,,2,7200,-9,3,2,22.27,10,0,0,0,5690
standard,145,,1,22.38,red,,17,2,8,11,5,12,10,8,11,,,,2,-1090,7200,3,2,22.36,9,0,0,0,5589
standard,146,,1,23.78,red,,25,0,7,15,6,19,11,6,11,21.54,,,2,-612,7200,3,2,23.68,9.5,0,0,0,6081
standard,147,,1,21.43,red,,22,3,10,19,2,20,11,6,11,20.6,,,2,-1039,7200,4,2,21.37,8.5,0,0,0,5262
standard,148,,1,20.43,red,,13,0,5,13,2,11,11,6,15,19.73,,,2,-918,7200,3,2,20.36,9.5,0,0,0,5216
standard,149,,1,21.73,blue,,19,0,6,12,7,12,6,10,10,,,,2,7200,-138,3,2,21.66,9.5,0,0,0,5406
standard,150,,1,21.43,red,,17,4,7,14,8,9,11,6,14,20.14,,,2,-1039,7200,3,2,21.37,10,0,0,0,5487
standard,151,,1,20.26,red,,13,0,5,13,3,10,10,5,12,,,,2,-264,7200,3,2,20.17,9,0,0,0,5076
standard,152,,1,20.97,red,,17,1,3,12,3,14,10,4,11,,,,2,-694,7200,3,2,20.88,8,0,0,0,5386
standard,153,,1,26.38,blue,,48,0,4,19,22,26,7,11,12,,24.49,,2,7200,-2268,4,3,26.35,10.5,0,0,0,6552
standard,154,,1,20.43,red,,20,1,6,19,1,19,11,2,11,19.98,,,2,-567,7200,3,2,20.36,10,0,0,0,5195
standard,155,,1,21.92,red,,25,1,6,16,1,24,11,2,9,21.5,,,2,-420,7200,3,2,21.87,9,0,0,0,5350
standard,156,,1,21.39,blue,,15,1,3,10,5,10,6,9,9,,,,2,7200,-986,4,2,21.33,9,0,0,0,5172
standard,157,,1,22.5,red,,24,2,8,17,4,20,10,6,10,,,,2,-165,7200,3,2,22.41,9.5,0,0,0,5266
standard,158,,1,22.64,red,,21,1,6,11,7,14,11,7,11,22.31,,,2,-1473,7200,3,2,22.59,8,0,0,0,5422
standard,159,,1,24.73,blue,,31,2,5,13,21,10,7,8,9,,,,2,7200,-1092,3,3,24.68,9.5,0,0,0,5813
standard,160,,1,21.98,blue,,21,0,5,16,10,11,7,9,10,,,,2,7200,-1,3,2,21.9,9.5,0,0,0,5537
standard,161,,1,21.43,red,,15,1,3,11,8,7,11,5,12,21.17,,,2,-1039,7200,3,2,21.38,8.5,0,0,0,5118
standard,162,,1,22.38,red,,19,1,3,13,8,11,10,5,10,,,,2,-1090,7200,3,2,22.33,9.5,0,0,0,5401
standard,163,,1,20.89,red,,19,1,3,14,3,16,9,5,12,,,,2,-1617,7200,3,3,20.83,10,0,0,0,5084
standard,164,,1,19.37,red,,12,3,5,,1,11,7,5,,,,,2,-1954,7200,2,2,19.33,0,0,0,0,4689
standard,165,,1,21.64,blue,,17,0,6,12,10,7,6,10,13,,,,2,7200,-38,3,2,21.59,9.5,0,0,0,5147
standard,166,,1,23.63,blue,,32,1,5,20,22,10,7,10,12,,,,2,7200,-1107,3,2,23.59,10.5,0,0,0,5401
standard,167,,1,27.61,blue,,36,3,6,15,18,18,8,11,9,,23.75,,2,7200,-521,4,3,27.58,9,0,0,0,6412
standard,168,,1,22.88,red,,18,2,5,12,1,17,11,5,10,21.18,,,2,-138,7200,4,2,22.83,9.5,0,0,0,5398
standard,169,,1,26.35,blue,,39,0,3,18,20,19,8,11,10,,23.28,,2,7200,-3171,5,3,26.32,9,0,0,0,6183
standard,170,,1,22.91,blue,,24,1,7,19,10,14,7,11,13,,21.64,,2,7200,-179,3,2,22.87,9.5,0,0,0,5458
standard,171,,1,19.94,blue,,16,3,6,,7,9,3,10,,,,,2,7200,-717,3,2,19.87,0,0,0,0,4894
standard,172,,1,22.01,red,,16,0,4,10,10,6,9,4,8,,,,2,-20,7200,3,2,21.91,8.5,0,0,0,5352
standard,173,,1,22.01,red,,20,0,2,11,6,14,9,5,10,,,,2,-20,7200,3,2,21.91,8,0,0,0,5126
standard,174,,1,20.49,red,,19,1,6,18,8,11,8,6,12,,,,2,-315,7200,3,2,20.41,9.5,0,0,0,4859
standard,175,,1,20.43,blue,,20,1,4,20,16,4,4,9,11,,,,2,7200,-581,3,2,20.37,10.5,0,0,0,4956
standard,176,,1,20.43,red,,15,3,7,15,5,10,9,3,10,,,,2,-581,7200,3,2,20.37,9.5,0,0,0,4875
standard,177,,1,25.24,red,,37,3,6,15,17,20,9,6,10,,,,2,-1726,7200,3,3,25.2,8.5,0,0,0,5979
standard,178,,1,20.72,red,,20,2,10,16,7,13,9,5,12,,,,2,-296,7200,2,2,20.63,9,0,0,0,5120
standard,179,,1,24.63,red,,35,2,7,19,13,22,9,5,9,,,,2,-235,7200,3,2,24.59,10,0,0,0,5789
standard,180,,1,21.88,red,,21,3,5,12,5,16,11,7,14,20.38,,,2,-1310,7200,3,2,21.83,9.5,0,0,0,5124
standard,181,,1,24.33,red,,37,0,7,18,16,21,10,8,11,,,,2,-587,7200,3,2,24.23,9,0,0,0,5726
standard,182,,1,18.86,red,,9,0,2,,1,8,7,0,,,,,2,-303,7200,2,2,18.82,0,0,0,0,4742
standard,183,,1,25.38,blue,,36,1,3,17,23,13,7,10,10,,,,2,7200,-1189,4,3,24.92,9.5,0,0,0,5765
standard,184,,1,18.59,red,,9,0,6,,2,7,7,2,,,,,2,-137,7200,2,1,18.41,0,0,0,0,4561
standard,185,,1,18.68,red,,14,0,4,,2,12,9,2,,,,,2,-209,7200,3,2,18.42,0,0,0,0,4515
standard,186,,1,24.18,red,,41,3,10,23,8,33,10,6,12,,,,2,-1993,7200,4,3,24.16,9.5,0,0,0,5239
standard,187,,1,23.13,red,,24,4,8,13,4,20,10,6,14,,,,2,-1050,7200,5,2,23.09,9.5,0,0,0,5344
standard,188,,1,25.84,red,,37,4,8,18,17,20,9,5,11,,,,2,-711,7200,3,2,25.77,10,0,0,0,5847
standard,189,,1,20.43,red,,12,0,2,10,5,7,10,4,11,,,,2,-567,7200,3,2,20.36,9,0,0,0,4757
standard,190,,1,20.08,red,,7,1,2,7,2,5,9,6,15,,,,2,-212,7200,3,2,19.91,7.5,0,0,0,4756
standard,191,,1,27.32,red,,38,2,6,14,13,25,11,8,11,24.7,,,2,-254,7200,4,3,27.29,8.5,0,0,0,6120
standard,192,,1,21.87,blue,,23,2,4,14,5,18,6,8,12,,,,2,7200,-289,3,2,21.73,9.5,0,0,0,5232
standard,193,,1,22.58,red,,26,1,8,19,4,22,11,4,11,22.58,,,2,-4613,7200,4,3,22.58,9.5,0,0,0,5272
standard,194,,1,17.91,red,,11,2,8,,2,9,8,3,,,,,2,-4170,7200,2,2,17.88,0,0,0,0,4472
standard,195,,1,23.21,red,,33,1,6,21,13,20,10,6,10,,,,2,-1139,7200,4,2,23.15,10.5,0,0,0,5180
standard,196,,1,22.42,red,,30,2,9,22,1,29,11,6,10,20.97,,,2,-1139,7200,3,2,22.37,10.5,0,0,0,5129
standard,197,,1,23.44,red,,22,0,5,15,6,16,11,7,9,21.07,,,2,-2725,7200,3,2,23.4,9,0,0,0,5165
standard,198,,1,20.93,red,,23,6,10,17,2,21,10,3,11,,,,2,-258,7200,4,2,20.87,11,0,0,0,4520
standard,199,,1,24.86,red,,37,0,3,14,18,19,11,8,8,23.91,,,2,-2030,7200,4,2,24.83,10,0,0,0,4279
standard,200,,1,23.61,blue,,35,1,9,19,18,17,6,11,9,,23.36,,2,7200,-6187,4,3,23.58,10.5,0,0,0,4100
