config,seed,pid,side,role,arch,heroId,strategy,won,k,d,a,dmg,taken_approx,gold,goldPerMin,t3_1_min,t3_2_min,t3_3_min,t3Count,completed10,completed15,completed20,completedEnd,unspent10,unspent15,unspent20,unspentEnd,earned10,earned15,earned20,earned20_passive,earned20_minion,earned20_kill,earned20_assist,earned20_tower,earned20_camp,earned20_objective,earned20_tithe,counterPlanned
off,3,r4,red,adc,射手,liangzi,,1,0,1,1,8984,10071,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,3,r5,red,sup,輔助,shiguang,,1,2,1,3,7259,11834,600,22.8,,,,0,,,,,,,,,,,,,,,,,,0,,
off,4,b1,blue,top,戰士,dadi2,,1,5,1,1,10900,18304,1500,61.5,,,,0,,,,,,,,,,,,,,,,,,0,,
off,4,b2,blue,jungle,戰士,langwang,,1,2,2,5,8647,11380,1150,47.1,,,,0,,,,,,,,,,,,,,,,,,0,,
off,4,b3,blue,mid,法師,ronghuo,,1,2,3,2,11960,11582,600,24.6,,,,0,,,,,,,,,,,,,,,,,,0,,
off,4,b4,blue,adc,射手,shengyan,,1,3,3,1,14431,8947,954,39.1,,,,0,,,,,,,,,,,,,,,,,,0,,
off,4,b5,blue,sup,坦克,dadi,,1,1,5,1,4469,14503,300,12.3,,,,0,,,,,,,,,,,,,,,,,,0,,
off,4,r1,red,top,戰士,dadi2,,0,3,3,1,8994,18607,900,36.9,,,,0,,,,,,,,,,,,,,,,,,0,,
off,4,r2,red,jungle,戰士,langwang,,0,4,1,1,10415,13780,1985,81.3,,,,0,,,,,,,,,,,,,,,,,,0,,
off,4,r3,red,mid,法師,ronghuo,,0,2,1,0,12588,12745,600,24.6,,,,0,,,,,,,,,,,,,,,,,,0,,
off,4,r4,red,adc,射手,shengyan,,0,1,2,1,12861,9670,300,12.3,,,,0,,,,,,,,,,,,,,,,,,0,,
off,4,r5,red,sup,坦克,dadi,,0,4,6,0,5616,15987,1200,49.2,,,,0,,,,,,,,,,,,,,,,,,0,,
off,5,b1,blue,top,戰士,ronggang,,1,2,2,0,6616,17324,600,24.8,,,,0,,,,,,,,,,,,,,,,,,0,,
off,5,b2,blue,jungle,戰士,tielian,,1,5,0,0,7682,12950,1960,81.1,,,,0,,,,,,,,,,,,,,,,,,0,,
off,5,b3,blue,mid,法師,gambler,,1,1,2,2,12202,13318,300,12.4,,,,0,,,,,,,,,,,,,,,,,,0,,
off,5,b4,blue,adc,射手,mirrorshot,,1,2,0,4,13955,9540,600,24.8,,,,0,,,,,,,,,,,,,,,,,,0,,
off,5,b5,blue,sup,輔助,mantra,,1,1,0,5,4077,10769,300,12.4,,,,0,,,,,,,,,,,,,,,,,,0,,
off,5,r1,red,top,戰士,ronggang,,0,3,2,0,10487,19129,954,39.5,,,,0,,,,,,,,,,,,,,,,,,0,,
off,5,r2,red,jungle,戰士,tielian,,0,0,2,0,5465,9839,850,35.2,,,,0,,,,,,,,,,,,,,,,,,0,,
off,5,r3,red,mid,法師,gambler,,0,1,1,2,13903,11680,300,12.4,,,,0,,,,,,,,,,,,,,,,,,0,,
off,5,r4,red,adc,射手,mirrorshot,,0,0,2,1,9948,9072,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,5,r5,red,sup,輔助,mantra,,0,0,4,2,4109,9960,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,6,b1,blue,top,戰士,jingci,,1,1,0,0,7784,17671,300,12.8,,,,0,,,,,,,,,,,,,,,,,,0,,
off,6,b2,blue,jungle,戰士,greymantle,,1,0,0,2,6222,9913,696,29.6,,,,0,,,,,,,,,,,,,,,,,,0,,
off,6,b3,blue,mid,法師,ronghuo,,1,1,1,0,11103,11954,300,12.8,,,,0,,,,,,,,,,,,,,,,,,0,,
off,6,b4,blue,adc,射手,hanbing,,1,1,2,0,7773,8253,300,12.8,,,,0,,,,,,,,,,,,,,,,,,0,,
off,6,b5,blue,sup,輔助,xuemai,,1,0,0,1,4639,10613,54,2.3,,,,0,,,,,,,,,,,,,,,,,,0,,
off,6,r1,red,top,戰士,jingci,,0,1,1,0,7860,16564,336,14.3,,,,0,,,,,,,,,,,,,,,,,,0,,
off,6,r2,red,jungle,戰士,greymantle,,0,1,0,1,7116,11249,1196,50.9,,,,0,,,,,,,,,,,,,,,,,,0,,
off,6,r3,red,mid,法師,ronghuo,,0,0,0,1,9590,11213,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,6,r4,red,adc,射手,hanbing,,0,1,1,1,9506,8360,318,13.5,,,,0,,,,,,,,,,,,,,,,,,0,,
off,6,r5,red,sup,輔助,xuemai,,0,0,1,1,5087,9687,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,7,b1,blue,top,戰士,longyi,,1,0,1,2,9676,16043,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,7,b2,blue,jungle,刺客,jingxiang,,1,2,0,0,5765,10018,1285,53.9,,,,0,,,,,,,,,,,,,,,,,,0,,
off,7,b3,blue,mid,法師,haixiao,,1,2,1,1,12903,11851,600,25.2,,,,0,,,,,,,,,,,,,,,,,,0,,
off,7,b4,blue,adc,射手,xuanfeng,,1,1,3,0,9275,9098,300,12.6,,,,0,,,,,,,,,,,,,,,,,,0,,
off,7,b5,blue,sup,坦克,longji,,1,1,1,0,5173,12949,300,12.6,,,,0,,,,,,,,,,,,,,,,,,0,,
off,7,r1,red,top,戰士,longyi,,0,2,1,1,10704,17906,600,25.2,,,,0,,,,,,,,,,,,,,,,,,0,,
off,7,r2,red,jungle,刺客,jingxiang,,0,1,1,0,6219,9414,983,41.3,,,,0,,,,,,,,,,,,,,,,,,0,,
off,7,r3,red,mid,法師,haixiao,,0,0,2,1,12781,10435,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,7,r4,red,adc,射手,xuanfeng,,0,2,1,0,11873,9475,600,25.2,,,,0,,,,,,,,,,,,,,,,,,0,,
off,7,r5,red,sup,坦克,longji,,0,1,1,1,4294,12276,300,12.6,,,,0,,,,,,,,,,,,,,,,,,0,,
off,8,b1,blue,top,戰士,chichuan,,0,1,2,0,9416,21040,300,11.1,,,,0,,,,,,,,,,,,,,,,,,0,,
off,8,b2,blue,jungle,刺客,guihuo,,0,2,5,1,7296,12895,1249,46.4,,,,0,,,,,,,,,,,,,,,,,,0,,
off,8,b3,blue,mid,法師,leiming,,0,0,4,0,12246,14938,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,8,b4,blue,adc,射手,dawnstrike,,0,0,4,0,11960,10472,18,0.7,,,,0,,,,,,,,,,,,,,,,,,0,,
off,8,b5,blue,sup,坦克,thornwall,,0,1,7,0,5799,16948,300,11.1,,,,0,,,,,,,,,,,,,,,,,,0,,
off,8,r1,red,top,戰士,chichuan,,1,7,0,2,12594,19812,2154,80,,,,0,,,,,,,,,,,,,,,,,,0,,
off,8,r2,red,jungle,刺客,guihuo,,1,6,0,1,9236,11674,2647,98.2,,,,0,,,,,,,,,,,,,,,,,,0,,
off,8,r3,red,mid,法師,leiming,,1,4,0,8,23100,12699,1200,44.5,,,,0,,,,,,,,,,,,,,,,,,0,,
off,8,r4,red,adc,射手,dawnstrike,,1,3,2,1,14368,10498,900,33.4,,,,0,,,,,,,,,,,,,,,,,,0,,
off,8,r5,red,sup,坦克,thornwall,,1,2,2,3,6042,15281,600,22.3,,,,0,,,,,,,,,,,,,,,,,,0,,
off,9,b1,blue,top,戰士,xueyue,,0,1,2,0,9191,18207,300,12.4,,,,0,,,,,,,,,,,,,,,,,,0,,
off,9,b2,blue,jungle,刺客,jiansheng,,0,0,2,0,4276,10680,631,26.1,,,,0,,,,,,,,,,,,,,,,,,0,,
off,9,b3,blue,mid,法師,haixiao,,0,2,2,0,11325,12752,600,24.9,,,,0,,,,,,,,,,,,,,,,,,0,,
off,9,b4,blue,adc,射手,yanfeng,,0,0,1,0,8664,9220,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,9,b5,blue,sup,輔助,shengming,,0,1,3,2,4746,11758,300,12.4,,,,0,,,,,,,,,,,,,,,,,,0,,
off,9,r1,red,top,戰士,xueyue,,1,7,0,0,11756,19050,2100,87,,,,0,,,,,,,,,,,,,,,,,,0,,
off,9,r2,red,jungle,刺客,jiansheng,,1,1,1,2,7143,10280,1120,46.4,,,,0,,,,,,,,,,,,,,,,,,0,,
off,9,r3,red,mid,法師,haixiao,,1,1,1,1,10569,11335,300,12.4,,,,0,,,,,,,,,,,,,,,,,,0,,
off,9,r4,red,adc,射手,yanfeng,,1,1,1,0,10286,7225,300,12.4,,,,0,,,,,,,,,,,,,,,,,,0,,
off,9,r5,red,sup,輔助,shengming,,1,0,1,2,4820,10065,54,2.2,,,,0,,,,,,,,,,,,,,,,,,0,,
off,10,b1,blue,top,戰士,langwang,,0,1,2,0,8440,18176,300,12.8,,,,0,,,,,,,,,,,,,,,,,,0,,
off,10,b2,blue,jungle,刺客,youming,,0,2,4,0,6287,10003,1258,53.8,,,,0,,,,,,,,,,,,,,,,,,0,,
off,10,b3,blue,mid,法師,leiming,,0,0,1,1,9816,12928,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,10,b4,blue,adc,射手,siwang,,0,0,1,1,10453,9121,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,10,b5,blue,sup,坦克,tiemu,,0,0,2,1,5307,14042,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,10,r1,red,top,戰士,langwang,,1,6,0,0,10602,16000,1800,77.1,,,,0,,,,,,,,,,,,,,,,,,0,,
off,10,r2,red,jungle,刺客,youming,,1,3,0,0,7233,10125,1566,67,,,,0,,,,,,,,,,,,,,,,,,0,,
off,10,r3,red,mid,法師,leiming,,1,0,2,2,10631,11414,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,10,r4,red,adc,射手,siwang,,1,0,0,1,10765,7042,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,10,r5,red,sup,坦克,tiemu,,1,1,1,2,5307,12415,300,12.8,,,,0,,,,,,,,,,,,,,,,,,0,,
off,11,b1,blue,top,戰士,rongyan,,1,3,2,0,13382,21810,900,31.9,,,,0,,,,,,,,,,,,,,,,,,0,,
off,11,b2,blue,jungle,刺客,yueying,,1,2,1,0,8629,13437,1232,43.7,,,,0,,,,,,,,,,,,,,,,,,0,,
off,11,b3,blue,mid,法師,haixiao,,1,4,4,1,14283,14836,1200,42.6,,,,0,,,,,,,,,,,,,,,,,,0,,
off,11,b4,blue,adc,射手,maestro,,1,1,2,0,14176,10323,300,10.6,,,,0,,,,,,,,,,,,,,,,,,0,,
off,11,b5,blue,sup,坦克,suishan,,1,0,8,2,6495,17085,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,11,r1,red,top,戰士,rongyan,,0,5,0,4,13815,21647,1500,53.2,,,,0,,,,,,,,,,,,,,,,,,0,,
off,11,r2,red,jungle,刺客,yueying,,0,7,2,3,12011,13782,3036,107.7,,,,0,,,,,,,,,,,,,,,,,,0,,
off,11,r3,red,mid,法師,haixiao,,0,3,0,0,14953,13844,900,31.9,,,,0,,,,,,,,,,,,,,,,,,0,,
off,11,r4,red,adc,射手,maestro,,0,1,6,1,11673,10617,300,10.6,,,,0,,,,,,,,,,,,,,,,,,0,,
off,11,r5,red,sup,坦克,suishan,,0,1,2,4,6039,16180,300,10.6,,,,0,,,,,,,,,,,,,,,,,,0,,
off,12,b1,blue,top,戰士,embercoil,,0,3,1,1,7613,16416,900,40.5,,,,0,,,,,,,,,,,,,,,,,,0,,
off,12,b2,blue,jungle,刺客,yeiren,,0,0,2,0,4056,9241,604,27.2,,,,0,,,,,,,,,,,,,,,,,,0,,
off,12,b3,blue,mid,法師,leiming,,0,1,1,0,8107,12517,300,13.5,,,,0,,,,,,,,,,,,,,,,,,0,,
off,12,b4,blue,adc,射手,liuxing,,0,1,4,1,7092,8755,354,15.9,,,,0,,,,,,,,,,,,,,,,,,0,,
off,12,b5,blue,sup,輔助,mingyunyindao,,0,1,1,0,4548,10199,300,13.5,,,,0,,,,,,,,,,,,,,,,,,0,,
off,12,r1,red,top,戰士,embercoil,,1,6,0,0,10664,15212,1800,81.1,,,,0,,,,,,,,,,,,,,,,,,0,,
off,12,r2,red,jungle,刺客,yeiren,,1,1,3,0,3371,7844,1264,56.9,,,,0,,,,,,,,,,,,,,,,,,0,,
off,12,r3,red,mid,法師,leiming,,1,1,1,0,9965,10154,300,13.5,,,,0,,,,,,,,,,,,,,,,,,0,,
off,12,r4,red,adc,射手,liuxing,,1,1,2,2,6877,7778,300,13.5,,,,0,,,,,,,,,,,,,,,,,,0,,
off,12,r5,red,sup,輔助,mingyunyindao,,1,0,0,3,6405,8490,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,13,b1,blue,top,坦克,ironclad,,0,1,2,0,6666,18819,300,12.8,,,,0,,,,,,,,,,,,,,,,,,0,,
off,13,b2,blue,jungle,刺客,sting,,0,0,1,1,2224,8022,550,23.5,,,,0,,,,,,,,,,,,,,,,,,0,,
off,13,b3,blue,mid,法師,mingyun2,,0,0,2,0,12596,12670,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,13,b4,blue,adc,射手,shensheng,,0,0,3,0,8026,8964,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,13,b5,blue,sup,輔助,mingyun,,0,0,2,0,4729,12489,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,13,r1,red,top,坦克,ironclad,,1,4,0,1,8643,17041,1200,51.3,,,,0,,,,,,,,,,,,,,,,,,0,,
off,13,r2,red,jungle,刺客,sting,,1,2,0,0,3881,8565,1271,54.3,,,,0,,,,,,,,,,,,,,,,,,0,,
off,13,r3,red,mid,法師,mingyun2,,1,2,0,1,14691,11147,600,25.6,,,,0,,,,,,,,,,,,,,,,,,0,,
off,13,r4,red,adc,射手,shensheng,,1,2,1,2,13024,8068,600,25.6,,,,0,,,,,,,,,,,,,,,,,,0,,
off,13,r5,red,sup,輔助,mingyun,,1,0,0,2,4035,9422,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,14,b1,blue,top,坦克,tieshixin,,0,2,2,0,8967,23944,682,23,,,,0,,,,,,,,,,,,,,,,,,0,,
off,14,b2,blue,jungle,刺客,binghe,,0,0,6,0,6381,13558,667,22.5,,,,0,,,,,,,,,,,,,,,,,,0,,
off,14,b3,blue,mid,法師,bingshuang,,0,2,3,1,20233,16219,600,20.3,,,,0,,,,,,,,,,,,,,,,,,0,,
off,14,b4,blue,adc,射手,mori,,0,3,6,2,18306,13204,900,30.4,,,,0,,,,,,,,,,,,,,,,,,0,,
off,14,b5,blue,sup,坦克,tixue,,0,0,13,0,8031,21136,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,14,r1,red,top,坦克,tieshixin,,1,7,0,2,16644,27190,2100,70.9,,,,0,,,,,,,,,,,,,,,,,,0,,
off,14,r2,red,jungle,刺客,binghe,,1,8,2,2,11207,13318,3419,115.5,,,,0,,,,,,,,,,,,,,,,,,0,,
off,14,r3,red,mid,法師,bingshuang,,1,6,2,1,21753,13512,1800,60.8,,,,0,,,,,,,,,,,,,,,,,,0,,
off,14,r4,red,adc,射手,mori,,1,4,1,5,18320,11651,1200,40.5,,,,0,,,,,,,,,,,,,,,,,,0,,
off,14,r5,red,sup,坦克,tixue,,1,5,2,6,9294,20972,1500,50.7,,,,0,,,,,,,,,,,,,,,,,,0,,
off,15,b1,blue,top,坦克,bingshouweis,,1,1,8,0,13795,29056,300,8.3,,,,0,,,,,,,,,,,,,,,,,,0,,
off,15,b2,blue,jungle,刺客,shanying,,1,3,5,2,13418,21534,1775,49.2,,,,0,,,,,,,,,,,,,,,,,,0,,
off,15,b3,blue,mid,法師,mingyun2,,1,9,4,3,26021,22717,2700,74.8,,,,0,,,,,,,,,,,,,,,,,,0,,
off,15,b4,blue,adc,射手,leiting,,1,0,6,3,17748,13551,18,0.5,,,,0,,,,,,,,,,,,,,,,,,0,,
off,15,b5,blue,sup,輔助,linghun,,1,2,3,2,11743,19802,654,18.1,,,,0,,,,,,,,,,,,,,,,,,0,,
off,15,r1,red,top,坦克,bingshouweis,,0,6,0,1,20276,30442,1800,49.9,,,,0,,,,,,,,,,,,,,,,,,0,,
off,15,r2,red,jungle,刺客,shanying,,0,5,5,2,12669,18988,2644,73.2,,,,0,,,,,,,,,,,,,,,,,,0,,
off,15,r3,red,mid,法師,mingyun2,,0,7,4,3,25864,22843,2100,58.2,,,,0,,,,,,,,,,,,,,,,,,0,,
off,15,r4,red,adc,射手,leiting,,0,7,3,2,22328,14994,2100,58.2,,,,0,,,,,,,,,,,,,,,,,,0,,
off,15,r5,red,sup,輔助,linghun,,0,1,3,7,10341,15799,300,8.3,,,,0,,,,,,,,,,,,,,,,,,0,,
off,16,b1,blue,top,坦克,tiebi,,0,1,2,0,7227,15680,300,12.8,,,,0,,,,,,,,,,,,,,,,,,0,,
off,16,b2,blue,jungle,刺客,dianguang,,0,0,5,1,7903,12470,469,20.1,,,,0,,,,,,,,,,,,,,,,,,0,,
off,16,b3,blue,mid,法師,bingshuang,,0,0,2,0,10418,11410,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,16,b4,blue,adc,射手,liangzi,,0,0,2,0,9179,9239,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,16,b5,blue,sup,輔助,huanjing,,0,1,2,1,5150,11919,300,12.8,,,,0,,,,,,,,,,,,,,,,,,0,,
off,16,r1,red,top,坦克,tiebi,,1,8,0,0,12791,17506,2400,102.7,,,,0,,,,,,,,,,,,,,,,,,0,,
off,16,r2,red,jungle,刺客,dianguang,,1,2,1,1,7523,11133,1228,52.5,,,,0,,,,,,,,,,,,,,,,,,0,,
off,16,r3,red,mid,法師,bingshuang,,1,3,1,1,11066,9997,900,38.5,,,,0,,,,,,,,,,,,,,,,,,0,,
off,16,r4,red,adc,射手,liangzi,,1,0,0,2,9894,7888,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,16,r5,red,sup,輔助,huanjing,,1,0,0,4,4859,9319,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,17,b1,blue,top,坦克,shengdun,,0,4,0,1,9515,17847,1254,53.1,,,,0,,,,,,,,,,,,,,,,,,0,,
off,17,b2,blue,jungle,戰士,tielian,,0,3,2,0,6397,9197,1504,63.6,,,,0,,,,,,,,,,,,,,,,,,0,,
off,17,b3,blue,mid,法師,mingyun2,,0,0,3,2,11728,12170,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,17,b4,blue,adc,射手,shengyan,,0,0,1,0,7270,8459,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,17,b5,blue,sup,坦克,dadi,,0,0,3,3,5950,15692,18,0.8,,,,0,,,,,,,,,,,,,,,,,,0,,
off,17,r1,red,top,坦克,shengdun,,1,1,1,3,7503,16577,300,12.7,,,,0,,,,,,,,,,,,,,,,,,0,,
off,17,r2,red,jungle,戰士,tielian,,1,4,0,0,8591,11818,2077,87.9,,,,0,,,,,,,,,,,,,,,,,,0,,
off,17,r3,red,mid,法師,mingyun2,,1,1,0,1,11299,10711,300,12.7,,,,0,,,,,,,,,,,,,,,,,,0,,
off,17,r4,red,adc,射手,shengyan,,1,0,3,1,13231,9481,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,17,r5,red,sup,坦克,dadi,,1,3,3,1,5632,14535,900,38.1,,,,0,,,,,,,,,,,,,,,,,,0,,
off,18,b1,blue,top,坦克,shiqiang,,1,3,2,1,13713,26821,900,29.6,,,,0,,,,,,,,,,,,,,,,,,0,,
off,18,b2,blue,jungle,戰士,greymantle,,1,6,4,2,10439,15517,2467,81.3,,,,0,,,,,,,,,,,,,,,,,,0,,
off,18,b3,blue,mid,法師,bingshuang,,1,7,4,3,21040,16724,2154,71,,,,0,,,,,,,,,,,,,,,,,,0,,
off,18,b4,blue,adc,射手,mirrorshot,,1,1,2,2,20223,13923,300,9.9,,,,0,,,,,,,,,,,,,,,,,,0,,
off,18,b5,blue,sup,坦克,ironclad,,1,0,4,2,6885,21014,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,18,r1,red,top,坦克,shiqiang,,0,6,2,2,16756,26987,1800,59.3,,,,0,,,,,,,,,,,,,,,,,,0,,
off,18,r2,red,jungle,戰士,greymantle,,0,3,2,0,7824,13818,1981,65.3,,,,0,,,,,,,,,,,,,,,,,,0,,
off,18,r3,red,mid,法師,bingshuang,,0,2,6,0,20136,14988,600,19.8,,,,0,,,,,,,,,,,,,,,,,,0,,
off,18,r4,red,adc,射手,mirrorshot,,0,2,2,3,22575,13127,654,21.5,,,,0,,,,,,,,,,,,,,,,,,0,,
off,18,r5,red,sup,坦克,ironclad,,0,3,5,2,7499,19504,900,29.6,,,,0,,,,,,,,,,,,,,,,,,0,,
off,19,b1,blue,top,坦克,tiemu,,0,0,3,0,6642,18258,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,19,b2,blue,jungle,戰士,chichuan,,0,0,2,0,4454,10906,541,22.2,,,,0,,,,,,,,,,,,,,,,,,0,,
off,19,b3,blue,mid,法師,lieyan,,0,4,4,1,13804,12679,1200,49.2,,,,0,,,,,,,,,,,,,,,,,,0,,
off,19,b4,blue,adc,射手,hanbing,,0,1,1,4,8713,9061,300,12.3,,,,0,,,,,,,,,,,,,,,,,,0,,
off,19,b5,blue,sup,輔助,xuemai,,0,0,2,2,3789,12050,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,19,r1,red,top,坦克,tiemu,,1,6,0,1,8567,16149,1800,73.7,,,,0,,,,,,,,,,,,,,,,,,0,,
off,19,r2,red,jungle,戰士,chichuan,,1,4,1,1,7417,10191,1978,81,,,,0,,,,,,,,,,,,,,,,,,0,,
off,19,r3,red,mid,法師,lieyan,,1,1,2,1,14509,11500,300,12.3,,,,0,,,,,,,,,,,,,,,,,,0,,
off,19,r4,red,adc,射手,hanbing,,1,1,2,1,11874,8660,300,12.3,,,,0,,,,,,,,,,,,,,,,,,0,,
off,19,r5,red,sup,輔助,xuemai,,1,0,0,0,5775,10383,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,
off,20,b1,blue,top,坦克,longji,,0,3,1,2,11320,16433,900,39.4,,,,0,,,,,,,,,,,,,,,,,,0,,
off,20,b2,blue,jungle,戰士,dadi2,,0,3,2,0,6867,8490,1577,69,,,,0,,,,,,,,,,,,,,,,,,0,,
off,20,b3,blue,mid,法師,shikong,,0,3,1,4,10464,12609,900,39.4,,,,0,,,,,,,,,,,,,,,,,,0,,
off,20,b4,blue,adc,射手,tianfa,,0,3,2,2,11143,8747,900,39.4,,,,0,,,,,,,,,,,,,,,,,,0,,
off,20,b5,blue,sup,坦克,tiemu,,0,2,4,2,4433,12546,618,27.1,,,,0,,,,,,,,,,,,,,,,,,0,,
off,20,r1,red,top,坦克,longji,,1,1,0,2,7781,15719,300,13.1,,,,0,,,,,,,,,,,,,,,,,,0,,
off,20,r2,red,jungle,戰士,dadi2,,1,3,1,1,6669,10320,1738,76.1,,,,0,,,,,,,,,,,,,,,,,,0,,
off,20,r3,red,mid,法師,shikong,,1,2,5,2,11293,12104,600,26.3,,,,0,,,,,,,,,,,,,,,,,,0,,
off,20,r4,red,adc,射手,tianfa,,1,2,5,1,8848,8633,600,26.3,,,,0,,,,,,,,,,,,,,,,,,0,,
off,20,r5,red,sup,坦克,tiemu,,1,2,3,0,4748,12462,600,26.3,,,,0,,,,,,,,,,,,,,,,,,0,,
